step_time,reward,total_stopped,total_wait_time
23490.0,459.0,39,1631.0
23495.0,194.0,36,1779.0
23500.0,-148.0,38,1910.0
23505.0,-131.0,27,1886.0
23510.0,24.0,34,1841.0
23515.0,45.0,45,2021.0
23520.0,-180.0,44,2040.0
23525.0,-19.0,39,2184.0
23530.0,-144.0,41,2377.0
23535.0,-193.0,40,2575.0
23540.0,-198.0,38,2713.0
23545.0,-138.0,50,2897.0
23550.0,-184.0,47,2897.0
23555.0,0.0,37,2956.0
23560.0,-59.0,25,2859.0
23565.0,97.0,25,2727.0
23570.0,132.0,21,2579.0
23575.0,148.0,25,2112.0
23580.0,467.0,23,1743.0
23585.0,369.0,20,1402.0
23590.0,341.0,16,1103.0
23595.0,299.0,17,875.0
23600.0,228.0,15,798.0
23605.0,77.0,19,720.0
23610.0,78.0,17,656.0
23615.0,64.0,25,742.0
23620.0,-86.0,23,725.0
23625.0,17.0,15,527.0
23630.0,198.0,13,491.0
23635.0,36.0,17,413.0
23640.0,78.0,17,463.0
23645.0,-50.0,17,429.0
23650.0,34.0,23,502.0
23655.0,-73.0,24,504.0
23660.0,-2.0,19,603.0
23665.0,-99.0,33,728.0
23670.0,-125.0,32,767.0
23675.0,-39.0,26,719.0
23680.0,48.0,27,763.0
23685.0,-44.0,34,896.0
23690.0,-133.0,34,977.0
23695.0,-81.0,34,1138.0
23700.0,-161.0,23,1172.0
23705.0,-34.0,18,1191.0
23710.0,-19.0,23,1171.0
23715.0,20.0,22,1271.0
23720.0,-100.0,32,1355.0
23725.0,-84.0,50,1419.0
23730.0,-64.0,40,1380.0
23735.0,39.0,35,1240.0
23740.0,140.0,30,1400.0
23745.0,-160.0,27,1384.0
23750.0,16.0,23,1404.0
23755.0,-20.0,23,1342.0
23760.0,62.0,25,1303.0
23765.0,39.0,29,1410.0
23770.0,-107.0,28,1514.0
23775.0,-104.0,31,1589.0
23780.0,-75.0,34,1659.0
23785.0,-70.0,35,1621.0
23790.0,38.0,28,1328.0
23795.0,293.0,23,1415.0
23800.0,-87.0,18,1336.0
23805.0,79.0,26,1154.0
23810.0,182.0,34,1094.0
23815.0,60.0,35,1220.0
23820.0,-126.0,26,1275.0
23825.0,-55.0,27,1301.0
23830.0,-26.0,34,1397.0
23835.0,-96.0,36,1543.0
23840.0,-146.0,31,1569.0
23845.0,-26.0,36,1508.0
23850.0,61.0,26,1284.0
23855.0,224.0,21,1380.0
23860.0,-96.0,20,1355.0
23865.0,25.0,27,1315.0
23870.0,40.0,27,1107.0
23875.0,208.0,23,1187.0
23880.0,-80.0,17,1080.0
23885.0,107.0,30,1070.0
23890.0,10.0,36,1112.0
23895.0,-42.0,33,1175.0
23900.0,-63.0,32,1170.0
23905.0,5.0,50,1283.0
23910.0,-113.0,38,1341.0
23915.0,-58.0,29,1330.0
23920.0,11.0,33,1432.0
23925.0,-102.0,33,1525.0
23930.0,-93.0,37,1525.0
23935.0,0.0,34,1557.0
23940.0,-32.0,37,1558.0
23945.0,-1.0,33,1428.0
23950.0,130.0,34,1336.0
23955.0,92.0,38,1291.0
23960.0,45.0,42,1408.0
23965.0,-117.0,44,1472.0
23970.0,-64.0,34,1425.0
23975.0,47.0,29,1456.0
23980.0,-31.0,20,1543.0
23985.0,-87.0,26,1537.0
23990.0,6.0,24,1533.0
23995.0,4.0,32,1623.0
24000.0,-90.0,31,1641.0
24005.0,-18.0,32,1568.0
24010.0,73.0,28,1620.0
24015.0,-52.0,26,1602.0
24020.0,18.0,26,1613.0
24025.0,-11.0,31,1545.0
24030.0,68.0,31,1454.0
24035.0,91.0,28,1492.0
24040.0,-38.0,30,1540.0
24045.0,-48.0,25,1514.0
24050.0,26.0,29,1547.0
24055.0,-33.0,31,1506.0
24060.0,41.0,31,1522.0
24065.0,-16.0,34,1627.0
24070.0,-105.0,38,1770.0
24075.0,-143.0,37,1834.0
24080.0,-64.0,38,2011.0
24085.0,-177.0,46,2126.0
24090.0,-115.0,31,1921.0
24095.0,205.0,22,1952.0
24100.0,-31.0,20,2014.0
24105.0,-62.0,29,2130.0
24110.0,-116.0,35,2291.0
24115.0,-161.0,39,2114.0
24120.0,177.0,38,2176.0
24125.0,-62.0,40,2129.0
24130.0,47.0,34,2006.0
24135.0,123.0,30,2146.0
24140.0,-140.0,27,1947.0
24145.0,199.0,28,1967.0
24150.0,-20.0,29,1837.0
24155.0,130.0,29,1861.0
24160.0,-24.0,24,1701.0
24165.0,160.0,26,1486.0
24170.0,215.0,28,1414.0
24175.0,72.0,39,1471.0
24180.0,-57.0,33,1568.0
24185.0,-97.0,31,1687.0
24190.0,-119.0,26,1761.0
24195.0,-74.0,21,1504.0
24200.0,257.0,20,1522.0
24205.0,-18.0,26,1452.0
24210.0,70.0,25,1433.0
24215.0,19.0,24,1397.0
24220.0,36.0,26,1135.0
24225.0,262.0,29,1206.0
24230.0,-71.0,27,1252.0
24235.0,-46.0,31,1338.0
24240.0,-86.0,28,1187.0
24245.0,151.0,35,953.0
24250.0,234.0,37,1034.0
24255.0,-81.0,41,1136.0
24260.0,-102.0,39,1149.0
24265.0,-13.0,39,1104.0
24270.0,45.0,28,1087.0
24275.0,17.0,23,1100.0
24280.0,-13.0,27,1111.0
24285.0,-11.0,24,1067.0
24290.0,44.0,22,1134.0
24295.0,-67.0,27,1099.0
24300.0,35.0,30,1106.0
24305.0,-7.0,24,1125.0
24310.0,-19.0,30,1204.0
24315.0,-79.0,30,1245.0
24320.0,-41.0,29,1254.0
24325.0,-9.0,26,1189.0
24330.0,65.0,30,1210.0
24335.0,-21.0,42,1317.0
24340.0,-107.0,35,1383.0
24345.0,-66.0,31,1454.0
24350.0,-71.0,29,1420.0
24355.0,34.0,30,1262.0
24360.0,158.0,26,1173.0
24365.0,89.0,31,1222.0
24370.0,-49.0,34,1334.0
24375.0,-112.0,38,1454.0
24380.0,-120.0,33,1512.0
24385.0,-58.0,32,1537.0
24390.0,-25.0,30,1574.0
24395.0,-37.0,27,1531.0
24400.0,43.0,32,1519.0
24405.0,12.0,36,1641.0
24410.0,-122.0,32,1509.0
24415.0,132.0,25,1559.0
24420.0,-50.0,21,1523.0
24425.0,36.0,25,1482.0
24430.0,41.0,21,1293.0
24435.0,189.0,17,837.0
24440.0,456.0,19,798.0
24445.0,39.0,33,785.0
24450.0,13.0,30,896.0
24455.0,-111.0,31,968.0
24460.0,-72.0,29,1028.0
24465.0,-60.0,21,962.0
24470.0,66.0,17,1007.0
24475.0,-45.0,25,967.0
24480.0,40.0,26,981.0
24485.0,-14.0,28,868.0
24490.0,113.0,23,840.0
24495.0,28.0,19,780.0
24500.0,60.0,23,812.0
24505.0,-32.0,29,816.0
24510.0,-4.0,31,912.0
24515.0,-96.0,31,901.0
24520.0,11.0,33,1048.0
24525.0,-147.0,38,1231.0
24530.0,-183.0,35,1292.0
24535.0,-61.0,33,1357.0
24540.0,-65.0,26,1375.0
24545.0,-18.0,19,1286.0
24550.0,89.0,20,1168.0
24555.0,118.0,20,1095.0
24560.0,73.0,20,1119.0
24565.0,-24.0,25,1178.0
24570.0,-59.0,22,1063.0
24575.0,115.0,20,1110.0
24580.0,-47.0,24,1127.0
24585.0,-17.0,24,1021.0
24590.0,106.0,22,802.0
24595.0,219.0,26,766.0
24600.0,36.0,27,787.0
24605.0,-21.0,37,836.0
24610.0,-49.0,34,904.0
24615.0,-68.0,30,893.0
24620.0,11.0,34,1038.0
24625.0,-145.0,43,1114.0
24630.0,-76.0,30,1092.0
24635.0,22.0,20,1137.0
24640.0,-45.0,19,1126.0
24645.0,11.0,21,1027.0
24650.0,99.0,27,1117.0
24655.0,-90.0,39,1284.0
24660.0,-167.0,36,1339.0
24665.0,-55.0,31,1262.0
24670.0,77.0,24,1063.0
24675.0,199.0,16,922.0
24680.0,141.0,14,784.0
24685.0,138.0,20,755.0
24690.0,29.0,23,809.0
24695.0,-54.0,29,866.0
24700.0,-57.0,29,908.0
24705.0,-42.0,24,869.0
24710.0,39.0,18,755.0
24715.0,114.0,26,747.0
24720.0,8.0,18,759.0
24725.0,-12.0,20,759.0
24730.0,0.0,25,821.0
24735.0,-62.0,30,758.0
24740.0,63.0,32,830.0
24745.0,-72.0,35,920.0
24750.0,-90.0,34,977.0
24755.0,-57.0,30,938.0
24760.0,39.0,20,981.0
24765.0,-43.0,24,1023.0
24770.0,-42.0,21,1056.0
24775.0,-33.0,25,1038.0
24780.0,18.0,26,931.0
24785.0,107.0,33,1049.0
24790.0,-118.0,39,1135.0
24795.0,-86.0,37,1215.0
24800.0,-80.0,34,1200.0
24805.0,15.0,30,1163.0
24810.0,37.0,18,1208.0
24815.0,-45.0,23,1229.0
24820.0,-21.0,32,1272.0
24825.0,-43.0,31,1372.0
24830.0,-100.0,27,1413.0
24835.0,-41.0,22,1279.0
24840.0,134.0,23,1289.0
24845.0,-10.0,24,1351.0
24850.0,-62.0,25,1369.0
24855.0,-18.0,29,1335.0
24860.0,34.0,32,1206.0
24865.0,129.0,41,1268.0
24870.0,-62.0,41,1212.0
24875.0,56.0,36,1182.0
24880.0,30.0,29,1176.0
24885.0,6.0,20,1187.0
24890.0,-11.0,20,1175.0
24895.0,12.0,34,1124.0
24900.0,51.0,34,1055.0
24905.0,69.0,36,945.0
24910.0,110.0,35,1022.0
24915.0,-77.0,31,1035.0
24920.0,-13.0,30,1071.0
24925.0,-36.0,36,1111.0
24930.0,-40.0,29,1039.0
24935.0,72.0,24,881.0
24940.0,158.0,15,907.0
24945.0,-26.0,13,879.0
24950.0,28.0,25,871.0
24955.0,8.0,26,784.0
24960.0,87.0,20,654.0
24965.0,130.0,24,649.0
24970.0,5.0,19,645.0
24975.0,4.0,19,587.0
24980.0,58.0,21,521.0
24985.0,66.0,35,612.0
24990.0,-91.0,18,668.0
24995.0,-56.0,20,623.0
25000.0,45.0,24,673.0
25005.0,-50.0,24,712.0
25010.0,-39.0,19,706.0
25015.0,6.0,26,685.0
25020.0,21.0,24,755.0
25025.0,-70.0,28,785.0
25030.0,-30.0,20,768.0
25035.0,17.0,25,788.0
25040.0,-20.0,35,916.0
25045.0,-128.0,38,1034.0
25050.0,-118.0,32,1102.0
25055.0,-68.0,26,1179.0
25060.0,-77.0,25,1188.0
25065.0,-9.0,26,1243.0
25070.0,-55.0,25,1189.0
25075.0,54.0,23,1194.0
25080.0,-5.0,23,1247.0
25085.0,-53.0,28,1302.0
25090.0,-55.0,25,1344.0
25095.0,-42.0,35,1459.0
25100.0,-115.0,38,1437.0
25105.0,22.0,39,1231.0
25110.0,206.0,32,1024.0
25115.0,207.0,29,999.0
25120.0,25.0,32,1070.0
25125.0,-71.0,32,1123.0
25130.0,-53.0,24,1101.0
25135.0,22.0,30,1180.0
25140.0,-79.0,33,1230.0
25145.0,-50.0,33,1209.0
25150.0,21.0,32,1322.0
25155.0,-113.0,26,1315.0
25160.0,7.0,23,1340.0
25165.0,-25.0,33,1362.0
25170.0,-22.0,27,1396.0
25175.0,-34.0,20,1371.0
25180.0,25.0,23,1354.0
25185.0,17.0,31,1274.0
25190.0,80.0,27,1226.0
25195.0,48.0,33,1343.0
25200.0,-117.0,34,1385.0
25205.0,-42.0,31,1300.0
25210.0,85.0,36,1314.0
25215.0,-14.0,44,1516.0
25220.0,-202.0,54,1772.0
25225.0,-256.0,52,1867.0
25230.0,-95.0,42,1786.0
25235.0,81.0,37,1664.0
25240.0,122.0,30,1517.0
25245.0,147.0,20,1534.0
25250.0,-17.0,19,1480.0
25255.0,54.0,27,1454.0
25260.0,26.0,26,1406.0
25265.0,48.0,24,1516.0
25270.0,-110.0,32,1660.0
25275.0,-144.0,34,1588.0
25280.0,72.0,32,1662.0
25285.0,-74.0,35,1701.0
25290.0,-39.0,37,1663.0
25295.0,38.0,26,1491.0
25300.0,172.0,18,1490.0
25305.0,1.0,25,1450.0
25310.0,40.0,33,1477.0
25315.0,-27.0,36,1420.0
25320.0,57.0,29,1387.0
25325.0,33.0,26,1276.0
25330.0,111.0,24,978.0
25335.0,298.0,26,1041.0
25340.0,-63.0,28,1013.0
25345.0,28.0,36,979.0
25350.0,34.0,32,1036.0
25355.0,-57.0,29,1073.0
25360.0,-37.0,26,1028.0
25365.0,45.0,28,1103.0
25370.0,-75.0,35,1206.0
25375.0,-103.0,37,1331.0
25380.0,-125.0,35,1504.0
25385.0,-173.0,31,1570.0
25390.0,-66.0,32,1524.0
25395.0,46.0,29,1599.0
25400.0,-75.0,29,1596.0
25405.0,3.0,29,1664.0
25410.0,-68.0,29,1738.0
25415.0,-74.0,28,1648.0
25420.0,90.0,25,1367.0
25425.0,281.0,23,1004.0
25430.0,363.0,28,919.0
25435.0,85.0,41,970.0
25440.0,-51.0,43,1077.0
25445.0,-107.0,40,1097.0
25450.0,-20.0,31,1180.0
25455.0,-83.0,20,1188.0
25460.0,-8.0,23,1182.0
25465.0,6.0,27,1217.0
25470.0,-35.0,31,1298.0
25475.0,-81.0,30,1348.0
25480.0,-50.0,29,1484.0
25485.0,-136.0,38,1531.0
25490.0,-47.0,43,1494.0
25495.0,37.0,41,1708.0
25500.0,-214.0,37,1897.0
25505.0,-189.0,38,1956.0
25510.0,-59.0,35,1912.0
25515.0,44.0,37,1821.0
25520.0,91.0,34,1793.0
25525.0,28.0,35,1740.0
25530.0,53.0,26,1569.0
25535.0,171.0,26,1333.0
25540.0,236.0,28,1375.0
25545.0,-42.0,29,1357.0
25550.0,18.0,27,1394.0
25555.0,-37.0,23,1292.0
25560.0,102.0,28,1343.0
25565.0,-51.0,33,1365.0
25570.0,-22.0,25,1358.0
25575.0,7.0,23,1298.0
25580.0,60.0,31,1383.0
25585.0,-85.0,37,1459.0
25590.0,-76.0,32,1530.0
25595.0,-71.0,33,1659.0
25600.0,-129.0,31,1713.0
25605.0,-54.0,25,1656.0
25610.0,57.0,33,1735.0
25615.0,-79.0,37,1771.0
25620.0,-36.0,39,1912.0
25625.0,-141.0,35,2025.0
25630.0,-113.0,38,2108.0
25635.0,-83.0,32,2221.0
25640.0,-113.0,35,2281.0
25645.0,-60.0,40,2408.0
25650.0,-127.0,38,2242.0
25655.0,166.0,35,2361.0
25660.0,-119.0,33,2390.0
25665.0,-29.0,30,2300.0
25670.0,90.0,33,2379.0
25675.0,-79.0,35,2177.0
25680.0,202.0,28,2244.0
25685.0,-67.0,28,2030.0
25690.0,214.0,34,2098.0
25695.0,-68.0,42,2177.0
25700.0,-79.0,51,2217.0
25705.0,-40.0,50,2322.0
25710.0,-105.0,35,2381.0
25715.0,-59.0,34,2467.0
25720.0,-86.0,38,2598.0
25725.0,-131.0,38,2731.0
25730.0,-133.0,37,2817.0
25735.0,-86.0,38,2841.0
25740.0,-24.0,40,2632.0
25745.0,209.0,34,2712.0
25750.0,-80.0,30,2665.0
25755.0,47.0,37,2603.0
25760.0,62.0,36,2411.0
25765.0,192.0,29,2488.0
25770.0,-77.0,26,2545.0
25775.0,-57.0,31,2527.0
25780.0,18.0,39,2626.0
25785.0,-99.0,36,2674.0
25790.0,-48.0,33,2404.0
25795.0,270.0,33,2451.0
25800.0,-47.0,26,2514.0
25805.0,-63.0,34,2576.0
25810.0,-62.0,38,2649.0
25815.0,-73.0,36,2641.0
25820.0,8.0,40,2691.0
25825.0,-50.0,48,2495.0
25830.0,196.0,42,2643.0
25835.0,-148.0,37,2726.0
25840.0,-83.0,34,2687.0
25845.0,39.0,34,2809.0
25850.0,-122.0,38,2921.0
25855.0,-112.0,42,3007.0
25860.0,-86.0,34,2769.0
25865.0,238.0,34,2276.0
25870.0,493.0,29,2352.0
25875.0,-76.0,36,2442.0
25880.0,-90.0,40,2559.0
25885.0,-117.0,48,2535.0
25890.0,24.0,43,2653.0
25895.0,-118.0,41,2707.0
25900.0,-54.0,42,2828.0
25905.0,-121.0,34,2812.0
25910.0,16.0,39,2906.0
25915.0,-94.0,45,2915.0
25920.0,-9.0,41,2972.0
25925.0,-57.0,41,3056.0
25930.0,-84.0,36,2847.0
25935.0,209.0,30,2834.0
25940.0,13.0,36,2603.0
25945.0,231.0,45,2128.0
25950.0,475.0,44,2148.0
25955.0,-20.0,43,2247.0
25960.0,-99.0,41,2341.0
25965.0,-94.0,36,2344.0
25970.0,-3.0,37,2202.0
25975.0,142.0,38,2024.0
25980.0,178.0,32,2055.0
25985.0,-31.0,39,2017.0
25990.0,38.0,44,2133.0
25995.0,-116.0,37,2076.0
26000.0,57.0,31,2153.0
26005.0,-77.0,38,2185.0
26010.0,-32.0,44,2253.0
26015.0,-68.0,43,2291.0
26020.0,-38.0,39,2244.0
26025.0,47.0,31,2314.0
26030.0,-70.0,26,2148.0
26035.0,166.0,33,2054.0
26040.0,94.0,33,2135.0
26045.0,-81.0,39,2121.0
26050.0,14.0,45,2071.0
26055.0,50.0,54,2122.0
26060.0,-51.0,59,2394.0
26065.0,-272.0,60,2519.0
26070.0,-125.0,46,2483.0
26075.0,36.0,38,2332.0
26080.0,151.0,29,2368.0
26085.0,-36.0,21,2154.0
26090.0,214.0,22,2144.0
26095.0,10.0,30,1988.0
26100.0,156.0,38,1791.0
26105.0,197.0,43,1825.0
26110.0,-34.0,35,1856.0
26115.0,-31.0,31,1669.0
26120.0,187.0,34,1532.0
26125.0,137.0,29,1550.0
26130.0,-18.0,19,1560.0
26135.0,-10.0,23,1547.0
26140.0,13.0,27,1554.0
26145.0,-7.0,39,1577.0
26150.0,-23.0,37,1495.0
26155.0,82.0,41,1296.0
26160.0,199.0,33,1250.0
26165.0,46.0,31,1269.0
26170.0,-19.0,26,1237.0
26175.0,32.0,25,1048.0
26180.0,189.0,25,974.0
26185.0,74.0,30,984.0
26190.0,-10.0,33,1063.0
26195.0,-79.0,34,1129.0
26200.0,-66.0,33,1098.0
26205.0,31.0,35,1145.0
26210.0,-47.0,35,1213.0
26215.0,-68.0,34,1186.0
26220.0,27.0,24,1076.0
26225.0,110.0,20,1064.0
26230.0,12.0,25,1097.0
26235.0,-33.0,29,1141.0
26240.0,-44.0,29,1137.0
26245.0,4.0,40,1162.0
26250.0,-25.0,25,1252.0
26255.0,-90.0,24,1337.0
26260.0,-85.0,27,1421.0
26265.0,-84.0,36,1552.0
26270.0,-131.0,43,1751.0
26275.0,-199.0,45,1706.0
26280.0,45.0,42,1855.0
26285.0,-149.0,49,2036.0
26290.0,-181.0,44,2091.0
26295.0,-55.0,37,1942.0
26300.0,149.0,31,1678.0
26305.0,264.0,23,1780.0
26310.0,-102.0,24,1878.0
26315.0,-98.0,25,1869.0
26320.0,9.0,26,1760.0
26325.0,109.0,19,1727.0
26330.0,33.0,19,1675.0
26335.0,52.0,29,1488.0
26340.0,187.0,30,1492.0
26345.0,-4.0,30,1400.0
26350.0,92.0,27,1261.0
26355.0,139.0,24,1219.0
26360.0,42.0,25,1212.0
26365.0,7.0,29,1315.0
26370.0,-103.0,31,1445.0
26375.0,-130.0,26,1278.0
26380.0,167.0,23,1276.0
26385.0,2.0,22,1249.0
26390.0,27.0,24,1257.0
26395.0,-8.0,24,1111.0
26400.0,146.0,30,899.0
26405.0,212.0,33,883.0
26410.0,16.0,30,919.0
26415.0,-36.0,27,867.0
26420.0,52.0,28,878.0
26425.0,-11.0,41,1007.0
26430.0,-129.0,35,1175.0
26435.0,-168.0,29,1222.0
26440.0,-47.0,24,1134.0
26445.0,88.0,22,982.0
26450.0,152.0,19,956.0
26455.0,26.0,23,951.0
26460.0,5.0,23,1031.0
26465.0,-80.0,24,1145.0
26470.0,-114.0,25,1270.0
26475.0,-125.0,26,1396.0
26480.0,-126.0,31,1541.0
26485.0,-145.0,33,1686.0
26490.0,-145.0,31,1839.0
26495.0,-153.0,27,1770.0
26500.0,69.0,30,1906.0
26505.0,-136.0,33,2070.0
26510.0,-164.0,30,1928.0
26515.0,142.0,26,1917.0
26520.0,11.0,22,1797.0
26525.0,120.0,23,1594.0
26530.0,203.0,24,1271.0
26535.0,323.0,26,982.0
26540.0,289.0,26,1019.0
26545.0,-37.0,28,1004.0
26550.0,15.0,31,1113.0
26555.0,-109.0,32,1272.0
26560.0,-159.0,27,1337.0
26565.0,-65.0,22,1148.0
26570.0,189.0,19,1142.0
26575.0,6.0,26,1000.0
26580.0,142.0,29,1034.0
26585.0,-34.0,29,991.0
26590.0,43.0,21,1020.0
26595.0,-29.0,24,987.0
26600.0,33.0,28,1026.0
26605.0,-39.0,38,1091.0
26610.0,-65.0,29,1003.0
26615.0,88.0,25,1015.0
26620.0,-12.0,22,1091.0
26625.0,-76.0,21,1076.0
26630.0,15.0,16,966.0
26635.0,110.0,14,796.0
26640.0,170.0,15,806.0
26645.0,-10.0,23,861.0
26650.0,-55.0,30,1002.0
26655.0,-141.0,30,1048.0
26660.0,-46.0,31,1021.0
26665.0,27.0,26,930.0
26670.0,91.0,21,1001.0
26675.0,-71.0,29,1127.0
26680.0,-126.0,30,1155.0
26685.0,-28.0,33,1200.0
26690.0,-45.0,32,1170.0
26695.0,30.0,30,1215.0
26700.0,-45.0,19,1239.0
26705.0,-24.0,19,1133.0
26710.0,106.0,20,1131.0
26715.0,2.0,27,1153.0
26720.0,-22.0,30,1193.0
26725.0,-40.0,29,1143.0
26730.0,50.0,29,1158.0
26735.0,-15.0,24,1235.0
26740.0,-77.0,26,1275.0
26745.0,-40.0,23,1242.0
26750.0,33.0,25,1331.0
26755.0,-89.0,27,1387.0
26760.0,-56.0,22,1363.0
26765.0,24.0,25,1335.0
26770.0,28.0,23,1315.0
26775.0,20.0,19,1163.0
26780.0,152.0,25,1239.0
26785.0,-76.0,41,1332.0
26790.0,-93.0,32,1482.0
26795.0,-150.0,29,1538.0
26800.0,-56.0,31,1667.0
26805.0,-129.0,38,1769.0
26810.0,-102.0,40,1827.0
26815.0,-58.0,30,1829.0
26820.0,-2.0,23,1803.0
26825.0,26.0,25,1855.0
26830.0,-52.0,27,1880.0
26835.0,-25.0,25,1921.0
26840.0,-41.0,28,1656.0
26845.0,265.0,32,1764.0
26850.0,-108.0,36,1584.0
26855.0,180.0,38,1663.0
26860.0,-79.0,44,1676.0
26865.0,-13.0,46,1841.0
26870.0,-165.0,53,2090.0
26875.0,-249.0,55,2305.0
26880.0,-215.0,49,2431.0
26885.0,-126.0,44,2420.0
26890.0,11.0,35,2545.0
26895.0,-125.0,29,2587.0
26900.0,-42.0,23,2328.0
26905.0,259.0,23,2306.0
26910.0,22.0,27,2406.0
26915.0,-100.0,29,2437.0
26920.0,-31.0,26,2223.0
26925.0,214.0,27,2216.0
26930.0,7.0,40,2387.0
26935.0,-171.0,41,2455.0
26940.0,-68.0,32,2386.0
26945.0,69.0,29,2224.0
26950.0,162.0,28,2046.0
26955.0,178.0,26,2010.0
26960.0,36.0,29,2125.0
26965.0,-115.0,45,2138.0
26970.0,-13.0,42,2326.0
26975.0,-188.0,44,2259.0
26980.0,67.0,51,2491.0
26985.0,-232.0,56,2612.0
26990.0,-121.0,52,2561.0
26995.0,51.0,47,2802.0
27000.0,-241.0,46,3034.0
27005.0,-232.0,42,3043.0
27010.0,-9.0,40,2887.0
27015.0,156.0,37,2895.0
27020.0,-8.0,47,3107.0
27025.0,-212.0,48,3164.0
27030.0,-57.0,35,3190.0
27035.0,-26.0,27,3039.0
27040.0,151.0,29,2882.0
27045.0,157.0,37,2918.0
27050.0,-36.0,43,3057.0
27055.0,-139.0,60,3316.0
27060.0,-259.0,53,3360.0
27065.0,-44.0,44,3227.0
27070.0,133.0,34,3279.0
27075.0,-52.0,30,3424.0
27080.0,-145.0,31,3527.0
27085.0,-103.0,42,3695.0
27090.0,-168.0,52,3930.0
27095.0,-235.0,50,3755.0
27100.0,175.0,49,3996.0
27105.0,-241.0,52,4023.0
27110.0,-27.0,50,3739.0
27115.0,284.0,39,3863.0
27120.0,-124.0,26,3584.0
27125.0,279.0,24,3495.0
27130.0,89.0,32,3236.0
27135.0,259.0,32,3015.0
27140.0,221.0,29,2561.0
27145.0,454.0,37,2401.0
27150.0,160.0,36,2202.0
27155.0,199.0,33,1910.0
27160.0,292.0,30,1865.0
27165.0,45.0,31,1846.0
27170.0,19.0,33,1711.0
27175.0,135.0,36,1751.0
27180.0,-40.0,45,1778.0
27185.0,-27.0,39,1832.0
27190.0,-54.0,30,1764.0
27195.0,68.0,24,1677.0
27200.0,87.0,34,1629.0
27205.0,48.0,47,1734.0
27210.0,-105.0,53,1846.0
27215.0,-112.0,54,1897.0
27220.0,-51.0,47,2029.0
27225.0,-132.0,32,2033.0
27230.0,-4.0,23,2043.0
27235.0,-10.0,30,2050.0
27240.0,-7.0,32,2019.0
27245.0,31.0,33,2102.0
27250.0,-83.0,35,2107.0
27255.0,-5.0,33,1994.0
27260.0,113.0,30,2088.0
27265.0,-94.0,35,2138.0
27270.0,-50.0,32,2188.0
27275.0,-50.0,34,2183.0
27280.0,5.0,39,2248.0
27285.0,-65.0,41,2388.0
27290.0,-140.0,43,2373.0
27295.0,15.0,35,2173.0
27300.0,200.0,32,1872.0
27305.0,301.0,37,1889.0
27310.0,-17.0,36,1972.0
27315.0,-83.0,41,2117.0
27320.0,-145.0,40,2254.0
27325.0,-137.0,44,2265.0
27330.0,-11.0,41,2444.0
27335.0,-179.0,41,2485.0
27340.0,-41.0,35,2275.0
27345.0,210.0,31,2109.0
27350.0,166.0,33,2006.0
27355.0,103.0,35,1982.0
27360.0,24.0,32,2024.0
27365.0,-42.0,31,2123.0
27370.0,-99.0,36,2194.0
27375.0,-71.0,38,2271.0
27380.0,-77.0,35,2185.0
27385.0,86.0,33,2227.0
27390.0,-42.0,25,2093.0
27395.0,134.0,21,2093.0
27400.0,0.0,26,2076.0
27405.0,17.0,28,2149.0
27410.0,-73.0,29,2151.0
27415.0,-2.0,43,2036.0
27420.0,115.0,37,1607.0
27425.0,429.0,27,1588.0
27430.0,19.0,18,1590.0
27435.0,-2.0,23,1658.0
27440.0,-68.0,32,1719.0
27445.0,-61.0,38,1708.0
27450.0,11.0,32,1640.0
27455.0,68.0,28,1357.0
27460.0,283.0,23,1315.0
27465.0,42.0,21,1312.0
27470.0,3.0,21,1225.0
27475.0,87.0,24,963.0
27480.0,262.0,22,950.0
27485.0,13.0,32,994.0
27490.0,-44.0,43,1069.0
27495.0,-75.0,37,1186.0
27500.0,-117.0,27,1227.0
27505.0,-41.0,29,1269.0
27510.0,-42.0,19,1263.0
27515.0,6.0,26,1293.0
27520.0,-30.0,29,1287.0
27525.0,6.0,28,1271.0
27530.0,16.0,23,1249.0
27535.0,22.0,29,1233.0
27540.0,16.0,37,1305.0
27545.0,-72.0,36,1334.0
27550.0,-29.0,29,1480.0
27555.0,-146.0,22,1525.0
27560.0,-45.0,26,1500.0
27565.0,25.0,31,1393.0
27570.0,107.0,30,1517.0
27575.0,-124.0,38,1687.0
27580.0,-170.0,45,1779.0
27585.0,-92.0,47,1732.0
27590.0,47.0,38,1750.0
27595.0,-18.0,37,1794.0
27600.0,-44.0,32,1715.0
27605.0,79.0,32,1800.0
27610.0,-85.0,36,1838.0
27615.0,-38.0,33,1843.0
27620.0,-5.0,40,1899.0
27625.0,-56.0,36,2077.0
27630.0,-178.0,31,2115.0
27635.0,-38.0,38,2131.0
27640.0,-16.0,33,2245.0
27645.0,-114.0,37,2264.0
27650.0,-19.0,43,2451.0
27655.0,-187.0,45,2501.0
27660.0,-50.0,42,2391.0
27665.0,110.0,43,2187.0
27670.0,204.0,37,2021.0
27675.0,166.0,29,1992.0
27680.0,29.0,22,2034.0
27685.0,-42.0,34,1980.0
27690.0,54.0,25,2042.0
27695.0,-62.0,30,2045.0
27700.0,-3.0,31,1927.0
27705.0,118.0,34,1771.0
27710.0,156.0,37,1731.0
27715.0,40.0,35,1692.0
27720.0,39.0,33,1473.0
27725.0,219.0,26,1442.0
27730.0,31.0,30,1495.0
27735.0,-53.0,33,1548.0
