reward,step_time,total_stopped,total_wait_time
10.0,25015.0,2,47.0
22.0,25020.0,5,38.0
9.0,25025.0,2,24.0
14.0,25030.0,6,27.0
-3.0,25035.0,8,48.0
-21.0,25040.0,7,54.0
-6.0,25045.0,4,57.0
-3.0,25050.0,2,46.0
11.0,25055.0,8,58.0
-12.0,25060.0,15,116.0
-58.0,25065.0,13,158.0
-42.0,25070.0,7,141.0
17.0,25075.0,3,103.0
38.0,25080.0,2,72.0
31.0,25085.0,0,40.0
32.0,25090.0,5,57.0
-17.0,25095.0,6,60.0
-3.0,25100.0,3,40.0
20.0,25105.0,6,31.0
9.0,25110.0,4,43.0
-12.0,25115.0,1,33.0
10.0,25120.0,5,22.0
11.0,25125.0,5,38.0
-16.0,25130.0,0,28.0
10.0,25135.0,0,6.0
22.0,25140.0,1,4.0
2.0,25145.0,5,23.0
-19.0,25150.0,6,38.0
-15.0,25155.0,2,24.0
14.0,25160.0,3,22.0
2.0,25165.0,2,19.0
3.0,25170.0,6,32.0
-13.0,25175.0,7,51.0
-19.0,25180.0,1,35.0
16.0,25185.0,1,13.0
22.0,25190.0,1,12.0
1.0,25195.0,1,4.0
8.0,25200.0,6,17.0
-13.0,25205.0,11,61.0
-44.0,25210.0,6,84.0
-23.0,25215.0,0,42.0
42.0,25220.0,2,8.0
34.0,25225.0,3,17.0
-9.0,25230.0,0,7.0
10.0,25235.0,6,20.0
-13.0,25240.0,8,56.0
-36.0,25245.0,3,63.0
-7.0,25250.0,1,21.0
42.0,25255.0,3,28.0
-7.0,25260.0,9,62.0
-34.0,25265.0,5,63.0
-1.0,25270.0,1,37.0
26.0,25275.0,4,25.0
12.0,25280.0,2,20.0
5.0,25285.0,9,36.0
-16.0,25290.0,7,62.0
-26.0,25295.0,0,44.0
18.0,25300.0,3,22.0
22.0,25305.0,2,18.0
4.0,25310.0,7,33.0
-15.0,25315.0,6,49.0
-16.0,25320.0,1,33.0
16.0,25325.0,1,10.0
23.0,25330.0,1,13.0
-3.0,25335.0,2,6.0
7.0,25340.0,5,21.0
-15.0,25345.0,4,34.0
-13.0,25350.0,2,25.0
9.0,25355.0,2,21.0
4.0,25360.0,1,8.0
13.0,25365.0,6,21.0
-13.0,25370.0,4,39.0
-18.0,25375.0,1,18.0
21.0,25380.0,3,11.0
7.0,25385.0,4,31.0
-20.0,25390.0,1,21.0
10.0,25395.0,5,20.0
1.0,25400.0,4,33.0
-13.0,25405.0,1,16.0
17.0,25410.0,4,24.0
-8.0,25415.0,5,49.0
-25.0,25420.0,0,32.0
17.0,25425.0,3,10.0
22.0,25430.0,5,31.0
-21.0,25435.0,8,64.0
-33.0,25440.0,13,120.0
-56.0,25445.0,16,194.0
-74.0,25450.0,12,213.0
-19.0,25455.0,7,170.0
43.0,25460.0,4,100.0
70.0,25465.0,3,49.0
51.0,25470.0,1,36.0
13.0,25475.0,7,53.0
-17.0,25480.0,7,68.0
-15.0,25485.0,1,42.0
26.0,25490.0,2,14.0
28.0,25495.0,0,7.0
7.0,25500.0,6,27.0
-20.0,25505.0,2,32.0
-5.0,25510.0,1,10.0
22.0,25515.0,4,18.0
-8.0,25520.0,10,55.0
-37.0,25525.0,13,113.0
-58.0,25530.0,10,142.0
-29.0,25535.0,3,116.0
26.0,25540.0,2,106.0
10.0,25545.0,7,128.0
-22.0,25550.0,7,127.0
1.0,25555.0,4,84.0
43.0,25560.0,2,39.0
45.0,25565.0,2,34.0
5.0,25570.0,2,29.0
5.0,25575.0,2,12.0
17.0,25580.0,8,40.0
-28.0,25585.0,9,66.0
-26.0,25590.0,6,69.0
-3.0,25595.0,2,50.0
19.0,25600.0,5,50.0
0.0,25605.0,2,34.0
16.0,25610.0,6,33.0
1.0,25615.0,7,51.0
-18.0,25620.0,4,46.0
5.0,25625.0,4,51.0
-5.0,25630.0,9,76.0
-25.0,25635.0,16,138.0
-62.0,25640.0,18,186.0
-48.0,25645.0,13,194.0
-8.0,25650.0,8,163.0
31.0,25655.0,4,168.0
-5.0,25660.0,8,194.0
-26.0,25665.0,7,199.0
-5.0,25670.0,7,168.0
31.0,25675.0,7,113.0
55.0,25680.0,2,111.0
2.0,25685.0,8,115.0
-4.0,25690.0,9,119.0
-4.0,25695.0,5,87.0
32.0,25700.0,1,43.0
44.0,25705.0,2,28.0
15.0,25710.0,1,11.0
17.0,25715.0,7,35.0
-24.0,25720.0,12,90.0
-55.0,25725.0,13,154.0
-64.0,25730.0,13,219.0
-65.0,25735.0,11,232.0
-13.0,25740.0,3,149.0
83.0,25745.0,1,54.0
95.0,25750.0,1,18.0
36.0,25755.0,1,22.0
-4.0,25760.0,2,3.0
19.0,25765.0,6,24.0
-21.0,25770.0,5,45.0
-21.0,25775.0,2,30.0
15.0,25780.0,2,16.0
14.0,25785.0,2,4.0
12.0,25790.0,7,26.0
-22.0,25795.0,4,45.0
-19.0,25800.0,1,24.0
21.0,25805.0,3,30.0
-6.0,25810.0,8,61.0
-31.0,25815.0,6,74.0
-13.0,25820.0,0,38.0
36.0,25825.0,0,3.0
35.0,25830.0,2,6.0
-3.0,25835.0,7,30.0
-24.0,25840.0,11,78.0
-48.0,25845.0,13,143.0
-65.0,25850.0,9,166.0
-23.0,25855.0,3,120.0
46.0,25860.0,2,45.0
75.0,25865.0,5,33.0
12.0,25870.0,2,21.0
12.0,25875.0,6,23.0
-2.0,25880.0,9,65.0
-42.0,25885.0,13,122.0
-57.0,25890.0,14,191.0
-69.0,25895.0,10,210.0
-19.0,25900.0,3,153.0
57.0,25905.0,2,142.0
11.0,25910.0,7,167.0
-25.0,25915.0,6,157.0
10.0,25920.0,2,93.0
64.0,25925.0,2,57.0
36.0,25930.0,7,79.0
-22.0,25935.0,7,79.0
0.0,25940.0,3,55.0
24.0,25945.0,3,31.0
24.0,25950.0,4,35.0
-4.0,25955.0,1,16.0
19.0,25960.0,8,26.0
-10.0,25965.0,7,52.0
-26.0,25970.0,4,46.0
6.0,25975.0,3,32.0
14.0,25980.0,2,22.0
10.0,25985.0,8,41.0
-19.0,25990.0,9,67.0
-26.0,25995.0,5,70.0
-3.0,26000.0,3,57.0
13.0,26005.0,2,53.0
4.0,26010.0,9,74.0
-21.0,26015.0,10,98.0
-24.0,26020.0,6,90.0
8.0,26025.0,2,52.0
38.0,26030.0,2,41.0
11.0,26035.0,1,9.0
32.0,26040.0,7,28.0
-19.0,26045.0,9,50.0
-22.0,26050.0,6,58.0
-8.0,26055.0,3,60.0
-2.0,26060.0,2,44.0
16.0,26065.0,8,65.0
-21.0,26070.0,10,88.0
-23.0,26075.0,6,78.0
10.0,26080.0,5,67.0
11.0,26085.0,0,62.0
5.0,26090.0,8,76.0
-14.0,26095.0,6,89.0
-13.0,26100.0,5,69.0
20.0,26105.0,2,41.0
28.0,26110.0,2,34.0
7.0,26115.0,1,11.0
23.0,26120.0,6,29.0
-18.0,26125.0,7,45.0
-16.0,26130.0,4,43.0
2.0,26135.0,4,40.0
3.0,26140.0,4,54.0
-14.0,26145.0,1,30.0
24.0,26150.0,7,24.0
6.0,26155.0,6,46.0
-22.0,26160.0,1,40.0
6.0,26165.0,2,19.0
21.0,26170.0,2,12.0
7.0,26175.0,7,36.0
-24.0,26180.0,9,56.0
-20.0,26185.0,6,59.0
-3.0,26190.0,4,73.0
-14.0,26195.0,11,99.0
-26.0,26200.0,16,170.0
-71.0,26205.0,16,215.0
-45.0,26210.0,13,213.0
2.0,26215.0,7,169.0
44.0,26220.0,3,125.0
44.0,26225.0,1,106.0
19.0,26230.0,7,124.0
-18.0,26235.0,6,130.0
-6.0,26240.0,4,92.0
38.0,26245.0,4,94.0
-2.0,26250.0,8,124.0
-30.0,26255.0,9,130.0
-6.0,26260.0,7,97.0
33.0,26265.0,6,122.0
-25.0,26270.0,8,155.0
-33.0,26275.0,8,162.0
-7.0,26280.0,6,135.0
27.0,26285.0,2,84.0
51.0,26290.0,3,60.0
24.0,26295.0,2,45.0
15.0,26300.0,5,52.0
-7.0,26305.0,8,63.0
-11.0,26310.0,2,50.0
13.0,26315.0,2,31.0
19.0,26320.0,3,33.0
-2.0,26325.0,1,14.0
19.0,26330.0,6,24.0
-10.0,26335.0,6,43.0
-19.0,26340.0,2,31.0
12.0,26345.0,2,19.0
12.0,26350.0,2,6.0
13.0,26355.0,8,30.0
-24.0,26360.0,5,47.0
-17.0,26365.0,1,29.0
18.0,26370.0,2,11.0
18.0,26375.0,1,2.0
9.0,26380.0,7,25.0
-23.0,26385.0,14,82.0
-57.0,26390.0,9,115.0
-33.0,26395.0,3,76.0
39.0,26400.0,1,42.0
34.0,26405.0,3,25.0
17.0,26410.0,2,12.0
13.0,26415.0,6,27.0
-15.0,26420.0,7,47.0
-20.0,26425.0,4,44.0
3.0,26430.0,1,27.0
17.0,26435.0,4,33.0
-6.0,26440.0,3,25.0
8.0,26445.0,8,41.0
-16.0,26450.0,6,63.0
-22.0,26455.0,4,52.0
11.0,26460.0,4,39.0
13.0,26465.0,2,39.0
0.0,26470.0,6,44.0
-5.0,26475.0,7,58.0
-14.0,26480.0,4,47.0
11.0,26485.0,2,44.0
3.0,26490.0,7,69.0
-25.0,26495.0,8,86.0
-17.0,26500.0,4,72.0
14.0,26505.0,1,47.0
25.0,26510.0,1,26.0
21.0,26515.0,2,18.0
8.0,26520.0,8,44.0
-26.0,26525.0,8,68.0
-24.0,26530.0,5,66.0
2.0,26535.0,1,40.0
26.0,26540.0,3,31.0
9.0,26545.0,2,14.0
17.0,26550.0,7,35.0
-21.0,26555.0,5,47.0
-12.0,26560.0,0,27.0
20.0,26565.0,2,12.0
15.0,26570.0,2,17.0
-5.0,26575.0,2,3.0
14.0,26580.0,6,24.0
-21.0,26585.0,5,39.0
-15.0,26590.0,1,26.0
13.0,26595.0,2,22.0
4.0,26600.0,8,48.0
-26.0,26605.0,6,64.0
-16.0,26610.0,0,36.0
28.0,26615.0,1,10.0
26.0,26620.0,3,7.0
3.0,26625.0,6,29.0
-22.0,26630.0,4,40.0
-11.0,26635.0,1,15.0
25.0,26640.0,3,16.0
-1.0,26645.0,8,43.0
-27.0,26650.0,6,60.0
-17.0,26655.0,1,40.0
20.0,26660.0,1,25.0
15.0,26665.0,7,49.0
-24.0,26670.0,6,62.0
-13.0,26675.0,1,34.0
28.0,26680.0,3,39.0
-5.0,26685.0,8,68.0
-29.0,26690.0,8,83.0
-15.0,26695.0,5,58.0
25.0,26700.0,1,37.0
21.0,26705.0,2,35.0
2.0,26710.0,8,61.0
-26.0,26715.0,8,82.0
-21.0,26720.0,2,62.0
20.0,26725.0,2,31.0
31.0,26730.0,5,34.0
-3.0,26735.0,1,26.0
8.0,26740.0,6,22.0
4.0,26745.0,12,72.0
-50.0,26750.0,10,110.0
-38.0,26755.0,2,89.0
21.0,26760.0,1,36.0
53.0,26765.0,2,16.0
20.0,26770.0,2,5.0
11.0,26775.0,6,25.0
-20.0,26780.0,5,42.0
-17.0,26785.0,2,28.0
14.0,26790.0,3,20.0
8.0,26795.0,2,13.0
7.0,26800.0,7,26.0
-13.0,26805.0,4,43.0
-17.0,26810.0,2,21.0
22.0,26815.0,2,17.0
4.0,26820.0,4,33.0
-16.0,26825.0,1,15.0
18.0,26830.0,6,20.0
-5.0,26835.0,6,45.0
-25.0,26840.0,3,45.0
0.0,26845.0,3,41.0
4.0,26850.0,8,62.0
-21.0,26855.0,9,83.0
-21.0,26860.0,7,67.0
16.0,26865.0,3,61.0
6.0,26870.0,2,50.0
11.0,26875.0,1,25.0
25.0,26880.0,7,45.0
-20.0,26885.0,7,61.0
-16.0,26890.0,3,42.0
19.0,26895.0,3,21.0
21.0,26900.0,2,20.0
1.0,26905.0,7,33.0
-13.0,26910.0,8,57.0
-24.0,26915.0,1,49.0
8.0,26920.0,1,27.0
22.0,26925.0,2,13.0
14.0,26930.0,7,36.0
-23.0,26935.0,13,86.0
-50.0,26940.0,9,110.0
-24.0,26945.0,4,90.0
20.0,26950.0,3,49.0
41.0,26955.0,3,41.0
8.0,26960.0,2,19.0
22.0,26965.0,8,38.0
-19.0,26970.0,3,49.0
-11.0,26975.0,0,19.0
30.0,26980.0,0,0.0
19.0,26985.0,0,0.0
0.0,26990.0,1,1.0
-1.0,26995.0,4,13.0
-12.0,27000.0,6,38.0
-25.0,27005.0,3,42.0
-4.0,27010.0,1,12.0
30.0,27015.0,1,6.0
6.0,27020.0,2,16.0
-10.0,27025.0,2,9.0
7.0,27030.0,6,22.0
-13.0,27035.0,7,41.0
-19.0,27040.0,3,38.0
3.0,27045.0,5,37.0
1.0,27050.0,6,61.0
-24.0,27055.0,3,51.0
10.0,27060.0,6,25.0
26.0,27065.0,12,72.0
-47.0,27070.0,11,112.0
-40.0,27075.0,8,112.0
0.0,27080.0,3,81.0
31.0,27085.0,2,74.0
7.0,27090.0,8,95.0
-21.0,27095.0,8,106.0
-11.0,27100.0,4,77.0
29.0,27105.0,0,28.0
49.0,27110.0,2,20.0
8.0,27115.0,1,12.0
8.0,27120.0,6,29.0
-17.0,27125.0,6,46.0
-17.0,27130.0,0,34.0
12.0,27135.0,1,11.0
23.0,27140.0,1,10.0
1.0,27145.0,7,31.0
-21.0,27150.0,4,43.0
-12.0,27155.0,3,31.0
12.0,27160.0,2,30.0
1.0,27165.0,7,46.0
-16.0,27170.0,6,52.0
-6.0,27175.0,1,26.0
26.0,27180.0,2,17.0
9.0,27185.0,4,28.0
-11.0,27190.0,1,13.0
15.0,27195.0,7,22.0
-9.0,27200.0,12,71.0
-49.0,27205.0,15,143.0
-72.0,27210.0,16,223.0
-80.0,27215.0,17,306.0
-83.0,27220.0,14,330.0
-24.0,27225.0,7,272.0
58.0,27230.0,2,146.0
126.0,27235.0,1,64.0
82.0,27240.0,1,39.0
25.0,27245.0,6,59.0
-20.0,27250.0,5,62.0
-3.0,27255.0,2,23.0
39.0,27260.0,3,17.0
6.0,27265.0,1,8.0
9.0,27270.0,8,31.0
-23.0,27275.0,11,81.0
-50.0,27280.0,9,108.0
-27.0,27285.0,4,88.0
20.0,27290.0,3,45.0
43.0,27295.0,5,48.0
-3.0,27300.0,1,26.0
22.0,27305.0,8,32.0
-6.0,27310.0,3,44.0
-12.0,27315.0,0,18.0
26.0,27320.0,3,11.0
7.0,27325.0,3,13.0
-2.0,27330.0,5,25.0
-12.0,27335.0,7,56.0
-31.0,27340.0,9,99.0
-43.0,27345.0,12,157.0
-58.0,27350.0,14,223.0
-66.0,27355.0,18,303.0
-80.0,27360.0,22,404.0
-101.0,27365.0,25,524.0
-120.0,27370.0,23,562.0
-38.0,27375.0,20,504.0
58.0,27380.0,11,566.0
-62.0,27385.0,12,626.0
-60.0,27390.0,9,587.0
39.0,27395.0,4,427.0
160.0,27400.0,1,299.0
128.0,27405.0,2,309.0
-10.0,27410.0,7,334.0
-25.0,27415.0,7,308.0
26.0,27420.0,4,219.0
89.0,27425.0,1,178.0
41.0,27430.0,7,197.0
-19.0,27435.0,8,183.0
14.0,27440.0,8,124.0
59.0,27445.0,6,73.0
51.0,27450.0,4,67.0
6.0,27455.0,1,43.0
24.0,27460.0,7,40.0
3.0,27465.0,6,58.0
-18.0,27470.0,3,46.0
12.0,27475.0,2,25.0
21.0,27480.0,3,28.0
-3.0,27485.0,2,12.0
16.0,27490.0,7,25.0
-13.0,27495.0,6,48.0
-23.0,27500.0,1,36.0
12.0,27505.0,0,12.0
24.0,27510.0,1,14.0
-2.0,27515.0,8,40.0
-26.0,27520.0,7,64.0
-24.0,27525.0,2,49.0
15.0,27530.0,2,25.0
24.0,27535.0,2,11.0
14.0,27540.0,6,33.0
-22.0,27545.0,5,44.0
-11.0,27550.0,1,29.0
15.0,27555.0,1,12.0
17.0,27560.0,2,6.0
6.0,27565.0,8,37.0
-31.0,27570.0,5,59.0
-22.0,27575.0,1,38.0
21.0,27580.0,1,10.0
28.0,27585.0,2,3.0
7.0,27590.0,7,29.0
-26.0,27595.0,7,56.0
-27.0,27600.0,1,39.0
17.0,27605.0,1,14.0
25.0,27610.0,1,9.0
5.0,27615.0,6,32.0
-23.0,27620.0,3,41.0
-9.0,27625.0,2,25.0
16.0,27630.0,2,17.0
8.0,27635.0,6,42.0
-25.0,27640.0,4,44.0
-2.0,27645.0,1,20.0
24.0,27650.0,2,15.0
5.0,27655.0,3,6.0
9.0,27660.0,3,21.0
-15.0,27665.0,4,41.0
-20.0,27670.0,8,78.0
-37.0,27675.0,10,128.0
-50.0,27680.0,12,183.0
-55.0,27685.0,13,248.0
-65.0,27690.0,7,232.0
16.0,27695.0,2,145.0
87.0,27700.0,3,37.0
108.0,27705.0,3,36.0
1.0,27710.0,7,60.0
-24.0,27715.0,8,67.0
-7.0,27720.0,6,56.0
11.0,27725.0,3,50.0
6.0,27730.0,3,52.0
-2.0,27735.0,1,27.0
25.0,27740.0,6,31.0
-4.0,27745.0,13,81.0
-50.0,27750.0,9,111.0
-30.0,27755.0,4,95.0
16.0,27760.0,2,61.0
34.0,27765.0,4,44.0
17.0,27770.0,3,31.0
13.0,27775.0,7,40.0
-9.0,27780.0,5,52.0
-12.0,27785.0,1,23.0
29.0,27790.0,2,13.0
10.0,27795.0,2,7.0
6.0,27800.0,7,30.0
-23.0,27805.0,6,50.0
-20.0,27810.0,1,35.0
15.0,27815.0,1,14.0
21.0,27820.0,4,26.0
-12.0,27825.0,3,16.0
10.0,27830.0,7,30.0
-14.0,27835.0,3,41.0
-11.0,27840.0,2,16.0
25.0,27845.0,3,15.0
1.0,27850.0,2,12.0
3.0,27855.0,5,22.0
-10.0,27860.0,3,34.0
-12.0,27865.0,1,14.0
20.0,27870.0,1,9.0
5.0,27875.0,2,3.0
6.0,27880.0,6,28.0
-25.0,27885.0,6,50.0
-22.0,27890.0,0,31.0
19.0,27895.0,0,3.0
28.0,27900.0,1,4.0
-1.0,27905.0,0,0.0
4.0,27910.0,5,16.0
-16.0,27915.0,6,36.0
-20.0,27920.0,1,27.0
9.0,27925.0,3,31.0
-4.0,27930.0,9,61.0
-30.0,27935.0,14,120.0
-59.0,27940.0,14,161.0
-41.0,27945.0,6,145.0
16.0,27950.0,5,102.0
43.0,27955.0,5,88.0
14.0,27960.0,2,70.0
18.0,27965.0,6,58.0
12.0,27970.0,8,65.0
-7.0,27975.0,8,69.0
-4.0,27980.0,7,79.0
-10.0,27985.0,1,72.0
7.0,27990.0,8,59.0
13.0,27995.0,8,79.0
-20.0,28000.0,8,85.0
-6.0,28005.0,4,72.0
13.0,28010.0,1,59.0
13.0,28015.0,7,69.0
-10.0,28020.0,7,84.0
-15.0,28025.0,6,71.0
13.0,28030.0,2,58.0
13.0,28035.0,2,43.0
15.0,28040.0,8,71.0
-28.0,28045.0,14,128.0
-57.0,28050.0,15,169.0
-41.0,28055.0,12,169.0
0.0,28060.0,9,148.0
21.0,28065.0,2,146.0
2.0,28070.0,8,170.0
-24.0,28075.0,7,175.0
-5.0,28080.0,2,135.0
40.0,28085.0,2,74.0
61.0,28090.0,3,83.0
-9.0,28095.0,8,113.0
-30.0,28100.0,8,124.0
-11.0,28105.0,8,103.0
21.0,28110.0,4,119.0
-16.0,28115.0,9,143.0
-24.0,28120.0,10,148.0
-5.0,28125.0,5,119.0
29.0,28130.0,7,84.0
35.0,28135.0,3,65.0
19.0,28140.0,2,62.0
3.0,28145.0,0,31.0
31.0,28150.0,5,46.0
-15.0,28155.0,6,57.0
-11.0,28160.0,3,35.0
22.0,28165.0,2,24.0
11.0,28170.0,2,26.0
-2.0,28175.0,3,38.0
-12.0,28180.0,1,10.0
28.0,28185.0,4,18.0
-8.0,28190.0,4,29.0
-11.0,28195.0,0,12.0
17.0,28200.0,2,10.0
2.0,28205.0,2,4.0
6.0,28210.0,5,25.0
-21.0,28215.0,7,57.0
-32.0,28220.0,9,101.0
-44.0,28225.0,5,105.0
-4.0,28230.0,0,48.0
57.0,28235.0,1,6.0
42.0,28240.0,1,10.0
-4.0,28245.0,1,2.0
8.0,28250.0,6,22.0
-20.0,28255.0,2,34.0
-12.0,28260.0,2,17.0
17.0,28265.0,2,18.0
-1.0,28270.0,2,7.0
11.0,28275.0,5,23.0
-16.0,28280.0,2,30.0
-7.0,28285.0,1,8.0
22.0,28290.0,3,9.0
-1.0,28295.0,2,13.0
-4.0,28300.0,8,32.0
-19.0,28305.0,6,56.0
-24.0,28310.0,3,39.0
17.0,28315.0,2,28.0
11.0,28320.0,6,48.0
-20.0,28325.0,6,59.0
-11.0,28330.0,2,42.0
17.0,28335.0,1,20.0
22.0,28340.0,3,21.0
-1.0,28345.0,1,9.0
12.0,28350.0,7,26.0
-17.0,28355.0,10,72.0
-46.0,28360.0,5,87.0
-15.0,28365.0,0,45.0
42.0,28370.0,1,1.0
44.0,28375.0,2,4.0
-3.0,28380.0,9,33.0
-29.0,28385.0,14,88.0
-55.0,28390.0,13,133.0
-45.0,28395.0,6,130.0
3.0,28400.0,2,133.0
-3.0,28405.0,8,162.0
-29.0,28410.0,9,172.0
-10.0,28415.0,5,139.0
33.0,28420.0,6,90.0
49.0,28425.0,2,87.0
3.0,28430.0,7,91.0
-4.0,28435.0,9,97.0
-6.0,28440.0,5,68.0
29.0,28445.0,3,55.0
13.0,28450.0,3,46.0
9.0,28455.0,1,33.0
13.0,28460.0,8,52.0
-19.0,28465.0,8,73.0
-21.0,28470.0,6,61.0
12.0,28475.0,3,75.0
-14.0,28480.0,9,106.0
-31.0,28485.0,10,125.0
-19.0,28490.0,8,115.0
10.0,28495.0,7,88.0
27.0,28500.0,2,77.0
11.0,28505.0,7,90.0
-13.0,28510.0,9,97.0
-7.0,28515.0,5,81.0
16.0,28520.0,3,60.0
21.0,28525.0,3,55.0
5.0,28530.0,1,31.0
24.0,28535.0,6,40.0
-9.0,28540.0,8,63.0
-23.0,28545.0,4,56.0
7.0,28550.0,3,45.0
11.0,28555.0,1,35.0
10.0,28560.0,7,52.0
-17.0,28565.0,8,76.0
-24.0,28570.0,6,77.0
-1.0,28575.0,2,72.0
5.0,28580.0,6,84.0
-12.0,28585.0,7,97.0
-13.0,28590.0,4,80.0
17.0,28595.0,2,50.0
30.0,28600.0,4,42.0
8.0,28605.0,2,29.0
13.0,28610.0,8,44.0
-15.0,28615.0,15,101.0
-57.0,28620.0,17,183.0
-82.0,28625.0,14,222.0
-39.0,28630.0,7,197.0
25.0,28635.0,3,141.0
56.0,28640.0,2,79.0
62.0,28645.0,1,65.0
14.0,28650.0,8,87.0
-22.0,28655.0,13,141.0
-54.0,28660.0,14,166.0
-25.0,28665.0,8,134.0
32.0,28670.0,4,104.0
30.0,28675.0,3,98.0
6.0,28680.0,8,119.0
-21.0,28685.0,9,134.0
-15.0,28690.0,9,114.0
20.0,28695.0,3,121.0
-7.0,28700.0,8,137.0
-16.0,28705.0,7,136.0
1.0,28710.0,7,109.0
27.0,28715.0,5,136.0
-27.0,28720.0,8,167.0
-31.0,28725.0,8,173.0
-6.0,28730.0,8,148.0
25.0,28735.0,8,112.0
36.0,28740.0,5,110.0
2.0,28745.0,2,84.0
26.0,28750.0,6,74.0
10.0,28755.0,9,90.0
-16.0,28760.0,7,88.0
2.0,28765.0,3,97.0
-9.0,28770.0,8,100.0
-3.0,28775.0,9,117.0
-17.0,28780.0,7,97.0
20.0,28785.0,5,73.0
24.0,28790.0,2,70.0
3.0,28795.0,4,63.0
7.0,28800.0,2,26.0
37.0,28805.0,6,35.0
-9.0,28810.0,7,53.0
-18.0,28815.0,3,44.0
9.0,28820.0,0,21.0
23.0,28825.0,0,7.0
14.0,28830.0,1,5.0
2.0,28835.0,2,3.0
2.0,28840.0,9,32.0
-29.0,28845.0,8,61.0
-29.0,28850.0,2,53.0
8.0,28855.0,4,34.0
19.0,28860.0,2,34.0
0.0,28865.0,8,44.0
-10.0,28870.0,5,54.0
-10.0,28875.0,2,34.0
20.0,28880.0,3,23.0
11.0,28885.0,3,17.0
6.0,28890.0,8,35.0
-18.0,28895.0,12,89.0
-54.0,28900.0,10,120.0
-31.0,28905.0,3,101.0
19.0,28910.0,2,51.0
50.0,28915.0,4,27.0
24.0,28920.0,0,21.0
6.0,28925.0,5,22.0
-1.0,28930.0,6,40.0
-18.0,28935.0,3,36.0
4.0,28940.0,5,41.0
-5.0,28945.0,5,60.0
-19.0,28950.0,1,41.0
19.0,28955.0,7,28.0
13.0,28960.0,6,54.0
-26.0,28965.0,2,36.0
18.0,28970.0,3,32.0
4.0,28975.0,7,53.0
-21.0,28980.0,5,63.0
-10.0,28985.0,2,41.0
22.0,28990.0,4,44.0
-3.0,28995.0,9,77.0
-33.0,29000.0,9,96.0
-19.0,29005.0,3,72.0
24.0,29010.0,2,36.0
36.0,29015.0,3,29.0
7.0,29020.0,0,11.0
18.0,29025.0,6,22.0
-11.0,29030.0,5,41.0
-19.0,29035.0,1,23.0
18.0,29040.0,2,9.0
14.0,29045.0,2,17.0
-8.0,29050.0,1,4.0
13.0,29055.0,6,21.0
-17.0,29060.0,5,38.0
-17.0,29065.0,1,31.0
7.0,29070.0,2,20.0
11.0,29075.0,3,29.0
-9.0,29080.0,2,13.0
16.0,29085.0,6,25.0
-12.0,29090.0,5,36.0
-11.0,29095.0,1,20.0
16.0,29100.0,4,17.0
3.0,29105.0,10,53.0
-36.0,29110.0,15,113.0
-60.0,29115.0,17,194.0
-81.0,29120.0,12,229.0
-35.0,29125.0,5,175.0
54.0,29130.0,1,100.0
75.0,29135.0,3,29.0
71.0,29140.0,1,28.0
1.0,29145.0,8,51.0
-23.0,29150.0,6,68.0
-17.0,29155.0,4,58.0
10.0,29160.0,4,43.0
15.0,29165.0,3,44.0
-1.0,29170.0,8,50.0
-6.0,29175.0,13,104.0
-54.0,29180.0,14,143.0
-39.0,29185.0,10,140.0
3.0,29190.0,2,129.0
11.0,29195.0,7,143.0
-14.0,29200.0,7,144.0
-1.0,29205.0,3,104.0
40.0,29210.0,1,37.0
67.0,29215.0,3,35.0
2.0,29220.0,7,62.0
-27.0,29225.0,6,69.0
-7.0,29230.0,3,41.0
28.0,29235.0,4,23.0
18.0,29240.0,3,20.0
3.0,29245.0,9,44.0
-24.0,29250.0,9,71.0
-27.0,29255.0,2,62.0
9.0,29260.0,1,43.0
19.0,29265.0,7,66.0
-23.0,29270.0,7,77.0
-11.0,29275.0,1,45.0
32.0,29280.0,2,41.0
4.0,29285.0,8,68.0
-27.0,29290.0,7,81.0
-13.0,29295.0,6,70.0
11.0,29300.0,3,50.0
20.0,29305.0,2,43.0
7.0,29310.0,7,60.0
-17.0,29315.0,8,77.0
-17.0,29320.0,7,58.0
19.0,29325.0,5,57.0
1.0,29330.0,6,65.0
-8.0,29335.0,2,53.0
12.0,29340.0,7,41.0
12.0,29345.0,8,62.0
-21.0,29350.0,3,47.0
15.0,29355.0,3,29.0
18.0,29360.0,4,41.0
-12.0,29365.0,2,20.0
21.0,29370.0,7,24.0
-4.0,29375.0,6,42.0
-18.0,29380.0,2,34.0
8.0,29385.0,1,17.0
17.0,29390.0,2,10.0
7.0,29395.0,8,39.0
-29.0,29400.0,7,60.0
-21.0,29405.0,0,28.0
32.0,29410.0,3,33.0
-5.0,29415.0,9,64.0
-31.0,29420.0,6,80.0
-16.0,29425.0,0,47.0
33.0,29430.0,0,6.0
41.0,29435.0,1,3.0
3.0,29440.0,1,4.0
-1.0,29445.0,7,23.0
-19.0,29450.0,3,35.0
-12.0,29455.0,3,23.0
12.0,29460.0,4,27.0
-4.0,29465.0,10,55.0
-28.0,29470.0,16,125.0
-70.0,29475.0,20,216.0
-91.0,29480.0,22,323.0
-107.0,29485.0,17,368.0
-45.0,29490.0,10,333.0
35.0,29495.0,6,236.0
97.0,29500.0,1,241.0
-5.0,29505.0,7,264.0
-23.0,29510.0,8,248.0
16.0,29515.0,4,143.0
105.0,29520.0,0,61.0
