reward,step_time,total_stopped,total_wait_time
-74.0,55655.0,18,348.0
-85.0,55660.0,21,447.0
-99.0,55665.0,22,554.0
-107.0,55670.0,25,669.0
-115.0,55675.0,23,684.0
-15.0,55680.0,15,581.0
103.0,55685.0,11,553.0
28.0,55690.0,11,600.0
-47.0,55695.0,7,547.0
53.0,55700.0,2,368.0
179.0,55705.0,2,217.0
151.0,55710.0,1,104.0
113.0,55715.0,1,97.0
7.0,55720.0,7,120.0
-23.0,55725.0,7,118.0
2.0,55730.0,5,75.0
43.0,55735.0,2,73.0
2.0,55740.0,7,95.0
-22.0,55745.0,8,102.0
-7.0,55750.0,6,81.0
21.0,55755.0,4,84.0
-3.0,55760.0,9,112.0
-28.0,55765.0,7,123.0
-11.0,55770.0,5,94.0
29.0,55775.0,6,107.0
-13.0,55780.0,10,152.0
-45.0,55785.0,11,167.0
-15.0,55790.0,6,129.0
38.0,55795.0,4,102.0
27.0,55800.0,2,98.0
4.0,55805.0,8,125.0
-27.0,55810.0,9,134.0
-9.0,55815.0,6,109.0
25.0,55820.0,6,90.0
19.0,55825.0,2,85.0
5.0,55830.0,6,91.0
-6.0,55835.0,8,102.0
-11.0,55840.0,7,87.0
15.0,55845.0,4,65.0
22.0,55850.0,4,56.0
9.0,55855.0,1,38.0
18.0,55860.0,7,47.0
-9.0,55865.0,7,65.0
-18.0,55870.0,3,58.0
7.0,55875.0,2,53.0
5.0,55880.0,7,71.0
-18.0,55885.0,7,84.0
-13.0,55890.0,7,84.0
0.0,55895.0,2,84.0
0.0,55900.0,9,101.0
-17.0,55905.0,12,124.0
-23.0,55910.0,9,109.0
15.0,55915.0,6,128.0
-19.0,55920.0,8,163.0
-35.0,55925.0,7,168.0
-5.0,55930.0,6,121.0
47.0,55935.0,6,98.0
23.0,55940.0,1,97.0
1.0,55945.0,7,117.0
-20.0,55950.0,10,130.0
-13.0,55955.0,8,108.0
22.0,55960.0,3,114.0
-6.0,55965.0,6,129.0
-15.0,55970.0,7,132.0
-3.0,55975.0,5,95.0
37.0,55980.0,4,115.0
-20.0,55985.0,9,150.0
-35.0,55990.0,10,164.0
-14.0,55995.0,8,139.0
25.0,56000.0,6,99.0
40.0,56005.0,4,82.0
17.0,56010.0,2,71.0
11.0,56015.0,7,87.0
-16.0,56020.0,7,98.0
-11.0,56025.0,5,81.0
17.0,56030.0,4,53.0
28.0,56035.0,2,46.0
7.0,56040.0,7,63.0
-17.0,56045.0,7,79.0
-16.0,56050.0,5,67.0
12.0,56055.0,3,50.0
17.0,56060.0,5,54.0
-4.0,56065.0,1,37.0
17.0,56070.0,8,34.0
3.0,56075.0,6,54.0
-20.0,56080.0,4,52.0
2.0,56085.0,1,27.0
25.0,56090.0,1,20.0
7.0,56095.0,1,13.0
7.0,56100.0,4,10.0
3.0,56105.0,8,35.0
-25.0,56110.0,8,64.0
-29.0,56115.0,5,61.0
3.0,56120.0,1,39.0
22.0,56125.0,1,25.0
14.0,56130.0,1,12.0
13.0,56135.0,7,33.0
-21.0,56140.0,9,58.0
-25.0,56145.0,4,59.0
-1.0,56150.0,5,47.0
12.0,56155.0,2,49.0
-2.0,56160.0,7,52.0
-3.0,56165.0,10,69.0
-17.0,56170.0,8,74.0
-5.0,56175.0,3,67.0
7.0,56180.0,2,44.0
23.0,56185.0,6,46.0
-2.0,56190.0,7,65.0
-19.0,56195.0,3,53.0
12.0,56200.0,1,28.0
25.0,56205.0,3,26.0
2.0,56210.0,3,35.0
-9.0,56215.0,1,11.0
24.0,56220.0,7,25.0
-14.0,56225.0,6,46.0
-21.0,56230.0,2,26.0
20.0,56235.0,2,14.0
12.0,56240.0,2,23.0
-9.0,56245.0,1,3.0
20.0,56250.0,8,26.0
-23.0,56255.0,6,49.0
-23.0,56260.0,2,38.0
11.0,56265.0,2,26.0
12.0,56270.0,3,26.0
0.0,56275.0,2,12.0
14.0,56280.0,8,33.0
-21.0,56285.0,10,81.0
-48.0,56290.0,5,91.0
-10.0,56295.0,1,50.0
41.0,56300.0,2,14.0
36.0,56305.0,3,29.0
-15.0,56310.0,2,10.0
19.0,56315.0,7,23.0
-13.0,56320.0,12,75.0
-52.0,56325.0,14,141.0
-66.0,56330.0,18,225.0
-84.0,56335.0,21,328.0
-103.0,56340.0,17,371.0
-43.0,56345.0,10,307.0
64.0,56350.0,3,213.0
94.0,56355.0,2,215.0
-2.0,56360.0,7,238.0
-23.0,56365.0,7,223.0
15.0,56370.0,4,147.0
76.0,56375.0,2,56.0
91.0,56380.0,3,36.0
20.0,56385.0,1,22.0
14.0,56390.0,6,34.0
-12.0,56395.0,7,52.0
-18.0,56400.0,3,40.0
12.0,56405.0,2,20.0
20.0,56410.0,4,23.0
-3.0,56415.0,1,16.0
7.0,56420.0,6,27.0
-11.0,56425.0,7,45.0
-18.0,56430.0,4,43.0
2.0,56435.0,1,35.0
8.0,56440.0,0,22.0
13.0,56445.0,2,19.0
3.0,56450.0,7,40.0
-21.0,56455.0,12,91.0
-51.0,56460.0,13,130.0
-39.0,56465.0,5,120.0
10.0,56470.0,4,138.0
-18.0,56475.0,9,172.0
-34.0,56480.0,10,186.0
-14.0,56485.0,6,151.0
35.0,56490.0,3,91.0
60.0,56495.0,1,54.0
37.0,56500.0,4,46.0
8.0,56505.0,1,38.0
8.0,56510.0,7,43.0
-5.0,56515.0,6,55.0
-12.0,56520.0,5,48.0
7.0,56525.0,4,49.0
-1.0,56530.0,4,54.0
-5.0,56535.0,1,36.0
18.0,56540.0,8,38.0
-2.0,56545.0,7,61.0
-23.0,56550.0,3,44.0
17.0,56555.0,2,37.0
7.0,56560.0,8,59.0
-22.0,56565.0,9,80.0
-21.0,56570.0,4,69.0
11.0,56575.0,1,38.0
31.0,56580.0,3,29.0
9.0,56585.0,1,10.0
19.0,56590.0,7,24.0
-14.0,56595.0,4,40.0
-16.0,56600.0,1,27.0
13.0,56605.0,1,11.0
16.0,56610.0,2,20.0
-9.0,56615.0,2,4.0
16.0,56620.0,7,29.0
-25.0,56625.0,8,53.0
-24.0,56630.0,1,43.0
10.0,56635.0,2,23.0
20.0,56640.0,1,18.0
5.0,56645.0,7,39.0
-21.0,56650.0,7,61.0
-22.0,56655.0,0,33.0
28.0,56660.0,1,9.0
24.0,56665.0,2,12.0
-3.0,56670.0,1,1.0
11.0,56675.0,7,22.0
-21.0,56680.0,11,68.0
-46.0,56685.0,7,93.0
-25.0,56690.0,1,72.0
21.0,56695.0,1,21.0
51.0,56700.0,1,11.0
10.0,56705.0,1,2.0
9.0,56710.0,6,22.0
-20.0,56715.0,3,33.0
-11.0,56720.0,0,10.0
23.0,56725.0,0,0.0
10.0,56730.0,2,2.0
-2.0,56735.0,4,17.0
-15.0,56740.0,1,16.0
1.0,56745.0,0,2.0
14.0,56750.0,1,2.0
0.0,56755.0,2,4.0
-2.0,56760.0,4,20.0
-16.0,56765.0,8,49.0
-29.0,56770.0,5,54.0
-5.0,56775.0,1,26.0
28.0,56780.0,1,14.0
12.0,56785.0,2,6.0
8.0,56790.0,6,25.0
-19.0,56795.0,5,42.0
-17.0,56800.0,2,31.0
11.0,56805.0,2,22.0
9.0,56810.0,2,30.0
-8.0,56815.0,0,0.0
30.0,56820.0,5,18.0
-18.0,56825.0,5,41.0
-23.0,56830.0,0,26.0
15.0,56835.0,0,3.0
23.0,56840.0,1,2.0
1.0,56845.0,1,2.0
0.0,56850.0,6,23.0
-21.0,56855.0,5,39.0
-16.0,56860.0,2,22.0
17.0,56865.0,2,19.0
3.0,56870.0,4,31.0
-12.0,56875.0,0,10.0
21.0,56880.0,1,3.0
7.0,56885.0,0,0.0
3.0,56890.0,0,0.0
0.0,56895.0,0,0.0
0.0,56900.0,2,8.0
-8.0,56905.0,0,3.0
5.0,56910.0,0,0.0
3.0,56915.0,2,8.0
-8.0,56920.0,4,23.0
-15.0,56925.0,0,12.0
11.0,56930.0,3,4.0
8.0,56935.0,1,11.0
-7.0,56940.0,1,8.0
3.0,56945.0,2,16.0
-8.0,56950.0,3,31.0
-15.0,56955.0,0,10.0
21.0,56960.0,3,10.0
0.0,56965.0,0,11.0
-1.0,56970.0,0,0.0
11.0,56975.0,1,3.0
-3.0,56980.0,2,2.0
1.0,56985.0,3,14.0
-12.0,56990.0,4,34.0
-20.0,56995.0,1,29.0
5.0,57000.0,2,11.0
18.0,57005.0,3,21.0
-10.0,57010.0,1,14.0
7.0,57015.0,4,16.0
-2.0,57020.0,2,21.0
-5.0,57025.0,3,15.0
6.0,57030.0,3,23.0
-8.0,57035.0,1,14.0
9.0,57040.0,4,16.0
-2.0,57045.0,8,47.0
-31.0,57050.0,3,51.0
-4.0,57055.0,1,21.0
30.0,57060.0,3,18.0
3.0,57065.0,5,36.0
-18.0,57070.0,2,30.0
6.0,57075.0,5,22.0
8.0,57080.0,6,37.0
-15.0,57085.0,4,38.0
-1.0,57090.0,3,31.0
7.0,57095.0,7,37.0
-6.0,57100.0,9,78.0
-41.0,57105.0,10,125.0
-47.0,57110.0,10,175.0
-50.0,57115.0,9,175.0
0.0,57120.0,2,108.0
67.0,57125.0,1,28.0
80.0,57130.0,1,19.0
9.0,57135.0,2,3.0
16.0,57140.0,5,26.0
-23.0,57145.0,11,72.0
-46.0,57150.0,16,141.0
-69.0,57155.0,16,192.0
-51.0,57160.0,9,165.0
27.0,57165.0,2,153.0
12.0,57170.0,7,170.0
-17.0,57175.0,8,169.0
1.0,57180.0,5,130.0
39.0,57185.0,3,58.0
72.0,57190.0,3,46.0
12.0,57195.0,7,61.0
-15.0,57200.0,8,71.0
-10.0,57205.0,2,51.0
20.0,57210.0,1,24.0
27.0,57215.0,1,15.0
9.0,57220.0,1,2.0
13.0,57225.0,6,20.0
-18.0,57230.0,5,37.0
-17.0,57235.0,2,28.0
9.0,57240.0,4,21.0
7.0,57245.0,3,25.0
-4.0,57250.0,8,37.0
-12.0,57255.0,9,65.0
-28.0,57260.0,8,80.0
-15.0,57265.0,5,76.0
4.0,57270.0,3,65.0
11.0,57275.0,8,64.0
1.0,57280.0,14,123.0
-59.0,57285.0,13,162.0
-39.0,57290.0,9,151.0
11.0,57295.0,5,177.0
-26.0,57300.0,9,209.0
-32.0,57305.0,9,219.0
-10.0,57310.0,7,182.0
37.0,57315.0,3,124.0
58.0,57320.0,2,116.0
8.0,57325.0,7,143.0
-27.0,57330.0,8,144.0
-1.0,57335.0,10,113.0
31.0,57340.0,6,93.0
20.0,57345.0,4,72.0
21.0,57350.0,2,60.0
12.0,57355.0,8,60.0
0.0,57360.0,9,86.0
-26.0,57365.0,5,75.0
11.0,57370.0,1,43.0
32.0,57375.0,4,40.0
3.0,57380.0,2,26.0
14.0,57385.0,8,41.0
-15.0,57390.0,6,59.0
-18.0,57395.0,1,35.0
24.0,57400.0,2,18.0
17.0,57405.0,1,8.0
10.0,57410.0,7,29.0
-21.0,57415.0,9,73.0
-44.0,57420.0,8,88.0
-15.0,57425.0,1,56.0
32.0,57430.0,1,15.0
41.0,57435.0,3,9.0
6.0,57440.0,8,35.0
-26.0,57445.0,5,53.0
-18.0,57450.0,0,27.0
26.0,57455.0,1,6.0
21.0,57460.0,4,16.0
-10.0,57465.0,2,17.0
-1.0,57470.0,4,16.0
1.0,57475.0,1,19.0
-3.0,57480.0,3,14.0
5.0,57485.0,3,29.0
-15.0,57490.0,2,17.0
12.0,57495.0,6,25.0
-8.0,57500.0,6,43.0
-18.0,57505.0,2,33.0
10.0,57510.0,2,28.0
5.0,57515.0,7,48.0
-20.0,57520.0,13,104.0
-56.0,57525.0,18,184.0
-80.0,57530.0,21,285.0
-101.0,57535.0,18,332.0
-47.0,57540.0,11,305.0
27.0,57545.0,6,223.0
82.0,57550.0,4,156.0
67.0,57555.0,2,124.0
32.0,57560.0,7,129.0
-5.0,57565.0,8,123.0
6.0,57570.0,5,80.0
43.0,57575.0,3,49.0
31.0,57580.0,4,52.0
-3.0,57585.0,2,35.0
17.0,57590.0,6,31.0
4.0,57595.0,7,49.0
-18.0,57600.0,2,41.0
8.0,57605.0,2,33.0
8.0,57610.0,3,39.0
-6.0,57615.0,0,12.0
27.0,57620.0,6,25.0
-13.0,57625.0,6,47.0
-22.0,57630.0,2,33.0
14.0,57635.0,2,26.0
7.0,57640.0,6,50.0
-24.0,57645.0,8,68.0
-18.0,57650.0,3,54.0
14.0,57655.0,1,41.0
13.0,57660.0,6,63.0
-22.0,57665.0,7,79.0
-16.0,57670.0,5,63.0
16.0,57675.0,2,54.0
9.0,57680.0,7,82.0
-28.0,57685.0,6,92.0
-10.0,57690.0,4,72.0
20.0,57695.0,4,46.0
26.0,57700.0,2,48.0
-2.0,57705.0,7,58.0
-10.0,57710.0,7,74.0
-16.0,57715.0,5,65.0
9.0,57720.0,6,78.0
-13.0,57725.0,10,114.0
-36.0,57730.0,9,132.0
-18.0,57735.0,10,127.0
5.0,57740.0,7,143.0
-16.0,57745.0,9,180.0
-37.0,57750.0,8,188.0
-8.0,57755.0,3,137.0
51.0,57760.0,2,92.0
45.0,57765.0,0,50.0
42.0,57770.0,2,47.0
3.0,57775.0,6,66.0
-19.0,57780.0,7,74.0
-8.0,57785.0,5,63.0
11.0,57790.0,4,47.0
16.0,57795.0,2,36.0
11.0,57800.0,6,60.0
-24.0,57805.0,8,79.0
-19.0,57810.0,5,71.0
8.0,57815.0,4,51.0
20.0,57820.0,1,41.0
10.0,57825.0,7,61.0
-20.0,57830.0,8,80.0
-19.0,57835.0,7,77.0
3.0,57840.0,3,66.0
11.0,57845.0,3,64.0
2.0,57850.0,1,34.0
30.0,57855.0,6,38.0
-4.0,57860.0,7,61.0
-23.0,57865.0,4,46.0
15.0,57870.0,1,34.0
12.0,57875.0,1,25.0
9.0,57880.0,1,10.0
15.0,57885.0,7,31.0
-21.0,57890.0,7,53.0
-22.0,57895.0,5,45.0
8.0,57900.0,1,42.0
3.0,57905.0,6,55.0
-13.0,57910.0,6,69.0
-14.0,57915.0,5,61.0
8.0,57920.0,3,47.0
14.0,57925.0,2,41.0
6.0,57930.0,9,61.0
-20.0,57935.0,8,81.0
-20.0,57940.0,5,76.0
5.0,57945.0,1,50.0
26.0,57950.0,2,53.0
-3.0,57955.0,8,77.0
-24.0,57960.0,8,91.0
-14.0,57965.0,6,72.0
19.0,57970.0,2,52.0
20.0,57975.0,3,46.0
6.0,57980.0,1,24.0
22.0,57985.0,6,33.0
-9.0,57990.0,6,47.0
-14.0,57995.0,3,41.0
6.0,58000.0,1,26.0
15.0,58005.0,2,21.0
5.0,58010.0,4,31.0
-10.0,58015.0,3,17.0
14.0,58020.0,7,29.0
-12.0,58025.0,5,49.0
-20.0,58030.0,0,29.0
20.0,58035.0,1,2.0
27.0,58040.0,2,7.0
-5.0,58045.0,1,1.0
6.0,58050.0,4,16.0
-15.0,58055.0,3,29.0
-13.0,58060.0,1,19.0
10.0,58065.0,1,12.0
7.0,58070.0,8,36.0
-24.0,58075.0,7,52.0
-16.0,58080.0,1,39.0
13.0,58085.0,1,16.0
23.0,58090.0,2,17.0
-1.0,58095.0,1,2.0
15.0,58100.0,6,20.0
-18.0,58105.0,7,47.0
-27.0,58110.0,1,41.0
6.0,58115.0,2,19.0
22.0,58120.0,2,9.0
10.0,58125.0,8,38.0
-29.0,58130.0,6,55.0
-17.0,58135.0,3,43.0
12.0,58140.0,3,28.0
15.0,58145.0,2,14.0
14.0,58150.0,6,24.0
-10.0,58155.0,3,33.0
-9.0,58160.0,1,12.0
21.0,58165.0,2,9.0
3.0,58170.0,3,24.0
-15.0,58175.0,1,9.0
15.0,58180.0,5,19.0
-10.0,58185.0,10,61.0
-42.0,58190.0,6,80.0
-19.0,58195.0,1,52.0
28.0,58200.0,5,26.0
26.0,58205.0,7,53.0
-27.0,58210.0,4,54.0
-1.0,58215.0,6,34.0
20.0,58220.0,5,47.0
-13.0,58225.0,5,48.0
-1.0,58230.0,6,53.0
-5.0,58235.0,4,48.0
5.0,58240.0,9,38.0
10.0,58245.0,10,72.0
-34.0,58250.0,7,82.0
-10.0,58255.0,4,86.0
-4.0,58260.0,9,100.0
-14.0,58265.0,10,120.0
-20.0,58270.0,8,104.0
16.0,58275.0,7,87.0
17.0,58280.0,5,85.0
2.0,58285.0,1,65.0
20.0,58290.0,6,57.0
8.0,58295.0,6,73.0
-16.0,58300.0,4,61.0
12.0,58305.0,5,45.0
16.0,58310.0,5,55.0
-10.0,58315.0,2,40.0
15.0,58320.0,6,33.0
7.0,58325.0,7,54.0
-21.0,58330.0,5,53.0
1.0,58335.0,3,40.0
13.0,58340.0,1,30.0
10.0,58345.0,7,49.0
-19.0,58350.0,7,71.0
-22.0,58355.0,5,62.0
9.0,58360.0,2,41.0
21.0,58365.0,2,30.0
11.0,58370.0,3,37.0
-7.0,58375.0,0,12.0
25.0,58380.0,6,19.0
-7.0,58385.0,6,43.0
-24.0,58390.0,1,28.0
15.0,58395.0,2,13.0
15.0,58400.0,3,10.0
3.0,58405.0,8,38.0
-28.0,58410.0,5,52.0
-14.0,58415.0,2,32.0
20.0,58420.0,3,21.0
11.0,58425.0,1,11.0
10.0,58430.0,6,24.0
-13.0,58435.0,6,45.0
-21.0,58440.0,1,27.0
18.0,58445.0,1,13.0
14.0,58450.0,2,5.0
8.0,58455.0,6,24.0
-19.0,58460.0,3,30.0
-6.0,58465.0,1,13.0
17.0,58470.0,2,12.0
1.0,58475.0,2,22.0
-10.0,58480.0,1,3.0
19.0,58485.0,3,13.0
-10.0,58490.0,2,17.0
-4.0,58495.0,4,16.0
1.0,58500.0,3,20.0
-4.0,58505.0,7,30.0
-10.0,58510.0,5,48.0
-18.0,58515.0,3,44.0
4.0,58520.0,2,33.0
11.0,58525.0,7,39.0
-6.0,58530.0,8,59.0
-20.0,58535.0,5,53.0
6.0,58540.0,2,46.0
7.0,58545.0,7,70.0
-24.0,58550.0,10,93.0
-23.0,58555.0,4,74.0
19.0,58560.0,1,43.0
31.0,58565.0,3,35.0
8.0,58570.0,4,47.0
-12.0,58575.0,2,26.0
21.0,58580.0,7,25.0
1.0,58585.0,7,47.0
-22.0,58590.0,1,35.0
12.0,58595.0,3,23.0
12.0,58600.0,7,50.0
-27.0,58605.0,6,59.0
-9.0,58610.0,6,47.0
12.0,58615.0,8,64.0
-17.0,58620.0,3,67.0
-3.0,58625.0,2,26.0
41.0,58630.0,4,37.0
-11.0,58635.0,9,63.0
-26.0,58640.0,11,81.0
-18.0,58645.0,5,85.0
-4.0,58650.0,5,81.0
4.0,58655.0,7,93.0
-12.0,58660.0,9,108.0
-15.0,58665.0,5,82.0
26.0,58670.0,1,42.0
40.0,58675.0,5,46.0
-4.0,58680.0,0,28.0
18.0,58685.0,6,30.0
-2.0,58690.0,7,53.0
-23.0,58695.0,4,49.0
4.0,58700.0,2,39.0
10.0,58705.0,3,36.0
3.0,58710.0,0,21.0
15.0,58715.0,6,36.0
-15.0,58720.0,7,52.0
-16.0,58725.0,3,43.0
9.0,58730.0,1,24.0
19.0,58735.0,2,21.0
3.0,58740.0,2,12.0
9.0,58745.0,7,33.0
-21.0,58750.0,7,54.0
-21.0,58755.0,4,47.0
7.0,58760.0,2,40.0
7.0,58765.0,7,58.0
-18.0,58770.0,6,70.0
-12.0,58775.0,5,57.0
13.0,58780.0,2,42.0
15.0,58785.0,3,35.0
7.0,58790.0,1,23.0
12.0,58795.0,7,38.0
-15.0,58800.0,7,60.0
-22.0,58805.0,6,66.0
-6.0,58810.0,3,54.0
12.0,58815.0,3,58.0
-4.0,58820.0,0,24.0
34.0,58825.0,6,35.0
-11.0,58830.0,8,56.0
-21.0,58835.0,3,44.0
12.0,58840.0,1,30.0
14.0,58845.0,2,26.0
4.0,58850.0,2,6.0
20.0,58855.0,8,33.0
-27.0,58860.0,7,57.0
-24.0,58865.0,4,54.0
3.0,58870.0,1,31.0
23.0,58875.0,2,26.0
5.0,58880.0,1,10.0
16.0,58885.0,6,32.0
-22.0,58890.0,7,54.0
-22.0,58895.0,4,54.0
0.0,58900.0,2,36.0
18.0,58905.0,2,30.0
6.0,58910.0,8,56.0
-26.0,58915.0,7,77.0
-21.0,58920.0,2,52.0
25.0,58925.0,2,33.0
19.0,58930.0,3,20.0
13.0,58935.0,8,50.0
-30.0,58940.0,5,59.0
-9.0,58945.0,1,29.0
30.0,58950.0,1,8.0
21.0,58955.0,2,7.0
1.0,58960.0,8,31.0
-24.0,58965.0,5,47.0
-16.0,58970.0,1,28.0
19.0,58975.0,2,12.0
16.0,58980.0,3,23.0
-11.0,58985.0,1,7.0
16.0,58990.0,7,21.0
-14.0,58995.0,6,44.0
-23.0,59000.0,3,43.0
1.0,59005.0,3,29.0
14.0,59010.0,1,21.0
8.0,59015.0,8,37.0
-16.0,59020.0,8,62.0
-25.0,59025.0,3,52.0
10.0,59030.0,1,28.0
24.0,59035.0,3,15.0
13.0,59040.0,0,15.0
0.0,59045.0,6,21.0
-6.0,59050.0,6,40.0
-19.0,59055.0,3,32.0
8.0,59060.0,4,32.0
0.0,59065.0,1,17.0
15.0,59070.0,7,23.0
-6.0,59075.0,3,38.0
-15.0,59080.0,1,15.0
23.0,59085.0,3,13.0
2.0,59090.0,1,9.0
4.0,59095.0,5,18.0
-9.0,59100.0,3,30.0
-12.0,59105.0,0,10.0
20.0,59110.0,0,0.0
10.0,59115.0,0,0.0
0.0,59120.0,1,2.0
-2.0,59125.0,6,22.0
-20.0,59130.0,1,26.0
-4.0,59135.0,1,5.0
21.0,59140.0,2,11.0
-6.0,59145.0,1,7.0
4.0,59150.0,4,13.0
-6.0,59155.0,8,44.0
-31.0,59160.0,4,57.0
-13.0,59165.0,2,33.0
24.0,59170.0,4,25.0
8.0,59175.0,4,44.0
-19.0,59180.0,2,25.0
19.0,59185.0,5,22.0
3.0,59190.0,1,26.0
-4.0,59195.0,1,8.0
18.0,59200.0,1,9.0
-1.0,59205.0,2,6.0
3.0,59210.0,6,29.0
-23.0,59215.0,2,34.0
-5.0,59220.0,1,6.0
28.0,59225.0,3,18.0
-12.0,59230.0,0,8.0
10.0,59235.0,4,11.0
-3.0,59240.0,2,16.0
-5.0,59245.0,2,10.0
6.0,59250.0,4,20.0
-10.0,59255.0,2,15.0
5.0,59260.0,7,31.0
-16.0,59265.0,3,41.0
-10.0,59270.0,3,23.0
18.0,59275.0,4,26.0
-3.0,59280.0,0,14.0
12.0,59285.0,7,21.0
-7.0,59290.0,3,35.0
-14.0,59295.0,1,14.0
21.0,59300.0,1,7.0
7.0,59305.0,3,6.0
1.0,59310.0,6,29.0
-23.0,59315.0,9,67.0
-38.0,59320.0,4,72.0
-5.0,59325.0,0,17.0
55.0,59330.0,1,5.0
12.0,59335.0,1,10.0
-5.0,59340.0,0,0.0
10.0,59345.0,2,8.0
-8.0,59350.0,7,35.0
-27.0,59355.0,5,46.0
-11.0,59360.0,3,28.0
18.0,59365.0,3,30.0
-2.0,59370.0,10,59.0
-29.0,59375.0,13,120.0
-61.0,59380.0,9,146.0
-26.0,59385.0,3,112.0
34.0,59390.0,2,50.0
62.0,59395.0,2,28.0
22.0,59400.0,1,7.0
21.0,59405.0,5,22.0
-15.0,59410.0,5,38.0
-16.0,59415.0,1,24.0
14.0,59420.0,1,8.0
16.0,59425.0,2,15.0
-7.0,59430.0,1,3.0
12.0,59435.0,4,13.0
-10.0,59440.0,9,48.0
-35.0,59445.0,8,75.0
-27.0,59450.0,3,62.0
13.0,59455.0,1,34.0
28.0,59460.0,3,24.0
10.0,59465.0,8,51.0
-27.0,59470.0,8,67.0
-16.0,59475.0,5,53.0
14.0,59480.0,1,38.0
15.0,59485.0,2,26.0
12.0,59490.0,1,12.0
14.0,59495.0,7,32.0
-20.0,59500.0,6,52.0
-20.0,59505.0,3,45.0
7.0,59510.0,3,32.0
13.0,59515.0,1,27.0
5.0,59520.0,7,42.0
-15.0,59525.0,8,67.0
-25.0,59530.0,1,48.0
19.0,59535.0,2,27.0
21.0,59540.0,2,12.0
15.0,59545.0,6,33.0
-21.0,59550.0,2,34.0
-1.0,59555.0,2,16.0
18.0,59560.0,2,20.0
-4.0,59565.0,2,30.0
-10.0,59570.0,0,0.0
30.0,59575.0,2,6.0
-6.0,59580.0,0,2.0
4.0,59585.0,2,10.0
-8.0,59590.0,2,8.0
2.0,59595.0,4,25.0
-17.0,59600.0,3,29.0
-4.0,59605.0,1,12.0
17.0,59610.0,1,11.0
1.0,59615.0,1,16.0
-5.0,59620.0,3,4.0
12.0,59625.0,6,27.0
-23.0,59630.0,8,66.0
-39.0,59635.0,5,76.0
-10.0,59640.0,0,33.0
43.0,59645.0,1,4.0
29.0,59650.0,1,2.0
2.0,59655.0,7,27.0
-25.0,59660.0,8,56.0
-29.0,59665.0,3,50.0
6.0,59670.0,3,38.0
12.0,59675.0,2,27.0
11.0,59680.0,7,45.0
-18.0,59685.0,6,56.0
-11.0,59690.0,1,28.0
28.0,59695.0,1,8.0
20.0,59700.0,2,17.0
-9.0,59705.0,0,0.0
17.0,59710.0,0,0.0
0.0,59715.0,0,0.0
0.0,59720.0,1,2.0
-2.0,59725.0,2,11.0
-9.0,59730.0,0,0.0
11.0,59735.0,3,11.0
-11.0,59740.0,1,14.0
-3.0,59745.0,0,4.0
10.0,59750.0,0,0.0
4.0,59755.0,1,3.0
-3.0,59760.0,0,0.0
3.0,59765.0,2,9.0
-9.0,59770.0,0,3.0
6.0,59775.0,0,0.0
3.0,59780.0,1,3.0
-3.0,59785.0,2,13.0
-10.0,59790.0,0,0.0
13.0,59795.0,5,12.0
-12.0,59800.0,3,22.0
-10.0,59805.0,2,16.0
6.0,59810.0,3,28.0
-12.0,59815.0,5,48.0
-20.0,59820.0,1,28.0
20.0,59825.0,4,16.0
12.0,59830.0,1,21.0
-5.0,59835.0,1,6.0
15.0,59840.0,4,15.0
-9.0,59845.0,7,40.0
-25.0,59850.0,6,55.0
-15.0,59855.0,1,36.0
19.0,59860.0,0,9.0
27.0,59865.0,2,5.0
4.0,59870.0,2,3.0
2.0,59875.0,6,24.0
-21.0,59880.0,4,33.0
-9.0,59885.0,1,14.0
19.0,59890.0,1,11.0
3.0,59895.0,2,3.0
8.0,59900.0,7,27.0
-24.0,59905.0,5,46.0
-19.0,59910.0,1,28.0
18.0,59915.0,3,13.0
15.0,59920.0,5,32.0
-19.0,59925.0,2,26.0
6.0,59930.0,8,30.0
-4.0,59935.0,7,52.0
-22.0,59940.0,1,34.0
18.0,59945.0,2,13.0
21.0,59950.0,2,2.0
11.0,59955.0,6,24.0
-22.0,59960.0,4,40.0
-16.0,59965.0,0,17.0
23.0,59970.0,2,17.0
0.0,59975.0,5,41.0
-24.0,59980.0,1,31.0
10.0,59985.0,3,9.0
22.0,59990.0,1,11.0
-2.0,59995.0,3,15.0
-4.0,60000.0,1,14.0
1.0,60005.0,1,8.0
6.0,60010.0,2,5.0
3.0,60015.0,7,25.0
-20.0,60020.0,4,39.0
-14.0,60025.0,1,14.0
25.0,60030.0,2,11.0
3.0,60035.0,7,34.0
-23.0,60040.0,6,46.0
-12.0,60045.0,4,27.0
19.0,60050.0,5,34.0
-7.0,60055.0,2,28.0
6.0,60060.0,8,31.0
-3.0,60065.0,7,60.0
-29.0,60070.0,5,54.0
6.0,60075.0,2,39.0
15.0,60080.0,7,47.0
-8.0,60085.0,2,36.0
11.0,60090.0,7,32.0
4.0,60095.0,5,44.0
-12.0,60100.0,2,26.0
18.0,60105.0,5,20.0
6.0,60110.0,1,19.0
1.0,60115.0,6,23.0
-4.0,60120.0,6,46.0
-23.0,60125.0,1,29.0
17.0,60130.0,3,13.0
16.0,60135.0,4,14.0
-1.0,60140.0,8,38.0
-24.0,60145.0,7,58.0
-20.0,60150.0,3,50.0
8.0,60155.0,3,33.0
17.0,60160.0,2,21.0
12.0,60165.0,8,42.0
