hour,0
0,371
1,240
2,204
3,265
4,324
5,748
6,2000
7,5296
8,6203
9,5548
10,5206
11,5105
12,4198
13,4888
14,5294
15,5322
16,5447
17,6581
18,3717
19,2190
20,1857
21,1297
22,738
23,495
