buffer_size,step_time,total_stopped,total_wait_time
0,305.0,58,4282.0
0,310.0,112,3958.0
0,315.0,133,2984.0
0,320.0,143,3220.0
0,325.0,151,3955.0
0,330.0,154,4717.0
0,335.0,165,5518.0
0,340.0,69,3453.0
0,345.0,90,1846.0
1,350.0,123,1086.0
0,355.0,132,1621.0
0,360.0,141,2284.0
0,365.0,150,3019.0
0,370.0,156,3790.0
0,375.0,89,3402.0
0,380.0,79,2055.0
0,385.0,127,1094.0
0,390.0,136,1502.0
0,395.0,146,2154.0
0,400.0,155,2912.0
0,405.0,168,3730.0
0,410.0,144,3488.0
0,415.0,69,2909.0
0,420.0,98,1467.0
0,425.0,123,1211.0
0,430.0,132,1721.0
0,435.0,139,2402.0
0,440.0,148,3124.0
0,445.0,154,3882.0
0,450.0,67,2680.0
0,455.0,82,1410.0
0,460.0,125,1017.0
0,465.0,132,1516.0
0,470.0,137,2186.0
0,475.0,144,2896.0
0,480.0,154,3645.0
0,485.0,99,3274.0
0,490.0,73,1991.0
0,495.0,117,1125.0
0,500.0,128,1313.0
0,505.0,140,1953.0
0,510.0,144,2663.0
0,515.0,148,3396.0
0,520.0,155,4162.0
0,525.0,57,2491.0
0,530.0,97,1362.0
0,535.0,125,1055.0
0,540.0,135,1673.0
0,545.0,142,2370.0
0,550.0,153,3119.0
0,555.0,160,3910.0
0,560.0,94,3527.0
0,565.0,81,2124.0
0,570.0,111,1075.0
0,575.0,114,1365.0
0,580.0,124,1897.0
0,585.0,128,2488.0
0,590.0,136,3150.0
0,595.0,111,2759.0
0,600.0,54,2093.0
0,605.0,102,1053.0
0,610.0,123,1152.0
0,615.0,129,1779.0
0,620.0,136,2443.0
0,625.0,144,3144.0
0,630.0,154,3898.0
0,635.0,74,2589.0
0,640.0,86,1386.0
0,645.0,126,1040.0
0,650.0,131,1561.0
0,655.0,140,2239.0
0,660.0,147,2960.0
0,665.0,160,3731.0
0,670.0,107,3391.0
0,675.0,62,2030.0
0,680.0,106,1201.0
0,685.0,118,1217.0
0,690.0,122,1755.0
0,695.0,129,2393.0
0,700.0,137,3057.0
0,705.0,149,3776.0
0,710.0,61,2323.0
0,715.0,90,1313.0
0,720.0,121,1037.0
