buffer_size,step_time,total_stopped,total_wait_time
0,5.0,0,0.0
0,10.0,0,0.0
0,15.0,0,0.0
0,20.0,3,7.0
0,25.0,3,22.0
0,30.0,6,48.0
0,35.0,7,79.0
0,40.0,7,114.0
0,45.0,10,157.0
0,50.0,5,87.0
0,55.0,5,40.0
0,60.0,7,55.0
0,65.0,11,105.0
0,70.0,13,169.0
0,75.0,14,235.0
0,80.0,15,307.0
0,85.0,17,389.0
0,90.0,21,482.0
0,95.0,14,405.0
0,100.0,9,316.0
0,105.0,3,162.0
0,110.0,4,100.0
0,115.0,5,62.0
0,120.0,6,67.0
0,125.0,7,100.0
0,130.0,9,140.0
0,135.0,9,129.0
0,140.0,4,107.0
0,145.0,6,46.0
0,150.0,9,74.0
0,155.0,14,139.0
0,160.0,19,223.0
0,165.0,21,320.0
0,170.0,23,430.0
0,175.0,26,555.0
0,180.0,27,612.0
0,185.0,18,568.0
3,190.0,16,515.0
7,195.0,9,385.0
12,200.0,2,273.0
11,205.0,3,186.0
9,210.0,5,120.0
6,215.0,7,95.0
3,220.0,7,130.0
0,225.0,2,83.0
0,230.0,6,33.0
0,235.0,11,63.0
0,240.0,15,130.0
0,245.0,17,211.0
0,250.0,21,312.0
0,255.0,24,424.0
0,260.0,27,550.0
0,265.0,29,693.0
0,270.0,25,708.0
1,275.0,20,620.0
3,280.0,16,535.0
4,285.0,7,422.0
7,290.0,6,286.0
8,295.0,8,222.0
7,300.0,7,192.0
4,305.0,7,193.0
1,310.0,9,229.0
0,315.0,3,93.0
0,320.0,8,34.0
0,325.0,15,93.0
0,330.0,21,182.0
0,335.0,24,293.0
0,340.0,26,422.0
0,345.0,30,562.0
0,350.0,31,714.0
0,355.0,33,795.0
0,360.0,23,811.0
0,365.0,18,755.0
2,370.0,10,599.0
3,375.0,3,450.0
2,380.0,6,278.0
2,385.0,7,165.0
1,390.0,8,128.0
0,395.0,10,164.0
0,400.0,6,144.0
0,405.0,4,71.0
0,410.0,9,51.0
0,415.0,12,100.0
0,420.0,14,165.0
0,425.0,17,240.0
0,430.0,20,334.0
0,435.0,22,440.0
0,440.0,27,562.0
0,445.0,24,610.0
0,450.0,20,557.0
0,455.0,17,431.0
2,460.0,10,358.0
5,465.0,6,277.0
3,470.0,8,212.0
4,475.0,10,184.0
1,480.0,12,201.0
0,485.0,12,261.0
0,490.0,8,199.0
0,495.0,5,93.0
0,500.0,9,73.0
0,505.0,12,117.0
0,510.0,17,195.0
0,515.0,23,296.0
0,520.0,26,419.0
0,525.0,28,555.0
0,530.0,31,704.0
0,535.0,23,671.0
0,540.0,17,617.0
2,545.0,14,492.0
4,550.0,6,365.0
6,555.0,6,234.0
6,560.0,6,181.0
4,565.0,6,136.0
4,570.0,7,155.0
3,575.0,7,120.0
0,580.0,3,77.0
0,585.0,10,47.0
0,590.0,16,114.0
0,595.0,21,205.0
0,600.0,26,328.0
0,605.0,29,466.0
0,610.0,31,617.0
0,615.0,32,775.0
0,620.0,30,851.0
0,625.0,23,819.0
