,step,total_stopped
0,305.0,464.1045621045621
1,310.0,533.0225108225108
2,315.0,327.2510577657636
3,320.0,225.6959706959707
4,325.0,166.90619380619378
5,330.0,76.97976190476192
6,335.0,80.15133477633478
7,340.0,75.74927817280758
8,345.0,83.61520146520147
9,350.0,85.74444444444445
10,355.0,67.675
11,360.0,82.99761904761905
12,365.0,95.75805028305028
13,370.0,75.61531954887218
14,375.0,65.56119852369851
15,380.0,71.77301587301586
16,385.0,64.3937728937729
17,390.0,77.93211233211234
18,395.0,78.16373626373625
19,400.0,69.6952380952381
20,405.0,71.35
21,410.0,75.12261904761904
22,415.0,92.8202380952381
23,420.0,100.49256854256853
24,425.0,80.69194139194138
25,430.0,81.74166666666667
26,435.0,64.42582417582418
27,440.0,86.43771929824563
28,445.0,96.02261904761905
29,450.0,91.41169467787113
30,455.0,78.08571428571429
31,460.0,76.44688644688645
32,465.0,86.75873015873016
33,470.0,119.13194444444446
34,475.0,122.69221611721612
35,480.0,72.02619047619048
36,485.0,84.01933621933622
37,490.0,116.71771284271286
38,495.0,100.31136363636364
39,500.0,108.69350649350649
40,505.0,121.56937017231135
41,510.0,112.55800653594771
42,515.0,109.4168831168831
43,520.0,99.74444444444444
44,525.0,65.85
45,530.0,65.34132999353588
46,535.0,100.88927738927738
47,540.0,123.10873015873017
48,545.0,98.10641025641024
49,550.0,107.94333333333334
50,555.0,113.45650183150184
51,560.0,129.38095238095238
52,565.0,155.16071428571428
53,570.0,109.77857142857142
54,575.0,99.30119047619047
55,580.0,101.68600478468899
56,585.0,104.50269423558898
57,590.0,88.13531746031747
58,595.0,98.12532679738563
59,600.0,92.81132756132756
60,605.0,87.84093406593409
61,610.0,104.30357142857143
62,615.0,125.79873312961547
63,620.0,138.45084586466166
64,625.0,135.00694444444443
65,630.0,124.82429921243859
66,635.0,130.44789915966388
67,640.0,130.06471861471863
68,645.0,114.82276956759716
69,650.0,93.93711626064568
70,655.0,109.14272191635276
71,660.0,127.87473219590868
72,665.0,114.67543859649122
73,670.0,117.20431929181929
74,675.0,123.7949494949495
75,680.0,138.48655511155513
76,685.0,139.43272283272282
77,690.0,95.82261904761906
78,695.0,103.59341060985798
79,700.0,107.79170602789023
80,705.0,103.52420634920635
