buffer_size,step_time,total_stopped,total_wait_time
0,5.0,0,0.0
0,10.0,0,0.0
0,15.0,0,0.0
0,20.0,1,1.0
0,25.0,1,6.0
0,30.0,1,11.0
0,35.0,4,28.0
0,40.0,5,52.0
0,45.0,7,84.0
0,50.0,2,43.0
0,55.0,3,14.0
0,60.0,7,39.0
0,65.0,10,81.0
0,70.0,12,136.0
0,75.0,13,198.0
0,80.0,13,263.0
0,85.0,14,330.0
0,90.0,16,403.0
0,95.0,8,302.0
0,100.0,2,192.0
0,105.0,2,49.0
0,110.0,2,25.0
0,115.0,3,37.0
0,120.0,5,60.0
0,125.0,5,85.0
0,130.0,5,110.0
0,135.0,4,63.0
0,140.0,2,27.0
0,145.0,3,14.0
0,150.0,7,38.0
0,155.0,12,89.0
0,160.0,15,158.0
0,165.0,18,244.0
0,170.0,23,349.0
0,175.0,25,469.0
0,180.0,24,524.0
0,185.0,19,490.0
0,190.0,14,441.0
0,195.0,7,322.0
2,200.0,7,220.0
2,205.0,8,155.0
2,210.0,9,160.0
1,215.0,10,192.0
0,220.0,10,242.0
0,225.0,4,201.0
0,230.0,6,96.0
0,235.0,11,56.0
0,240.0,15,122.0
0,245.0,20,211.0
0,250.0,25,327.0
0,255.0,27,456.0
0,260.0,31,604.0
0,265.0,36,775.0
2,270.0,30,784.0
5,275.0,20,751.0
9,280.0,14,694.0
11,285.0,9,548.0
12,290.0,6,420.0
13,295.0,6,311.0
12,300.0,6,204.0
10,305.0,8,154.0
9,310.0,10,199.0
10,315.0,4,98.0
7,320.0,9,48.0
5,325.0,14,101.0
8,330.0,20,190.0
4,335.0,27,309.0
4,340.0,33,463.0
4,345.0,38,646.0
7,350.0,38,836.0
9,355.0,36,941.0
11,360.0,27,972.0
14,365.0,18,886.0
17,370.0,9,766.0
18,375.0,2,614.0
18,380.0,4,460.0
15,385.0,5,284.0
15,390.0,7,157.0
11,395.0,8,134.0
6,400.0,4,98.0
5,405.0,4,38.0
2,410.0,11,51.0
1,415.0,17,122.0
0,420.0,21,220.0
0,425.0,28,349.0
0,430.0,31,500.0
0,435.0,34,662.0
0,440.0,38,843.0
2,445.0,33,943.0
5,450.0,23,921.0
7,455.0,16,791.0
11,460.0,10,709.0
14,465.0,7,543.0
15,470.0,8,384.0
11,475.0,9,306.0
9,480.0,9,201.0
8,485.0,11,251.0
2,490.0,5,148.0
1,495.0,7,61.0
0,500.0,13,75.0
0,505.0,19,155.0
0,510.0,24,264.0
0,515.0,28,400.0
0,520.0,31,551.0
0,525.0,32,707.0
0,530.0,35,873.0
1,535.0,28,868.0
3,540.0,20,830.0
6,545.0,13,689.0
10,550.0,4,517.0
11,555.0,5,405.0
8,560.0,5,242.0
6,565.0,6,142.0
7,570.0,7,140.0
5,575.0,6,104.0
3,580.0,2,60.0
2,585.0,7,30.0
3,590.0,12,78.0
2,595.0,16,153.0
1,600.0,21,246.0
0,605.0,26,363.0
0,610.0,30,505.0
0,615.0,34,667.0
2,620.0,34,765.0
4,625.0,25,754.0
