,buffer_size,step_time,total_stopped,total_wait_time
852,1421,4565.0,101,4412.0
853,1421,4570.0,84,4261.0
854,1421,4575.0,81,4229.0
855,1421,4580.0,83,4325.0
856,1421,4585.0,85,4694.0
857,1421,4590.0,75,4837.0
858,1421,4595.0,84,4996.0
859,1421,4600.0,93,4989.0
860,1421,4605.0,83,4805.0
861,1421,4610.0,91,4647.0
862,1421,4615.0,103,4417.0
863,1421,4620.0,113,4537.0
864,1421,4625.0,105,4631.0
865,1421,4630.0,83,4670.0
866,1421,4635.0,82,4917.0
867,1421,4640.0,78,4642.0
868,1421,4645.0,78,4828.0
869,1421,4650.0,82,4730.0
870,1424,4655.0,89,4993.0
871,1426,4660.0,119,5312.0
872,1426,4665.0,112,5696.0
873,1426,4670.0,67,5608.0
874,1426,4675.0,63,5216.0
875,1426,4680.0,90,5065.0
876,1426,4685.0,94,5333.0
877,1426,4690.0,81,5440.0
878,1426,4695.0,71,5729.0
879,1426,4700.0,81,5605.0
880,1428,4705.0,89,5669.0
881,1428,4710.0,86,5474.0
882,1428,4715.0,80,5443.0
883,1429,4720.0,76,5208.0
884,1431,4725.0,66,5126.0
885,1430,4730.0,82,4950.0
886,1430,4735.0,75,4981.0
887,1430,4740.0,90,5117.0
888,1430,4745.0,94,5251.0
889,1431,4750.0,97,5544.0
890,1431,4755.0,110,5931.0
891,1431,4760.0,100,5928.0
892,1431,4765.0,111,6065.0
893,1431,4770.0,118,5786.0
894,1431,4775.0,124,5724.0
895,1431,4780.0,111,5811.0
896,1431,4785.0,88,6214.0
897,1431,4790.0,94,6455.0
898,1431,4795.0,108,6549.0
899,1433,4800.0,112,6246.0
900,1434,4805.0,108,6159.0
901,1434,4810.0,92,6046.0
902,1434,4815.0,71,5680.0
903,1434,4820.0,74,5161.0
904,1434,4825.0,81,4955.0
905,1434,4830.0,100,4877.0
906,1434,4835.0,91,4839.0
907,1434,4840.0,105,5070.0
908,1435,4845.0,97,5364.0
909,1434,4850.0,88,5369.0
910,1434,4855.0,87,5253.0
911,1434,4860.0,76,5282.0
912,1434,4865.0,57,5447.0
913,1435,4870.0,44,5051.0
914,1435,4875.0,50,4637.0
915,1435,4880.0,67,4461.0
916,1435,4885.0,65,4260.0
917,1435,4890.0,63,4234.0
918,1435,4895.0,59,3937.0
919,1435,4900.0,66,3800.0
920,1435,4905.0,102,3734.0
921,1435,4910.0,86,3732.0
922,1435,4915.0,83,3994.0
923,1435,4920.0,69,4173.0
924,1435,4925.0,57,4158.0
925,1435,4930.0,54,4316.0
926,1435,4935.0,65,4399.0
927,1435,4940.0,74,4284.0
928,1435,4945.0,53,4061.0
929,1435,4950.0,52,3576.0
930,1436,4955.0,67,3536.0
931,1436,4960.0,65,3384.0
932,1438,4965.0,66,3495.0
933,1438,4970.0,73,3666.0
934,1438,4975.0,49,3660.0
935,1438,4980.0,46,3411.0
936,1440,4985.0,36,3128.0
937,1439,4990.0,62,2823.0
938,1439,4995.0,59,2840.0
939,1439,5000.0,51,2964.0
940,1439,5005.0,32,2891.0
941,1440,5010.0,28,2623.0
942,1440,5015.0,50,2629.0
943,1440,5020.0,60,2712.0
944,1440,5025.0,53,2795.0
945,1440,5030.0,52,2712.0
946,1440,5035.0,37,2647.0
947,1440,5040.0,58,2547.0
948,1440,5045.0,59,2724.0
949,1440,5050.0,47,2833.0
950,1440,5055.0,43,2687.0
951,1440,5060.0,41,2464.0
952,1440,5065.0,68,2490.0
953,1440,5070.0,69,2303.0
954,1440,5075.0,69,2419.0
955,1440,5080.0,52,2523.0
956,1440,5085.0,54,2429.0
957,1440,5090.0,60,2242.0
958,1440,5095.0,77,2365.0
959,1440,5100.0,89,2647.0
960,1440,5105.0,71,2920.0
961,1441,5110.0,64,3064.0
962,1444,5115.0,63,3107.0
963,1446,5120.0,67,3297.0
964,1446,5125.0,60,3296.0
965,1446,5130.0,52,2977.0
966,1446,5135.0,58,2774.0
967,1446,5140.0,75,2900.0
968,1446,5145.0,96,3004.0
969,1446,5150.0,101,3252.0
970,1446,5155.0,90,3507.0
971,1446,5160.0,78,3857.0
972,1446,5165.0,76,4186.0
973,1446,5170.0,81,4681.0
974,1446,5175.0,83,4864.0
975,1446,5180.0,79,5204.0
976,1446,5185.0,85,5613.0
977,1446,5190.0,70,5565.0
978,1448,5195.0,72,5465.0
979,1450,5200.0,82,5526.0
980,1453,5205.0,81,5371.0
981,1454,5210.0,77,5451.0
982,1457,5215.0,86,5575.0
983,1457,5220.0,90,5616.0
984,1460,5225.0,81,5559.0
985,1462,5230.0,69,5474.0
986,1465,5235.0,55,5682.0
987,1467,5240.0,68,5482.0
988,1467,5245.0,65,4972.0
989,1467,5250.0,53,4730.0
990,1467,5255.0,48,4590.0
991,1467,5260.0,45,4452.0
992,1467,5265.0,61,4472.0
993,1467,5270.0,70,4554.0
994,1467,5275.0,70,4355.0
995,1467,5280.0,51,4327.0
996,1467,5285.0,46,4076.0
997,1467,5290.0,65,3987.0
998,1467,5295.0,93,4056.0
999,1467,5300.0,100,3634.0
1000,1467,5305.0,82,3295.0
1001,1467,5310.0,70,3492.0
1002,1467,5315.0,73,3649.0
1003,1467,5320.0,74,3581.0
1004,1467,5325.0,73,3685.0
1005,1467,5330.0,87,4104.0
1006,1467,5335.0,84,4040.0
1007,1467,5340.0,88,3759.0
1008,1467,5345.0,88,3835.0
1009,1469,5350.0,96,4001.0
1010,1472,5355.0,83,4396.0
1011,1474,5360.0,69,4527.0
1012,1476,5365.0,81,4507.0
1013,1476,5370.0,97,4840.0
1014,1476,5375.0,114,5222.0
1015,1476,5380.0,104,5668.0
1016,1479,5385.0,93,5782.0
1017,1479,5390.0,83,5934.0
1018,1479,5395.0,92,5948.0
1019,1479,5400.0,88,5926.0
1020,1479,5405.0,100,5746.0
1021,1479,5410.0,96,5703.0
1022,1479,5415.0,88,5751.0
1023,1479,5420.0,85,6154.0
1024,1479,5425.0,83,6283.0
1025,1479,5430.0,69,6077.0
1026,1479,5435.0,66,5883.0
1027,1480,5440.0,62,5690.0
1028,1481,5445.0,54,5327.0
1029,1480,5450.0,59,4796.0
1030,1480,5455.0,70,4546.0
1031,1480,5460.0,85,4680.0
1032,1482,5465.0,62,4557.0
1033,1482,5470.0,47,4130.0
1034,1482,5475.0,47,3577.0
1035,1482,5480.0,47,3663.0
1036,1482,5485.0,89,3924.0
1037,1482,5490.0,114,4118.0
1038,1482,5495.0,123,4355.0
1039,1482,5500.0,99,4395.0
1040,1482,5505.0,92,4404.0
1041,1482,5510.0,103,4507.0
1042,1483,5515.0,90,4648.0
1043,1483,5520.0,109,5043.0
1044,1483,5525.0,93,5405.0
1045,1483,5530.0,90,5488.0
1046,1483,5535.0,94,5140.0
1047,1483,5540.0,82,4874.0
1048,1483,5545.0,86,4953.0
1049,1483,5550.0,80,5236.0
1050,1483,5555.0,87,5298.0
1051,1483,5560.0,95,5403.0
1052,1483,5565.0,96,5452.0
1053,1483,5570.0,93,5534.0
1054,1484,5575.0,88,5384.0
1055,1486,5580.0,98,5168.0
1056,1487,5585.0,75,5298.0
1057,1489,5590.0,78,5620.0
1058,1492,5595.0,70,5367.0
1059,1494,5600.0,66,5188.0
1060,1497,5605.0,62,5162.0
1061,1496,5610.0,50,4785.0
1062,1496,5615.0,27,4586.0
1063,1496,5620.0,44,4421.0
1064,1496,5625.0,45,4173.0
1065,1496,5630.0,64,4242.0
1066,1496,5635.0,74,4304.0
1067,1496,5640.0,68,4169.0
1068,1496,5645.0,72,3942.0
1069,1496,5650.0,71,3671.0
1070,1496,5655.0,61,3562.0
1071,1496,5660.0,71,3537.0
1072,1496,5665.0,70,3469.0
1073,1496,5670.0,58,3699.0
1074,1496,5675.0,53,3875.0
1075,1496,5680.0,64,3705.0
1076,1496,5685.0,63,3177.0
1077,1496,5690.0,56,2710.0
1078,1496,5695.0,56,2553.0
1079,1496,5700.0,58,2836.0
1080,1496,5705.0,57,3071.0
1081,1496,5710.0,72,3166.0
1082,1496,5715.0,79,3433.0
1083,1496,5720.0,74,3474.0
1084,1496,5725.0,80,3644.0
1085,1497,5730.0,85,3677.0
1086,1497,5735.0,65,3544.0
1087,1497,5740.0,61,3423.0
1088,1497,5745.0,53,3449.0
1089,1497,5750.0,62,3416.0
1090,1497,5755.0,54,3282.0
1091,1497,5760.0,58,3194.0
1092,1497,5765.0,58,3385.0
1093,1497,5770.0,54,3428.0
1094,1497,5775.0,54,3343.0
1095,1497,5780.0,63,3208.0
1096,1497,5785.0,77,3308.0
1097,1497,5790.0,74,3284.0
1098,1497,5795.0,63,3279.0
1099,1497,5800.0,65,3261.0
1100,1497,5805.0,69,3474.0
1101,1497,5810.0,68,3466.0
1102,1497,5815.0,73,3438.0
1103,1497,5820.0,58,3458.0
1104,1497,5825.0,60,3473.0
1105,1497,5830.0,64,3265.0
1106,1497,5835.0,67,3219.0
1107,1497,5840.0,73,3239.0
1108,1497,5845.0,74,3444.0
1109,1497,5850.0,84,3552.0
1110,1497,5855.0,84,3952.0
1111,1497,5860.0,89,4214.0
1112,1497,5865.0,79,4366.0
1113,1497,5870.0,79,4391.0
1114,1500,5875.0,69,4065.0
1115,1500,5880.0,74,3653.0
1116,1500,5885.0,80,3800.0
1117,1500,5890.0,89,4029.0
1118,1500,5895.0,83,3912.0
1119,1500,5900.0,70,3612.0
1120,1500,5905.0,55,3269.0
1121,1500,5910.0,61,3162.0
1122,1500,5915.0,52,3122.0
1123,1500,5920.0,59,3131.0
1124,1500,5925.0,75,3356.0
1125,1500,5930.0,71,3516.0
1126,1500,5935.0,55,3393.0
1127,1500,5940.0,49,3145.0
1128,1500,5945.0,73,3273.0
1129,1500,5950.0,103,3646.0
1130,1500,5955.0,112,3990.0
1131,1500,5960.0,108,4132.0
1132,1500,5965.0,97,4337.0
1133,1500,5970.0,107,4414.0
1134,1500,5975.0,136,4899.0
1135,1500,5980.0,134,5463.0
1136,1500,5985.0,126,5953.0
1137,1500,5990.0,134,6442.0
1138,1500,5995.0,119,6295.0
1139,1500,6000.0,118,6287.0
1140,1500,6005.0,115,6194.0
1141,1500,6010.0,127,6436.0
1142,1500,6015.0,125,6569.0
1143,1500,6020.0,97,6437.0
1144,1500,6025.0,90,5920.0
1145,1500,6030.0,89,5596.0
1146,1500,6035.0,98,5666.0
1147,1500,6040.0,100,5736.0
1148,1500,6045.0,88,5709.0
1149,1500,6050.0,104,5763.0
1150,1500,6055.0,106,6179.0
1151,1502,6060.0,86,6448.0
1152,1502,6065.0,77,6682.0
1153,1502,6070.0,70,6466.0
1154,1502,6075.0,77,6110.0
1155,1502,6080.0,110,6222.0
1156,1503,6085.0,118,6610.0
1157,1502,6090.0,110,6877.0
1158,1503,6095.0,114,7102.0
1159,1503,6100.0,103,6683.0
1160,1506,6105.0,93,6348.0
1161,1508,6110.0,94,6258.0
1162,1510,6115.0,100,6638.0
1163,1511,6120.0,91,6954.0
1164,1512,6125.0,80,7049.0
1165,1514,6130.0,86,6941.0
1166,1519,6135.0,79,6879.0
1167,1521,6140.0,76,6602.0
1168,1521,6145.0,70,6303.0
1169,1521,6150.0,77,6223.0
1170,1521,6155.0,77,6187.0
1171,1521,6160.0,94,6172.0
1172,1521,6165.0,98,5780.0
1173,1522,6170.0,96,5258.0
1174,1525,6175.0,92,5390.0
1175,1524,6180.0,69,5533.0
1176,1524,6185.0,60,5188.0
1177,1526,6190.0,63,5386.0
1178,1526,6195.0,77,5570.0
1179,1526,6200.0,73,5405.0
1180,1527,6205.0,69,4828.0
1181,1529,6210.0,76,4151.0
1182,1529,6215.0,75,4301.0
1183,1529,6220.0,63,4410.0
1184,1529,6225.0,85,4733.0
1185,1529,6230.0,81,4982.0
1186,1529,6235.0,89,4953.0
1187,1529,6240.0,80,4946.0
1188,1529,6245.0,70,5050.0
1189,1529,6250.0,71,4844.0
1190,1529,6255.0,66,4603.0
1191,1529,6260.0,78,4744.0
1192,1529,6265.0,103,4429.0
1193,1529,6270.0,79,4206.0
1194,1529,6275.0,72,4272.0
1195,1531,6280.0,63,4185.0
1196,1531,6285.0,58,4338.0
1197,1531,6290.0,62,4243.0
1198,1531,6295.0,58,3896.0
1199,1531,6300.0,64,3558.0
1200,1532,6305.0,59,3426.0
1201,1531,6310.0,49,3344.0
1202,1531,6315.0,49,3193.0
1203,1531,6320.0,42,3392.0
1204,1531,6325.0,66,3369.0
1205,1531,6330.0,74,3207.0
1206,1531,6335.0,62,2996.0
1207,1531,6340.0,65,3126.0
1208,1533,6345.0,68,3342.0
1209,1535,6350.0,77,3504.0
1210,1535,6355.0,88,3509.0
1211,1535,6360.0,88,3840.0
1212,1535,6365.0,85,3980.0
1213,1535,6370.0,86,4080.0
1214,1535,6375.0,94,4177.0
1215,1537,6380.0,104,4178.0
1216,1537,6385.0,108,4315.0
1217,1537,6390.0,109,4395.0
1218,1537,6395.0,96,4308.0
1219,1537,6400.0,84,4155.0
1220,1537,6405.0,77,4162.0
1221,1537,6410.0,73,4035.0
1222,1537,6415.0,84,4153.0
1223,1537,6420.0,90,4396.0
1224,1537,6425.0,92,4731.0
1225,1537,6430.0,104,5074.0
1226,1537,6435.0,102,5414.0
1227,1537,6440.0,99,5630.0
1228,1537,6445.0,102,5620.0
1229,1537,6450.0,96,5720.0
1230,1537,6455.0,104,5774.0
1231,1537,6460.0,94,5853.0
1232,1537,6465.0,79,5514.0
1233,1537,6470.0,72,5300.0
1234,1537,6475.0,81,4860.0
1235,1537,6480.0,85,4539.0
1236,1537,6485.0,81,4370.0
1237,1537,6490.0,67,4498.0
1238,1537,6495.0,49,4265.0
1239,1537,6500.0,53,3906.0
1240,1537,6505.0,53,3558.0
1241,1537,6510.0,59,3379.0
1242,1537,6515.0,60,3436.0
1243,1537,6520.0,69,3211.0
1244,1537,6525.0,79,3299.0
1245,1537,6530.0,54,3346.0
1246,1537,6535.0,40,2973.0
1247,1537,6540.0,51,3012.0
1248,1537,6545.0,53,2961.0
1249,1537,6550.0,58,2857.0
1250,1537,6555.0,66,2857.0
1251,1537,6560.0,64,2961.0
1252,1537,6565.0,51,2989.0
1253,1537,6570.0,51,3100.0
1254,1537,6575.0,70,3093.0
1255,1537,6580.0,83,3054.0
1256,1537,6585.0,80,3012.0
1257,1537,6590.0,93,3193.0
1258,1537,6595.0,91,3451.0
1259,1537,6600.0,69,3652.0
1260,1537,6605.0,48,3778.0
1261,1537,6610.0,70,3628.0
1262,1537,6615.0,67,3773.0
1263,1537,6620.0,49,3832.0
1264,1537,6625.0,62,3736.0
1265,1537,6630.0,66,3838.0
1266,1537,6635.0,62,4086.0
1267,1537,6640.0,55,4006.0
1268,1537,6645.0,67,3782.0
1269,1537,6650.0,91,3712.0
1270,1537,6655.0,85,3845.0
1271,1537,6660.0,79,3765.0
1272,1537,6665.0,59,3476.0
1273,1537,6670.0,62,3527.0
1274,1537,6675.0,78,3599.0
1275,1537,6680.0,85,4083.0
1276,1537,6685.0,79,4310.0
1277,1537,6690.0,88,4624.0
1278,1537,6695.0,114,5213.0
1279,1537,6700.0,134,5275.0
1280,1537,6705.0,126,5306.0
1281,1537,6710.0,121,5453.0
1282,1537,6715.0,123,5680.0
1283,1537,6720.0,104,5762.0
1284,1537,6725.0,109,6162.0
1285,1537,6730.0,117,6488.0
1286,1537,6735.0,111,6776.0
1287,1537,6740.0,89,6610.0
1288,1537,6745.0,72,6347.0
1289,1537,6750.0,70,6265.0
1290,1537,6755.0,67,6217.0
1291,1537,6760.0,96,6036.0
1292,1537,6765.0,107,6172.0
1293,1537,6770.0,93,6005.0
1294,1539,6775.0,93,6354.0
1295,1540,6780.0,99,6471.0
1296,1543,6785.0,91,6729.0
1297,1542,6790.0,91,6366.0
1298,1542,6795.0,97,6419.0
1299,1542,6800.0,94,6224.0
1300,1545,6805.0,95,6236.0
1301,1547,6810.0,102,6266.0
1302,1550,6815.0,103,6269.0
1303,1550,6820.0,96,6297.0
1304,1550,6825.0,88,6309.0
1305,1550,6830.0,77,6448.0
1306,1550,6835.0,78,6565.0
1307,1550,6840.0,95,6465.0
1308,1550,6845.0,96,6088.0
1309,1551,6850.0,96,6276.0
1310,1551,6855.0,53,5670.0
1311,1551,6860.0,59,5098.0
1312,1551,6865.0,79,4999.0
1313,1551,6870.0,74,5163.0
1314,1551,6875.0,72,5074.0
1315,1551,6880.0,87,5322.0
1316,1551,6885.0,121,5639.0
1317,1551,6890.0,99,5763.0
1318,1551,6895.0,95,5330.0
1319,1551,6900.0,86,5190.0
1320,1551,6905.0,82,5117.0
1321,1551,6910.0,95,5159.0
1322,1551,6915.0,98,5145.0
1323,1551,6920.0,90,5025.0
1324,1551,6925.0,97,4932.0
1325,1552,6930.0,91,4887.0
1326,1553,6935.0,82,4473.0
1327,1553,6940.0,88,4521.0
1328,1553,6945.0,67,4667.0
1329,1553,6950.0,55,4814.0
1330,1553,6955.0,58,4708.0
1331,1555,6960.0,60,4459.0
1332,1558,6965.0,69,4354.0
1333,1559,6970.0,60,4197.0
1334,1560,6975.0,63,3831.0
1335,1562,6980.0,49,3704.0
1336,1565,6985.0,50,3855.0
1337,1567,6990.0,45,3914.0
1338,1567,6995.0,54,3493.0
1339,1567,7000.0,44,3586.0
1340,1567,7005.0,33,3657.0
1341,1567,7010.0,38,3409.0
1342,1568,7015.0,60,3304.0
1343,1567,7020.0,53,3360.0
1344,1567,7025.0,43,3357.0
1345,1567,7030.0,31,3040.0
1346,1567,7035.0,39,2823.0
1347,1568,7040.0,44,2573.0
1348,1568,7045.0,51,2494.0
1349,1568,7050.0,53,2524.0
1350,1568,7055.0,46,2461.0
1351,1568,7060.0,41,2437.0
1352,1568,7065.0,47,2456.0
1353,1568,7070.0,51,2497.0
1354,1568,7075.0,55,2455.0
1355,1568,7080.0,56,2432.0
1356,1568,7085.0,67,2443.0
1357,1568,7090.0,57,2674.0
1358,1568,7095.0,54,2499.0
1359,1568,7100.0,55,2376.0
1360,1568,7105.0,57,2414.0
1361,1568,7110.0,45,2399.0
1362,1568,7115.0,39,2206.0
1363,1568,7120.0,42,2101.0
1364,1568,7125.0,42,2132.0
1365,1568,7130.0,32,2382.0
1366,1568,7135.0,39,2427.0
1367,1568,7140.0,48,2399.0
1368,1568,7145.0,52,2295.0
1369,1568,7150.0,57,2153.0
1370,1568,7155.0,43,2345.0
1371,1568,7160.0,46,2514.0
1372,1568,7165.0,56,2611.0
1373,1568,7170.0,58,2597.0
1374,1568,7175.0,53,2409.0
1375,1568,7180.0,64,2258.0
1376,1568,7185.0,52,2173.0
1377,1568,7190.0,47,2006.0
1378,1568,7195.0,50,2012.0
1379,1568,7200.0,43,1912.0
1380,1568,7205.0,53,1885.0
1381,1568,7210.0,38,1812.0
1382,1568,7215.0,29,1643.0
1383,1568,7220.0,31,1638.0
1384,1568,7225.0,46,1793.0
1385,1568,7230.0,42,1861.0
1386,1568,7235.0,46,1743.0
1387,1568,7240.0,54,1724.0
1388,1568,7245.0,76,1895.0
1389,1568,7250.0,84,2172.0
1390,1568,7255.0,71,2474.0
1391,1568,7260.0,57,2721.0
1392,1568,7265.0,58,2741.0
1393,1568,7270.0,56,2823.0
1394,1568,7275.0,60,3166.0
1395,1568,7280.0,68,3341.0
1396,1568,7285.0,39,3182.0
1397,1568,7290.0,34,2955.0
1398,1568,7295.0,31,2824.0
1399,1568,7300.0,31,2931.0
1400,1568,7305.0,35,2791.0
1401,1568,7310.0,31,2473.0
1402,1568,7315.0,54,2430.0
1403,1568,7320.0,72,2678.0
1404,1568,7325.0,57,2762.0
1405,1568,7330.0,53,2889.0
1406,1571,7335.0,44,2771.0
1407,1573,7340.0,37,2767.0
1408,1573,7345.0,37,2624.0
1409,1573,7350.0,49,2428.0
1410,1573,7355.0,47,2585.0
1411,1573,7360.0,46,2604.0
1412,1573,7365.0,52,2580.0
1413,1573,7370.0,56,2401.0
1414,1573,7375.0,39,2223.0
1415,1573,7380.0,31,2284.0
1416,1573,7385.0,25,2159.0
1417,1573,7390.0,28,2049.0
1418,1573,7395.0,36,1895.0
1419,1573,7400.0,46,1788.0
1420,1573,7405.0,66,1826.0
1421,1573,7410.0,60,2074.0
1422,1573,7415.0,47,2120.0
1423,1573,7420.0,39,2258.0
1424,1573,7425.0,39,2193.0
1425,1574,7430.0,43,2229.0
1426,1574,7435.0,41,2215.0
1427,1574,7440.0,48,2213.0
1428,1574,7445.0,49,2067.0
1429,1574,7450.0,67,2156.0
1430,1575,7455.0,81,2332.0
1431,1575,7460.0,73,2527.0
1432,1575,7465.0,70,2713.0
1433,1575,7470.0,55,2803.0
1434,1575,7475.0,56,2915.0
1435,1575,7480.0,56,2934.0
1436,1575,7485.0,42,2960.0
1437,1575,7490.0,57,3099.0
1438,1575,7495.0,54,3282.0
1439,1575,7500.0,47,3263.0
1440,1575,7505.0,55,3103.0
1441,1575,7510.0,47,2939.0
1442,1575,7515.0,54,3219.0
1443,1575,7520.0,46,3352.0
1444,1575,7525.0,54,3203.0
1445,1575,7530.0,45,3048.0
1446,1575,7535.0,64,2894.0
1447,1575,7540.0,83,2568.0
1448,1575,7545.0,48,2482.0
1449,1575,7550.0,65,2499.0
1450,1575,7555.0,63,2652.0
1451,1575,7560.0,59,2586.0
1452,1575,7565.0,73,2540.0
1453,1575,7570.0,47,2708.0
1454,1575,7575.0,35,2708.0
1455,1575,7580.0,39,2646.0
1456,1578,7585.0,49,2640.0
1457,1578,7590.0,79,2725.0
1458,1578,7595.0,62,2660.0
1459,1578,7600.0,69,2347.0
1460,1579,7605.0,63,2646.0
1461,1579,7610.0,50,2890.0
1462,1579,7615.0,48,3002.0
1463,1579,7620.0,46,2829.0
1464,1579,7625.0,58,2932.0
1465,1580,7630.0,57,3075.0
1466,1581,7635.0,52,3279.0
1467,1580,7640.0,49,3480.0
1468,1580,7645.0,45,3256.0
1469,1580,7650.0,58,3187.0
1470,1581,7655.0,71,3235.0
1471,1581,7660.0,46,3047.0
1472,1581,7665.0,60,2760.0
1473,1581,7670.0,62,2937.0
1474,1581,7675.0,68,3106.0
1475,1581,7680.0,68,2961.0
1476,1581,7685.0,64,2987.0
1477,1581,7690.0,53,2908.0
1478,1584,7695.0,54,2929.0
1479,1586,7700.0,48,3014.0
1480,1587,7705.0,45,2945.0
1481,1587,7710.0,41,2893.0
1482,1587,7715.0,42,2969.0
1483,1587,7720.0,53,3017.0
1484,1587,7725.0,45,3034.0
1485,1587,7730.0,42,3176.0
1486,1588,7735.0,58,3191.0
1487,1587,7740.0,53,3278.0
1488,1587,7745.0,65,3170.0
1489,1587,7750.0,51,3005.0
1490,1587,7755.0,70,2892.0
1491,1587,7760.0,82,2883.0
1492,1587,7765.0,92,3057.0
1493,1587,7770.0,84,3269.0
1494,1590,7775.0,58,3353.0
1495,1592,7780.0,40,3257.0
1496,1595,7785.0,57,3136.0
1497,1594,7790.0,42,2997.0
1498,1594,7795.0,44,3015.0
1499,1595,7800.0,45,2964.0
1500,1597,7805.0,40,3077.0
1501,1597,7810.0,39,3138.0
1502,1597,7815.0,49,3360.0
1503,1597,7820.0,48,3490.0
1504,1597,7825.0,44,3128.0
1505,1597,7830.0,40,2653.0
1506,1597,7835.0,56,2409.0
1507,1597,7840.0,44,2472.0
1508,1597,7845.0,56,2700.0
1509,1597,7850.0,61,2759.0
1510,1597,7855.0,72,3029.0
1511,1597,7860.0,67,3134.0
1512,1597,7865.0,73,2999.0
1513,1597,7870.0,73,3101.0
1514,1597,7875.0,55,3075.0
1515,1598,7880.0,63,3192.0
1516,1598,7885.0,67,3475.0
1517,1598,7890.0,74,3650.0
1518,1598,7895.0,58,3541.0
1519,1598,7900.0,54,3091.0
1520,1598,7905.0,51,2982.0
1521,1598,7910.0,40,2834.0
1522,1598,7915.0,57,2558.0
1523,1598,7920.0,48,2392.0
1524,1598,7925.0,43,2409.0
1525,1598,7930.0,45,2459.0
1526,1598,7935.0,52,2496.0
1527,1598,7940.0,60,2334.0
1528,1598,7945.0,50,2259.0
1529,1598,7950.0,41,2037.0
1530,1598,7955.0,62,1985.0
1531,1598,7960.0,67,2059.0
1532,1598,7965.0,50,2191.0
1533,1598,7970.0,38,2312.0
1534,1598,7975.0,36,2302.0
1535,1598,7980.0,46,2343.0
1536,1598,7985.0,84,2398.0
1537,1598,7990.0,65,2595.0
1538,1598,7995.0,46,2378.0
1539,1598,8000.0,40,1993.0
1540,1598,8005.0,36,2023.0
1541,1598,8010.0,51,2119.0
1542,1598,8015.0,52,2278.0
1543,1598,8020.0,64,2473.0
1544,1598,8025.0,69,2627.0
1545,1598,8030.0,64,2676.0
1546,1598,8035.0,55,2717.0
1547,1598,8040.0,62,2858.0
1548,1598,8045.0,68,2717.0
1549,1598,8050.0,62,2772.0
1550,1598,8055.0,46,2481.0
1551,1598,8060.0,39,2200.0
1552,1598,8065.0,48,2310.0
1553,1598,8070.0,50,2248.0
1554,1598,8075.0,60,2298.0
1555,1598,8080.0,61,2433.0
1556,1598,8085.0,67,2464.0
1557,1598,8090.0,46,2612.0
1558,1598,8095.0,53,2553.0
1559,1598,8100.0,70,2513.0
1560,1598,8105.0,58,2536.0
1561,1598,8110.0,63,2658.0
1562,1598,8115.0,55,2583.0
1563,1598,8120.0,47,2659.0
1564,1598,8125.0,57,2713.0
1565,1598,8130.0,54,2786.0
1566,1598,8135.0,53,2722.0
1567,1598,8140.0,64,2807.0
1568,1598,8145.0,26,2707.0
1569,1598,8150.0,30,2685.0
1570,1598,8155.0,36,2475.0
1571,1598,8160.0,34,2275.0
1572,1598,8165.0,50,2078.0
1573,1598,8170.0,49,1985.0
1574,1598,8175.0,52,1878.0
1575,1598,8180.0,54,1808.0
1576,1598,8185.0,44,1820.0
1577,1598,8190.0,31,1968.0
1578,1598,8195.0,39,1922.0
1579,1598,8200.0,70,1813.0
1580,1598,8205.0,79,1854.0
1581,1598,8210.0,53,2023.0
1582,1598,8215.0,31,2156.0
1583,1598,8220.0,49,2254.0
1584,1598,8225.0,54,2290.0
1585,1598,8230.0,44,2356.0
1586,1598,8235.0,46,2425.0
1587,1598,8240.0,40,2446.0
1588,1598,8245.0,42,2457.0
1589,1598,8250.0,45,2334.0
1590,1598,8255.0,48,2183.0
1591,1598,8260.0,52,2212.0
1592,1598,8265.0,46,2188.0
1593,1598,8270.0,34,2193.0
1594,1598,8275.0,43,2271.0
1595,1598,8280.0,46,2297.0
1596,1598,8285.0,38,2098.0
1597,1598,8290.0,46,1999.0
1598,1598,8295.0,52,2090.0
1599,1598,8300.0,53,2197.0
1600,1598,8305.0,58,2349.0
1601,1598,8310.0,66,2470.0
1602,1598,8315.0,51,2581.0
1603,1598,8320.0,56,2696.0
1604,1598,8325.0,40,2708.0
1605,1598,8330.0,53,2404.0
1606,1598,8335.0,66,2152.0
1607,1598,8340.0,51,2221.0
1608,1598,8345.0,45,2296.0
1609,1598,8350.0,47,2238.0
1610,1598,8355.0,38,2236.0
1611,1598,8360.0,41,2127.0
1612,1598,8365.0,45,2140.0
1613,1598,8370.0,46,2047.0
1614,1598,8375.0,26,2113.0
1615,1598,8380.0,33,2105.0
1616,1598,8385.0,36,2065.0
1617,1598,8390.0,40,1996.0
1618,1598,8395.0,41,2072.0
1619,1598,8400.0,38,2078.0
1620,1598,8405.0,52,1988.0
1621,1598,8410.0,46,2120.0
1622,1598,8415.0,52,2131.0
1623,1598,8420.0,32,1959.0
1624,1598,8425.0,26,1575.0
1625,1598,8430.0,49,1647.0
1626,1598,8435.0,51,1668.0
1627,1599,8440.0,47,1757.0
1628,1599,8445.0,46,1777.0
1629,1599,8450.0,26,1937.0
1630,1599,8455.0,42,2090.0
1631,1599,8460.0,41,2290.0
1632,1600,8465.0,44,2111.0
1633,1600,8470.0,38,1960.0
1634,1600,8475.0,36,1759.0
1635,1600,8480.0,38,1583.0
