buffer_size,step_time,total_stopped,total_wait_time
0,5.0,0,0.0
0,10.0,0,0.0
0,15.0,1,1.0
0,20.0,1,6.0
0,25.0,3,18.0
0,30.0,5,43.0
0,35.0,6,73.0
0,40.0,6,103.0
0,45.0,7,135.0
0,50.0,2,72.0
0,55.0,4,20.0
0,60.0,7,50.0
0,65.0,12,100.0
0,70.0,14,168.0
0,75.0,18,252.0
0,80.0,23,359.0
0,85.0,28,493.0
0,90.0,32,647.0
0,95.0,23,617.0
0,100.0,15,565.0
1,105.0,11,440.0
4,110.0,6,331.0
3,115.0,5,222.0
1,120.0,7,174.0
0,125.0,8,135.0
0,130.0,8,165.0
0,135.0,8,141.0
0,140.0,4,102.0
0,145.0,6,39.0
0,150.0,7,72.0
0,155.0,11,119.0
0,160.0,15,187.0
0,165.0,19,276.0
0,170.0,24,385.0
0,175.0,29,522.0
0,180.0,26,580.0
0,185.0,21,538.0
0,190.0,14,466.0
4,195.0,7,384.0
6,200.0,1,256.0
5,205.0,3,161.0
4,210.0,5,90.0
0,215.0,7,79.0
0,220.0,8,117.0
0,225.0,5,93.0
0,230.0,5,53.0
0,235.0,11,66.0
0,240.0,16,137.0
0,245.0,20,229.0
0,250.0,24,344.0
0,255.0,27,475.0
0,260.0,29,616.0
0,265.0,31,770.0
0,270.0,26,750.0
0,275.0,20,706.0
4,280.0,13,605.0
8,285.0,5,476.0
8,290.0,2,296.0
9,295.0,4,158.0
5,300.0,5,100.0
1,305.0,6,89.0
0,310.0,8,127.0
0,315.0,4,50.0
0,320.0,9,48.0
0,325.0,13,102.0
0,330.0,19,185.0
0,335.0,23,292.0
0,340.0,24,409.0
0,345.0,29,543.0
0,350.0,32,699.0
1,355.0,35,786.0
4,360.0,27,816.0
8,365.0,19,732.0
11,370.0,12,589.0
14,375.0,5,494.0
15,380.0,5,343.0
13,385.0,8,233.0
10,390.0,8,155.0
8,395.0,8,195.0
3,400.0,4,149.0
3,405.0,4,51.0
2,410.0,9,45.0
0,415.0,15,104.0
0,420.0,21,195.0
0,425.0,26,315.0
0,430.0,28,449.0
0,435.0,30,595.0
0,440.0,35,756.0
2,445.0,33,850.0
5,450.0,24,836.0
8,455.0,18,725.0
10,460.0,9,583.0
11,465.0,5,481.0
13,470.0,6,323.0
11,475.0,6,238.0
9,480.0,7,167.0
5,485.0,8,206.0
4,490.0,1,70.0
2,495.0,7,29.0
0,500.0,12,79.0
0,505.0,18,156.0
0,510.0,23,260.0
0,515.0,27,387.0
0,520.0,29,531.0
0,525.0,32,686.0
0,530.0,34,850.0
2,535.0,28,839.0
5,540.0,19,798.0
6,545.0,11,652.0
8,550.0,4,547.0
9,555.0,4,368.0
7,560.0,5,216.0
6,565.0,6,158.0
7,570.0,8,122.0
7,575.0,6,95.0
7,580.0,3,61.0
6,585.0,9,38.0
5,590.0,13,96.0
4,595.0,18,177.0
0,600.0,23,281.0
2,605.0,30,416.0
4,610.0,36,581.0
5,615.0,38,769.0
7,620.0,34,873.0
10,625.0,25,859.0
