,step,total_stopped
370,2155.0,79
371,2160.0,86
372,2165.0,79
373,2170.0,68
374,2175.0,74
375,2180.0,83
376,2185.0,91
377,2190.0,72
378,2195.0,61
379,2200.0,76
380,2205.0,61
381,2210.0,54
382,2215.0,72
383,2220.0,76
384,2225.0,80
385,2230.0,82
386,2235.0,70
387,2240.0,68
388,2245.0,67
389,2250.0,51
390,2255.0,62
391,2260.0,66
392,2265.0,40
393,2270.0,41
394,2275.0,72
395,2280.0,60
396,2285.0,42
397,2290.0,63
398,2295.0,49
399,2300.0,39
400,2305.0,82
401,2310.0,68
402,2315.0,54
403,2320.0,64
404,2325.0,60
405,2330.0,55
406,2335.0,58
407,2340.0,55
408,2345.0,66
409,2350.0,77
410,2355.0,65
411,2360.0,52
412,2365.0,66
413,2370.0,51
414,2375.0,62
415,2380.0,75
416,2385.0,57
417,2390.0,67
418,2395.0,81
419,2400.0,68
420,2405.0,77
421,2410.0,66
422,2415.0,60
423,2420.0,64
424,2425.0,80
425,2430.0,62
426,2435.0,60
427,2440.0,65
428,2445.0,36
429,2450.0,59
430,2455.0,72
431,2460.0,53
432,2465.0,69
433,2470.0,78
434,2475.0,53
435,2480.0,59
436,2485.0,70
437,2490.0,71
438,2495.0,84
439,2500.0,85
440,2505.0,74
441,2510.0,75
442,2515.0,68
443,2520.0,68
444,2525.0,66
445,2530.0,55
446,2535.0,53
447,2540.0,61
448,2545.0,78
449,2550.0,81
450,2555.0,53
451,2560.0,64
452,2565.0,59
453,2570.0,57
454,2575.0,71
455,2580.0,74
456,2585.0,67
457,2590.0,59
458,2595.0,50
459,2600.0,52
460,2605.0,73
461,2610.0,74
462,2615.0,73
463,2620.0,70
464,2625.0,58
465,2630.0,47
466,2635.0,49
467,2640.0,57
468,2645.0,57
469,2650.0,60
470,2655.0,72
471,2660.0,50
472,2665.0,55
473,2670.0,54
474,2675.0,47
475,2680.0,67
476,2685.0,50
477,2690.0,45
478,2695.0,61
479,2700.0,49
480,2705.0,53
481,2710.0,64
482,2715.0,54
483,2720.0,48
484,2725.0,62
485,2730.0,61
486,2735.0,56
487,2740.0,62
488,2745.0,44
489,2750.0,36
490,2755.0,51
491,2760.0,62
492,2765.0,47
493,2770.0,52
494,2775.0,45
495,2780.0,50
496,2785.0,71
497,2790.0,56
498,2795.0,48
499,2800.0,57
500,2805.0,42
501,2810.0,48
502,2815.0,64
503,2820.0,65
504,2825.0,56
505,2830.0,57
506,2835.0,60
507,2840.0,56
508,2845.0,61
509,2850.0,49
510,2855.0,36
511,2860.0,66
512,2865.0,50
513,2870.0,53
514,2875.0,58
515,2880.0,45
516,2885.0,28
517,2890.0,40
518,2895.0,42
519,2900.0,50
520,2905.0,64
521,2910.0,47
522,2915.0,36
523,2920.0,44
524,2925.0,41
525,2930.0,52
526,2935.0,78
527,2940.0,67
528,2945.0,52
529,2950.0,55
530,2955.0,55
531,2960.0,47
532,2965.0,67
533,2970.0,78
534,2975.0,67
535,2980.0,72
536,2985.0,69
537,2990.0,56
538,2995.0,51
539,3000.0,56
540,3005.0,59
541,3010.0,70
542,3015.0,73
543,3020.0,66
544,3025.0,67
545,3030.0,45
546,3035.0,59
547,3040.0,75
548,3045.0,67
549,3050.0,56
550,3055.0,78
551,3060.0,70
552,3065.0,59
553,3070.0,64
554,3075.0,74
555,3080.0,70
556,3085.0,66
557,3090.0,76
558,3095.0,67
559,3100.0,55
560,3105.0,58
561,3110.0,68
562,3115.0,61
563,3120.0,68
564,3125.0,75
565,3130.0,60
566,3135.0,43
567,3140.0,57
568,3145.0,58
569,3150.0,55
570,3155.0,74
571,3160.0,88
572,3165.0,58
573,3170.0,61
574,3175.0,72
575,3180.0,58
576,3185.0,71
577,3190.0,83
578,3195.0,87
579,3200.0,74
580,3205.0,60
581,3210.0,51
582,3215.0,75
583,3220.0,86
584,3225.0,85
585,3230.0,93
586,3235.0,80
587,3240.0,49
588,3245.0,34
589,3250.0,62
590,3255.0,66
591,3260.0,54
592,3265.0,56
593,3270.0,55
594,3275.0,50
595,3280.0,63
596,3285.0,65
597,3290.0,54
598,3295.0,43
599,3300.0,47
600,3305.0,55
601,3310.0,62
602,3315.0,64
603,3320.0,70
604,3325.0,57
605,3330.0,55
606,3335.0,49
607,3340.0,58
608,3345.0,50
609,3350.0,56
610,3355.0,61
611,3360.0,54
612,3365.0,46
613,3370.0,49
614,3375.0,45
615,3380.0,51
616,3385.0,62
617,3390.0,41
618,3395.0,36
619,3400.0,45
620,3405.0,37
621,3410.0,53
622,3415.0,73
623,3420.0,57
624,3425.0,45
625,3430.0,47
626,3435.0,43
627,3440.0,49
628,3445.0,70
629,3450.0,55
630,3455.0,51
631,3460.0,45
632,3465.0,34
633,3470.0,38
634,3475.0,55
635,3480.0,56
636,3485.0,54
637,3490.0,52
638,3495.0,46
639,3500.0,46
640,3505.0,63
641,3510.0,57
642,3515.0,54
643,3520.0,71
644,3525.0,48
645,3530.0,38
646,3535.0,52
647,3540.0,57
648,3545.0,49
649,3550.0,55
650,3555.0,56
651,3560.0,49
652,3565.0,60
653,3570.0,60
654,3575.0,53
655,3580.0,70
656,3585.0,60
657,3590.0,59
658,3595.0,65
659,3600.0,46
660,3605.0,46
661,3610.0,51
662,3615.0,60
663,3620.0,68
664,3625.0,67
665,3630.0,55
666,3635.0,54
667,3640.0,57
668,3645.0,48
669,3650.0,52
670,3655.0,57
671,3660.0,56
672,3665.0,45
673,3670.0,72
674,3675.0,51
675,3680.0,54
676,3685.0,74
677,3690.0,67
678,3695.0,43
679,3700.0,52
680,3705.0,65
681,3710.0,62
682,3715.0,75
683,3720.0,74
684,3725.0,57
685,3730.0,43
686,3735.0,53
687,3740.0,78
688,3745.0,71
689,3750.0,69
690,3755.0,63
691,3760.0,56
692,3765.0,36
693,3770.0,45
694,3775.0,69
695,3780.0,67
696,3785.0,64
697,3790.0,77
698,3795.0,49
699,3800.0,35
700,3805.0,57
701,3810.0,61
702,3815.0,58
703,3820.0,68
704,3825.0,60
705,3830.0,62
706,3835.0,65
707,3840.0,62
708,3845.0,60
709,3850.0,60
710,3855.0,59
711,3860.0,64
712,3865.0,60
713,3870.0,75
714,3875.0,61
715,3880.0,76
716,3885.0,68
717,3890.0,49
718,3895.0,70
719,3900.0,68
720,3905.0,48
721,3910.0,51
722,3915.0,61
723,3920.0,48
724,3925.0,63
725,3930.0,76
726,3935.0,41
727,3940.0,57
728,3945.0,59
729,3950.0,47
730,3955.0,59
731,3960.0,53
732,3965.0,48
733,3970.0,62
734,3975.0,62
735,3980.0,52
736,3985.0,67
737,3990.0,51
738,3995.0,54
739,4000.0,76
740,4005.0,60
741,4010.0,45
742,4015.0,62
743,4020.0,56
744,4025.0,55
745,4030.0,72
746,4035.0,56
747,4040.0,45
748,4045.0,61
749,4050.0,49
750,4055.0,55
751,4060.0,77
752,4065.0,72
753,4070.0,62
754,4075.0,63
755,4080.0,46
756,4085.0,52
757,4090.0,62
758,4095.0,55
759,4100.0,59
760,4105.0,68
761,4110.0,54
762,4115.0,51
763,4120.0,50
764,4125.0,60
765,4130.0,61
766,4135.0,61
767,4140.0,50
768,4145.0,55
769,4150.0,49
770,4155.0,42
771,4160.0,58
772,4165.0,70
773,4170.0,49
774,4175.0,51
775,4180.0,49
776,4185.0,37
777,4190.0,66
778,4195.0,65
779,4200.0,37
780,4205.0,52
781,4210.0,59
782,4215.0,33
783,4220.0,39
784,4225.0,69
785,4230.0,57
786,4235.0,47
787,4240.0,56
788,4245.0,45
789,4250.0,49
790,4255.0,54
791,4260.0,52
792,4265.0,54
793,4270.0,59
794,4275.0,49
795,4280.0,37
796,4285.0,56
797,4290.0,51
798,4295.0,47
799,4300.0,64
800,4305.0,50
801,4310.0,48
802,4315.0,70
803,4320.0,59
804,4325.0,58
805,4330.0,67
806,4335.0,48
807,4340.0,50
808,4345.0,76
809,4350.0,58
810,4355.0,48
811,4360.0,60
812,4365.0,45
813,4370.0,48
814,4375.0,53
815,4380.0,28
816,4385.0,40
817,4390.0,64
818,4395.0,58
819,4400.0,47
820,4405.0,59
821,4410.0,47
822,4415.0,38
823,4420.0,56
824,4425.0,69
825,4430.0,51
826,4435.0,59
827,4440.0,50
828,4445.0,42
829,4450.0,56
830,4455.0,67
831,4460.0,67
832,4465.0,67
833,4470.0,59
834,4475.0,53
835,4480.0,57
836,4485.0,55
837,4490.0,62
838,4495.0,47
839,4500.0,53
840,4505.0,53
841,4510.0,42
842,4515.0,55
843,4520.0,70
844,4525.0,50
845,4530.0,58
846,4535.0,74
847,4540.0,66
848,4545.0,54
849,4550.0,62
850,4555.0,52
851,4560.0,41
852,4565.0,68
853,4570.0,70
854,4575.0,70
855,4580.0,79
856,4585.0,69
857,4590.0,53
858,4595.0,38
859,4600.0,58
860,4605.0,60
861,4610.0,76
862,4615.0,77
863,4620.0,67
864,4625.0,48
865,4630.0,50
866,4635.0,66
867,4640.0,59
868,4645.0,61
869,4650.0,44
870,4655.0,44
871,4660.0,58
872,4665.0,67
873,4670.0,63
874,4675.0,56
875,4680.0,47
876,4685.0,37
877,4690.0,41
878,4695.0,56
879,4700.0,57
880,4705.0,46
881,4710.0,42
882,4715.0,48
883,4720.0,55
884,4725.0,55
885,4730.0,56
886,4735.0,53
887,4740.0,45
888,4745.0,45
889,4750.0,52
890,4755.0,51
891,4760.0,51
892,4765.0,61
893,4770.0,44
894,4775.0,32
895,4780.0,52
896,4785.0,48
897,4790.0,49
898,4795.0,55
899,4800.0,56
900,4805.0,53
901,4810.0,45
902,4815.0,41
903,4820.0,52
904,4825.0,50
905,4830.0,33
906,4835.0,42
907,4840.0,51
908,4845.0,42
909,4850.0,47
910,4855.0,56
911,4860.0,50
912,4865.0,52
913,4870.0,55
914,4875.0,33
915,4880.0,31
916,4885.0,59
917,4890.0,53
918,4895.0,45
919,4900.0,53
920,4905.0,43
921,4910.0,40
922,4915.0,52
923,4920.0,45
924,4925.0,48
925,4930.0,74
926,4935.0,49
927,4940.0,45
928,4945.0,64
929,4950.0,48
930,4955.0,55
931,4960.0,79
932,4965.0,62
933,4970.0,46
934,4975.0,64
935,4980.0,43
936,4985.0,36
937,4990.0,68
938,4995.0,67
939,5000.0,47
940,5005.0,54
941,5010.0,53
942,5015.0,55
943,5020.0,67
944,5025.0,71
945,5030.0,54
946,5035.0,63
947,5040.0,46
948,5045.0,33
949,5050.0,63
950,5055.0,62
951,5060.0,50
952,5065.0,64
953,5070.0,57
954,5075.0,35
955,5080.0,55
956,5085.0,55
957,5090.0,35
958,5095.0,44
959,5100.0,43
960,5105.0,39
961,5110.0,53
962,5115.0,62
963,5120.0,47
964,5125.0,61
965,5130.0,45
966,5135.0,41
967,5140.0,54
968,5145.0,55
969,5150.0,55
970,5155.0,71
971,5160.0,52
972,5165.0,41
973,5170.0,49
974,5175.0,51
975,5180.0,45
976,5185.0,58
977,5190.0,36
978,5195.0,40
979,5200.0,46
980,5205.0,43
981,5210.0,51
982,5215.0,65
983,5220.0,37
984,5225.0,38
985,5230.0,56
986,5235.0,50
987,5240.0,44
988,5245.0,62
989,5250.0,49
990,5255.0,46
991,5260.0,61
992,5265.0,46
993,5270.0,30
994,5275.0,58
995,5280.0,56
996,5285.0,42
997,5290.0,70
998,5295.0,58
999,5300.0,55
1000,5305.0,58
1001,5310.0,40
1002,5315.0,36
1003,5320.0,55
1004,5325.0,39
1005,5330.0,51
1006,5335.0,75
1007,5340.0,48
1008,5345.0,55
1009,5350.0,78
1010,5355.0,45
1011,5360.0,43
1012,5365.0,70
1013,5370.0,55
1014,5375.0,47
1015,5380.0,72
1016,5385.0,56
1017,5390.0,48
1018,5395.0,71
1019,5400.0,58
1020,5405.0,54
1021,5410.0,70
1022,5415.0,45
1023,5420.0,44
1024,5425.0,69
1025,5430.0,54
1026,5435.0,50
1027,5440.0,76
1028,5445.0,53
1029,5450.0,53
1030,5455.0,76
1031,5460.0,61
1032,5465.0,55
1033,5470.0,63
1034,5475.0,55
1035,5480.0,56
1036,5485.0,62
1037,5490.0,62
1038,5495.0,66
1039,5500.0,76
1040,5505.0,54
1041,5510.0,54
1042,5515.0,59
1043,5520.0,60
1044,5525.0,55
1045,5530.0,66
1046,5535.0,62
1047,5540.0,70
1048,5545.0,75
1049,5550.0,58
1050,5555.0,61
1051,5560.0,62
1052,5565.0,40
1053,5570.0,47
1054,5575.0,64
1055,5580.0,54
1056,5585.0,73
1057,5590.0,77
1058,5595.0,55
1059,5600.0,50
1060,5605.0,58
1061,5610.0,40
1062,5615.0,51
1063,5620.0,62
1064,5625.0,46
1065,5630.0,55
1066,5635.0,64
1067,5640.0,37
1068,5645.0,42
1069,5650.0,69
1070,5655.0,51
1071,5660.0,53
1072,5665.0,82
1073,5670.0,51
1074,5675.0,46
1075,5680.0,63
1076,5685.0,40
1077,5690.0,50
1078,5695.0,66
1079,5700.0,48
1080,5705.0,73
1081,5710.0,81
1082,5715.0,35
1083,5720.0,50
1084,5725.0,66
1085,5730.0,33
1086,5735.0,55
1087,5740.0,74
1088,5745.0,50
1089,5750.0,48
1090,5755.0,56
1091,5760.0,31
1092,5765.0,51
1093,5770.0,72
1094,5775.0,68
1095,5780.0,70
1096,5785.0,64
1097,5790.0,40
1098,5795.0,52
1099,5800.0,65
1100,5805.0,54
1101,5810.0,49
1102,5815.0,50
1103,5820.0,29
1104,5825.0,52
1105,5830.0,65
1106,5835.0,55
1107,5840.0,59
1108,5845.0,57
1109,5850.0,27
1110,5855.0,43
1111,5860.0,62
1112,5865.0,63
1113,5870.0,57
1114,5875.0,66
1115,5880.0,46
1116,5885.0,43
1117,5890.0,63
1118,5895.0,56
1119,5900.0,56
1120,5905.0,52
1121,5910.0,63
1122,5915.0,69
1123,5920.0,73
1124,5925.0,59
1125,5930.0,45
1126,5935.0,60
1127,5940.0,53
1128,5945.0,41
1129,5950.0,60
1130,5955.0,61
1131,5960.0,63
1132,5965.0,69
1133,5970.0,50
1134,5975.0,45
1135,5980.0,56
1136,5985.0,49
1137,5990.0,56
1138,5995.0,75
1139,6000.0,51
1140,6005.0,47
1141,6010.0,68
1142,6015.0,46
1143,6020.0,44
1144,6025.0,72
1145,6030.0,52
1146,6035.0,49
1147,6040.0,67
1148,6045.0,55
1149,6050.0,58
1150,6055.0,65
1151,6060.0,52
1152,6065.0,44
1153,6070.0,61
1154,6075.0,49
1155,6080.0,59
1156,6085.0,85
1157,6090.0,63
1158,6095.0,62
1159,6100.0,49
1160,6105.0,40
1161,6110.0,47
1162,6115.0,70
1163,6120.0,65
1164,6125.0,62
1165,6130.0,79
1166,6135.0,73
1167,6140.0,66
1168,6145.0,60
1169,6150.0,58
1170,6155.0,52
1171,6160.0,77
1172,6165.0,60
1173,6170.0,41
1174,6175.0,65
1175,6180.0,62
1176,6185.0,47
1177,6190.0,67
1178,6195.0,76
1179,6200.0,44
1180,6205.0,61
1181,6210.0,64
1182,6215.0,53
1183,6220.0,47
1184,6225.0,52
1185,6230.0,73
1186,6235.0,64
1187,6240.0,45
1188,6245.0,56
1189,6250.0,51
1190,6255.0,40
1191,6260.0,57
1192,6265.0,60
1193,6270.0,54
1194,6275.0,57
1195,6280.0,52
1196,6285.0,53
1197,6290.0,40
1198,6295.0,40
1199,6300.0,41
1200,6305.0,45
1201,6310.0,57
1202,6315.0,57
1203,6320.0,61
1204,6325.0,50
1205,6330.0,56
1206,6335.0,64
1207,6340.0,52
1208,6345.0,57
1209,6350.0,77
1210,6355.0,73
1211,6360.0,41
1212,6365.0,46
1213,6370.0,68
1214,6375.0,39
1215,6380.0,55
1216,6385.0,81
1217,6390.0,52
1218,6395.0,46
1219,6400.0,61
1220,6405.0,56
1221,6410.0,57
1222,6415.0,66
1223,6420.0,71
1224,6425.0,63
1225,6430.0,48
1226,6435.0,50
1227,6440.0,58
1228,6445.0,63
1229,6450.0,57
1230,6455.0,62
1231,6460.0,65
1232,6465.0,38
1233,6470.0,36
1234,6475.0,58
1235,6480.0,49
1236,6485.0,50
1237,6490.0,68
1238,6495.0,56
1239,6500.0,42
1240,6505.0,56
1241,6510.0,39
1242,6515.0,32
1243,6520.0,61
1244,6525.0,71
1245,6530.0,60
1246,6535.0,49
1247,6540.0,41
1248,6545.0,49
1249,6550.0,72
1250,6555.0,48
1251,6560.0,45
1252,6565.0,60
1253,6570.0,34
1254,6575.0,30
1255,6580.0,49
1256,6585.0,47
1257,6590.0,38
1258,6595.0,54
1259,6600.0,44
1260,6605.0,44
1261,6610.0,54
1262,6615.0,47
1263,6620.0,52
1264,6625.0,59
1265,6630.0,29
1266,6635.0,43
1267,6640.0,60
1268,6645.0,47
1269,6650.0,38
1270,6655.0,59
1271,6660.0,43
1272,6665.0,36
1273,6670.0,56
1274,6675.0,58
1275,6680.0,40
1276,6685.0,41
1277,6690.0,41
1278,6695.0,40
1279,6700.0,69
1280,6705.0,55
1281,6710.0,53
1282,6715.0,59
1283,6720.0,32
1284,6725.0,36
1285,6730.0,65
1286,6735.0,64
1287,6740.0,66
1288,6745.0,76
1289,6750.0,56
1290,6755.0,34
1291,6760.0,41
1292,6765.0,44
1293,6770.0,39
1294,6775.0,64
1295,6780.0,63
1296,6785.0,59
1297,6790.0,57
1298,6795.0,37
1299,6800.0,44
1300,6805.0,59
1301,6810.0,46
1302,6815.0,58
1303,6820.0,70
1304,6825.0,46
1305,6830.0,34
1306,6835.0,50
1307,6840.0,34
1308,6845.0,47
1309,6850.0,67
1310,6855.0,56
1311,6860.0,38
1312,6865.0,42
1313,6870.0,35
1314,6875.0,37
1315,6880.0,55
1316,6885.0,59
1317,6890.0,52
1318,6895.0,45
1319,6900.0,44
1320,6905.0,43
1321,6910.0,46
1322,6915.0,45
1323,6920.0,53
1324,6925.0,59
1325,6930.0,50
1326,6935.0,49
1327,6940.0,55
1328,6945.0,41
1329,6950.0,53
1330,6955.0,63
1331,6960.0,49
1332,6965.0,54
1333,6970.0,63
1334,6975.0,44
1335,6980.0,39
1336,6985.0,66
1337,6990.0,54
1338,6995.0,56
1339,7000.0,56
1340,7005.0,55
1341,7010.0,55
1342,7015.0,58
1343,7020.0,44
1344,7025.0,40
1345,7030.0,60
1346,7035.0,62
1347,7040.0,48
1348,7045.0,62
1349,7050.0,55
1350,7055.0,37
1351,7060.0,65
1352,7065.0,65
1353,7070.0,50
1354,7075.0,71
1355,7080.0,58
1356,7085.0,58
1357,7090.0,57
1358,7095.0,35
1359,7100.0,43
1360,7105.0,61
1361,7110.0,47
1362,7115.0,58
1363,7120.0,55
1364,7125.0,42
1365,7130.0,48
1366,7135.0,59
1367,7140.0,34
1368,7145.0,42
1369,7150.0,46
1370,7155.0,31
1371,7160.0,45
1372,7165.0,63
1373,7170.0,40
1374,7175.0,29
1375,7180.0,43
1376,7185.0,43
1377,7190.0,32
1378,7195.0,60
1379,7200.0,59
1380,7205.0,39
1381,7210.0,49
1382,7215.0,47
1383,7220.0,39
1384,7225.0,46
1385,7230.0,49
1386,7235.0,46
1387,7240.0,49
1388,7245.0,43
1389,7250.0,30
1390,7255.0,41
1391,7260.0,45
1392,7265.0,41
1393,7270.0,37
1394,7275.0,28
1395,7280.0,43
1396,7285.0,46
1397,7290.0,37
1398,7295.0,34
1399,7300.0,52
1400,7305.0,50
1401,7310.0,38
1402,7315.0,49
1403,7320.0,39
1404,7325.0,33
1405,7330.0,47
1406,7335.0,47
1407,7340.0,42
1408,7345.0,49
1409,7350.0,39
1410,7355.0,41
1411,7360.0,52
1412,7365.0,29
1413,7370.0,31
1414,7375.0,47
1415,7380.0,40
1416,7385.0,27
1417,7390.0,46
1418,7395.0,46
1419,7400.0,45
1420,7405.0,50
1421,7410.0,42
1422,7415.0,32
1423,7420.0,40
1424,7425.0,46
1425,7430.0,43
1426,7435.0,50
1427,7440.0,53
1428,7445.0,37
1429,7450.0,37
1430,7455.0,49
1431,7460.0,49
1432,7465.0,60
1433,7470.0,56
1434,7475.0,45
1435,7480.0,46
1436,7485.0,47
1437,7490.0,48
1438,7495.0,45
1439,7500.0,38
1440,7505.0,38
1441,7510.0,39
1442,7515.0,38
1443,7520.0,53
1444,7525.0,72
1445,7530.0,62
1446,7535.0,49
1447,7540.0,40
1448,7545.0,33
1449,7550.0,44
1450,7555.0,52
1451,7560.0,53
1452,7565.0,50
1453,7570.0,47
1454,7575.0,54
1455,7580.0,62
1456,7585.0,58
1457,7590.0,58
1458,7595.0,53
1459,7600.0,48
1460,7605.0,54
1461,7610.0,58
1462,7615.0,52
1463,7620.0,57
1464,7625.0,60
1465,7630.0,53
1466,7635.0,46
1467,7640.0,55
1468,7645.0,46
1469,7650.0,49
1470,7655.0,62
1471,7660.0,55
1472,7665.0,40
1473,7670.0,51
1474,7675.0,42
1475,7680.0,37
1476,7685.0,53
1477,7690.0,56
1478,7695.0,42
1479,7700.0,63
1480,7705.0,51
1481,7710.0,37
1482,7715.0,59
1483,7720.0,60
1484,7725.0,40
1485,7730.0,60
1486,7735.0,59
1487,7740.0,42
1488,7745.0,58
1489,7750.0,68
1490,7755.0,52
1491,7760.0,47
1492,7765.0,38
1493,7770.0,33
1494,7775.0,46
1495,7780.0,51
1496,7785.0,40
1497,7790.0,55
1498,7795.0,58
1499,7800.0,44
1500,7805.0,52
1501,7810.0,44
1502,7815.0,37
1503,7820.0,52
1504,7825.0,53
1505,7830.0,45
1506,7835.0,48
1507,7840.0,54
1508,7845.0,39
1509,7850.0,57
1510,7855.0,54
