分钟,路口号+车道号,车流量
2024-10-20 05:57:00,EW,3
2024-10-20 05:57:00,NS,2
2024-10-20 05:57:00,SN,2
2024-10-20 05:57:00,WE,2
2024-10-20 05:58:00,EW,1
2024-10-20 05:58:00,NS,2
2024-10-20 05:58:00,SN,1
2024-10-20 05:58:00,SW,2
2024-10-20 05:58:00,WE,2
2024-10-20 05:58:00,WN,1
2024-10-20 05:59:00,EW,2
2024-10-20 05:59:00,NS,1
2024-10-20 05:59:00,SN,1
2024-10-20 05:59:00,WE,3
2024-10-20 05:59:00,WN,1
2024-10-20 06:00:00,EW,2
2024-10-20 06:00:00,NS,1
2024-10-20 06:00:00,SW,1
2024-10-20 06:00:00,WN,3
2024-10-20 06:01:00,EW,1
2024-10-20 06:01:00,NE,1
2024-10-20 06:01:00,NS,3
2024-10-20 06:01:00,SW,1
2024-10-20 06:01:00,WE,2
2024-10-20 06:02:00,EW,1
2024-10-20 06:02:00,NS,2
2024-10-20 06:02:00,SN,1
2024-10-20 06:02:00,SW,1
2024-10-20 06:02:00,WE,2
2024-10-20 06:02:00,WN,1
2024-10-20 06:03:00,EW,2
2024-10-20 06:03:00,WE,6
2024-10-20 06:03:00,WN,1
2024-10-20 06:04:00,EW,2
2024-10-20 06:04:00,NS,2
2024-10-20 06:04:00,SN,1
2024-10-20 06:04:00,SW,2
2024-10-20 06:04:00,WE,1
2024-10-20 06:05:00,EW,2
2024-10-20 06:05:00,NS,1
2024-10-20 06:05:00,WE,2
2024-10-20 06:06:00,NS,2
2024-10-20 06:06:00,SN,4
2024-10-20 06:06:00,SW,1
2024-10-20 06:06:00,WE,1
2024-10-20 06:06:00,WN,2
2024-10-20 06:07:00,ES,1
2024-10-20 06:07:00,EW,1
2024-10-20 06:07:00,NS,1
2024-10-20 06:07:00,SN,2
2024-10-20 06:07:00,SW,1
2024-10-20 06:07:00,WE,3
2024-10-20 06:07:00,WN,2
2024-10-20 06:08:00,EW,4
2024-10-20 06:08:00,NS,3
2024-10-20 06:08:00,SN,2
2024-10-20 06:08:00,SW,4
2024-10-20 06:08:00,WE,5
2024-10-20 06:09:00,EW,1
2024-10-20 06:09:00,NE,1
2024-10-20 06:09:00,NS,4
2024-10-20 06:09:00,SN,2
2024-10-20 06:09:00,SW,1
2024-10-20 06:09:00,WE,3
2024-10-20 06:10:00,EW,1
2024-10-20 06:10:00,NS,3
2024-10-20 06:10:00,SN,1
2024-10-20 06:10:00,SW,2
2024-10-20 06:10:00,WE,1
2024-10-20 06:11:00,EW,2
2024-10-20 06:11:00,SW,2
2024-10-20 06:11:00,WE,1
2024-10-20 06:12:00,EW,1
2024-10-20 06:12:00,NE,1
2024-10-20 06:12:00,NS,2
2024-10-20 06:12:00,SN,3
2024-10-20 06:12:00,SW,1
2024-10-20 06:12:00,WE,2
2024-10-20 06:12:00,WN,1
2024-10-20 06:13:00,EW,2
2024-10-20 06:13:00,NS,2
2024-10-20 06:13:00,SN,4
2024-10-20 06:13:00,SW,3
2024-10-20 06:13:00,WE,2
2024-10-20 06:14:00,ES,1
2024-10-20 06:14:00,EW,2
2024-10-20 06:14:00,NS,4
2024-10-20 06:14:00,SN,1
2024-10-20 06:14:00,SW,1
2024-10-20 06:15:00,ES,1
2024-10-20 06:15:00,EW,1
2024-10-20 06:15:00,SN,5
2024-10-20 06:15:00,SW,2
2024-10-20 06:15:00,WE,1
2024-10-20 06:16:00,NE,1
2024-10-20 06:16:00,NS,3
2024-10-20 06:16:00,SW,3
2024-10-20 06:16:00,WE,1
2024-10-20 06:17:00,EW,1
2024-10-20 06:17:00,NS,1
2024-10-20 06:17:00,SW,2
2024-10-20 06:17:00,WE,1
2024-10-20 06:17:00,WN,1
2024-10-20 06:18:00,ES,1
2024-10-20 06:18:00,EW,2
2024-10-20 06:18:00,NE,1
2024-10-20 06:18:00,NS,1
2024-10-20 06:18:00,SN,4
2024-10-20 06:19:00,ES,1
2024-10-20 06:19:00,EW,3
2024-10-20 06:19:00,NE,1
2024-10-20 06:19:00,SN,2
2024-10-20 06:19:00,WE,6
2024-10-20 06:20:00,EW,1
2024-10-20 06:20:00,NE,1
2024-10-20 06:20:00,NS,5
2024-10-20 06:20:00,SN,2
2024-10-20 06:20:00,SW,3
2024-10-20 06:20:00,WE,1
2024-10-20 06:20:00,WN,1
2024-10-20 06:21:00,EW,2
2024-10-20 06:21:00,NS,4
2024-10-20 06:21:00,SN,1
2024-10-20 06:21:00,WE,2
2024-10-20 06:22:00,ES,1
2024-10-20 06:22:00,EW,2
2024-10-20 06:22:00,NS,3
2024-10-20 06:22:00,SN,4
2024-10-20 06:22:00,SW,5
2024-10-20 06:22:00,WE,1
2024-10-20 06:23:00,EW,1
2024-10-20 06:23:00,NS,2
2024-10-20 06:23:00,SN,3
2024-10-20 06:23:00,SW,2
2024-10-20 06:23:00,WE,1
2024-10-20 06:24:00,EW,3
2024-10-20 06:24:00,NE,1
2024-10-20 06:24:00,NS,2
2024-10-20 06:24:00,SN,3
2024-10-20 06:24:00,SW,2
2024-10-20 06:24:00,WE,2
2024-10-20 06:25:00,EW,1
2024-10-20 06:25:00,NS,1
2024-10-20 06:25:00,WE,2
2024-10-20 06:25:00,WN,1
2024-10-20 06:26:00,ES,1
2024-10-20 06:26:00,EW,1
2024-10-20 06:26:00,NS,2
2024-10-20 06:26:00,SN,3
2024-10-20 06:26:00,SW,2
2024-10-20 06:26:00,WE,1
2024-10-20 06:26:00,WN,1
2024-10-20 06:27:00,EW,4
2024-10-20 06:27:00,NS,3
2024-10-20 06:27:00,SN,3
2024-10-20 06:27:00,SW,4
2024-10-20 06:27:00,WE,7
2024-10-20 06:27:00,WN,3
2024-10-20 06:28:00,ES,1
2024-10-20 06:28:00,NE,1
2024-10-20 06:28:00,NS,1
2024-10-20 06:28:00,SN,2
2024-10-20 06:28:00,WN,1
2024-10-20 06:29:00,ES,1
2024-10-20 06:29:00,EW,2
2024-10-20 06:29:00,NS,3
2024-10-20 06:29:00,SN,3
2024-10-20 06:29:00,SW,1
2024-10-20 06:29:00,WN,1
2024-10-20 06:30:00,EW,4
2024-10-20 06:30:00,NS,5
2024-10-20 06:30:00,SN,2
2024-10-20 06:30:00,SW,3
2024-10-20 06:30:00,WE,5
2024-10-20 06:30:00,WN,1
2024-10-20 06:31:00,EW,2
2024-10-20 06:31:00,NS,4
2024-10-20 06:31:00,SN,2
2024-10-20 06:31:00,WE,1
2024-10-20 06:32:00,ES,1
2024-10-20 06:32:00,EW,2
2024-10-20 06:32:00,NS,1
2024-10-20 06:32:00,SN,2
2024-10-20 06:32:00,SW,4
2024-10-20 06:32:00,WE,1
2024-10-20 06:32:00,WN,1
2024-10-20 06:33:00,NS,3
2024-10-20 06:33:00,SN,5
2024-10-20 06:33:00,SW,1
2024-10-20 06:33:00,WE,4
2024-10-20 06:33:00,WN,2
2024-10-20 06:34:00,EW,3
2024-10-20 06:34:00,NS,6
2024-10-20 06:34:00,SN,2
2024-10-20 06:34:00,SW,3
2024-10-20 06:34:00,WE,1
2024-10-20 06:34:00,WN,2
2024-10-20 06:35:00,EW,2
2024-10-20 06:35:00,NS,2
2024-10-20 06:35:00,SN,3
2024-10-20 06:35:00,SW,4
2024-10-20 06:35:00,WE,3
2024-10-20 06:35:00,WN,3
2024-10-20 06:36:00,NS,3
2024-10-20 06:36:00,SN,3
2024-10-20 06:36:00,SW,2
2024-10-20 06:36:00,WE,3
2024-10-20 06:36:00,WN,2
2024-10-20 06:37:00,ES,1
2024-10-20 06:37:00,EW,2
2024-10-20 06:37:00,NE,1
2024-10-20 06:37:00,NS,2
2024-10-20 06:37:00,SN,3
2024-10-20 06:37:00,SW,2
2024-10-20 06:37:00,WE,2
2024-10-20 06:38:00,NS,1
2024-10-20 06:38:00,SN,5
2024-10-20 06:38:00,SW,1
2024-10-20 06:38:00,WE,1
2024-10-20 06:39:00,ES,2
2024-10-20 06:39:00,EW,7
2024-10-20 06:39:00,NE,1
2024-10-20 06:39:00,NS,1
2024-10-20 06:39:00,SN,6
2024-10-20 06:39:00,SW,2
2024-10-20 06:39:00,WE,3
2024-10-20 06:39:00,WN,1
2024-10-20 06:40:00,ES,1
2024-10-20 06:40:00,EW,1
2024-10-20 06:40:00,NS,2
2024-10-20 06:40:00,SN,1
2024-10-20 06:40:00,SW,11
2024-10-20 06:41:00,ES,1
2024-10-20 06:41:00,EW,3
2024-10-20 06:41:00,SN,4
2024-10-20 06:41:00,SW,4
2024-10-20 06:41:00,WE,8
2024-10-20 06:41:00,WN,2
2024-10-20 06:42:00,ES,2
2024-10-20 06:42:00,EW,3
2024-10-20 06:42:00,NS,1
2024-10-20 06:42:00,SW,2
2024-10-20 06:42:00,WE,3
2024-10-20 06:43:00,ES,1
2024-10-20 06:43:00,EW,2
2024-10-20 06:43:00,NS,1
2024-10-20 06:43:00,SN,2
2024-10-20 06:43:00,SW,1
2024-10-20 06:43:00,WE,2
2024-10-20 06:43:00,WN,1
2024-10-20 06:44:00,EW,1
2024-10-20 06:44:00,NS,3
2024-10-20 06:44:00,SN,2
2024-10-20 06:44:00,SW,2
2024-10-20 06:44:00,WE,5
2024-10-20 06:44:00,WN,2
2024-10-20 06:45:00,ES,1
2024-10-20 06:45:00,EW,1
2024-10-20 06:45:00,NS,1
2024-10-20 06:45:00,SN,2
2024-10-20 06:45:00,SW,3
2024-10-20 06:45:00,WN,3
2024-10-20 06:46:00,ES,1
2024-10-20 06:46:00,EW,3
2024-10-20 06:46:00,NE,2
2024-10-20 06:46:00,NS,3
2024-10-20 06:46:00,SN,5
2024-10-20 06:46:00,SW,1
2024-10-20 06:46:00,WN,2
2024-10-20 06:47:00,EW,3
2024-10-20 06:47:00,NS,1
2024-10-20 06:47:00,SN,6
2024-10-20 06:47:00,SW,4
2024-10-20 06:47:00,WE,6
2024-10-20 06:48:00,ES,1
2024-10-20 06:48:00,EW,1
2024-10-20 06:48:00,NE,1
2024-10-20 06:48:00,NS,3
2024-10-20 06:48:00,SN,6
2024-10-20 06:48:00,SW,2
2024-10-20 06:48:00,WE,3
2024-10-20 06:48:00,WN,2
2024-10-20 06:49:00,EW,1
2024-10-20 06:49:00,NS,1
2024-10-20 06:49:00,SN,3
2024-10-20 06:49:00,SW,3
2024-10-20 06:49:00,WE,8
2024-10-20 06:50:00,EW,4
2024-10-20 06:50:00,NS,2
2024-10-20 06:50:00,SN,5
2024-10-20 06:50:00,SW,6
2024-10-20 06:50:00,WE,4
2024-10-20 06:50:00,WN,3
2024-10-20 06:51:00,EW,2
2024-10-20 06:51:00,NS,2
2024-10-20 06:51:00,SN,7
2024-10-20 06:51:00,SW,2
2024-10-20 06:51:00,WE,11
2024-10-20 06:51:00,WN,2
2024-10-20 06:52:00,EW,1
2024-10-20 06:52:00,NS,2
2024-10-20 06:52:00,SN,2
2024-10-20 06:52:00,SW,4
2024-10-20 06:52:00,WE,2
2024-10-20 06:52:00,WN,3
2024-10-20 06:53:00,EW,11
2024-10-20 06:53:00,SN,1
2024-10-20 06:53:00,SW,1
2024-10-20 06:53:00,WE,2
2024-10-20 06:53:00,WN,1
2024-10-20 06:54:00,EW,3
2024-10-20 06:54:00,NS,11
2024-10-20 06:54:00,SN,6
2024-10-20 06:54:00,SW,7
2024-10-20 06:54:00,WE,2
2024-10-20 06:54:00,WN,1
2024-10-20 06:55:00,ES,1
2024-10-20 06:55:00,EW,3
2024-10-20 06:55:00,NS,2
2024-10-20 06:55:00,SN,4
2024-10-20 06:55:00,SW,4
2024-10-20 06:55:00,WE,9
2024-10-20 06:55:00,WN,2
2024-10-20 06:56:00,ES,2
2024-10-20 06:56:00,EW,4
2024-10-20 06:56:00,NS,3
2024-10-20 06:56:00,SN,1
2024-10-20 06:56:00,SW,4
2024-10-20 06:56:00,WE,1
2024-10-20 06:57:00,EW,2
2024-10-20 06:57:00,NE,1
2024-10-20 06:57:00,NS,5
2024-10-20 06:57:00,SN,3
2024-10-20 06:57:00,SW,4
2024-10-20 06:57:00,WE,2
2024-10-20 06:58:00,EW,8
2024-10-20 06:58:00,NS,4
2024-10-20 06:58:00,SN,4
2024-10-20 06:58:00,SW,3
2024-10-20 06:58:00,WE,4
2024-10-20 06:58:00,WN,1
2024-10-20 06:59:00,EW,2
2024-10-20 06:59:00,NE,1
2024-10-20 06:59:00,NS,1
2024-10-20 06:59:00,SN,6
2024-10-20 06:59:00,SW,3
2024-10-20 06:59:00,WE,5
2024-10-20 06:59:00,WN,2
2024-10-20 07:00:00,NE,1
2024-10-20 07:00:00,NS,4
2024-10-20 07:00:00,SN,6
2024-10-20 07:00:00,SW,4
2024-10-20 07:00:00,WE,7
2024-10-20 07:00:00,WN,2
2024-10-20 07:01:00,ES,1
2024-10-20 07:01:00,EW,7
2024-10-20 07:01:00,NS,3
2024-10-20 07:01:00,SN,7
2024-10-20 07:01:00,SW,4
2024-10-20 07:01:00,WE,1
2024-10-20 07:02:00,ES,2
2024-10-20 07:02:00,EW,2
2024-10-20 07:02:00,NS,2
2024-10-20 07:02:00,SN,6
2024-10-20 07:02:00,SW,7
2024-10-20 07:02:00,WE,7
2024-10-20 07:03:00,ES,1
2024-10-20 07:03:00,EW,1
2024-10-20 07:03:00,NS,2
2024-10-20 07:03:00,SN,4
2024-10-20 07:03:00,SW,5
2024-10-20 07:03:00,WN,1
2024-10-20 07:04:00,EW,3
2024-10-20 07:04:00,NS,3
2024-10-20 07:04:00,SN,5
2024-10-20 07:04:00,SW,6
2024-10-20 07:04:00,WE,8
2024-10-20 07:05:00,ES,1
2024-10-20 07:05:00,EW,1
2024-10-20 07:05:00,NS,4
2024-10-20 07:05:00,SN,4
2024-10-20 07:05:00,SW,4
2024-10-20 07:05:00,WE,3
2024-10-20 07:05:00,WN,3
2024-10-20 07:06:00,EW,7
2024-10-20 07:06:00,NS,2
2024-10-20 07:06:00,SN,2
2024-10-20 07:06:00,SW,4
2024-10-20 07:06:00,WE,4
2024-10-20 07:06:00,WN,2
2024-10-20 07:07:00,EW,4
2024-10-20 07:07:00,NE,2
2024-10-20 07:07:00,NS,3
2024-10-20 07:07:00,SN,7
2024-10-20 07:07:00,SW,6
2024-10-20 07:07:00,WE,4
2024-10-20 07:08:00,EW,3
2024-10-20 07:08:00,NS,4
2024-10-20 07:08:00,SN,4
2024-10-20 07:08:00,SW,6
2024-10-20 07:08:00,WE,7
2024-10-20 07:08:00,WN,3
2024-10-20 07:09:00,ES,3
2024-10-20 07:09:00,EW,8
2024-10-20 07:09:00,NS,1
2024-10-20 07:09:00,SN,5
2024-10-20 07:09:00,SW,6
2024-10-20 07:09:00,WE,5
2024-10-20 07:10:00,EW,2
2024-10-20 07:10:00,NS,7
2024-10-20 07:10:00,SN,7
2024-10-20 07:10:00,SW,9
2024-10-20 07:10:00,WE,9
2024-10-20 07:10:00,WN,1
2024-10-20 07:11:00,ES,2
2024-10-20 07:11:00,EW,3
2024-10-20 07:11:00,NS,3
2024-10-20 07:11:00,SN,3
2024-10-20 07:11:00,SW,7
2024-10-20 07:11:00,WE,4
2024-10-20 07:11:00,WN,3
2024-10-20 07:12:00,ES,1
2024-10-20 07:12:00,EW,4
2024-10-20 07:12:00,NE,1
2024-10-20 07:12:00,NS,5
2024-10-20 07:12:00,SN,1
2024-10-20 07:12:00,SW,5
2024-10-20 07:12:00,WE,5
2024-10-20 07:12:00,WN,1
2024-10-20 07:13:00,EW,4
2024-10-20 07:13:00,NE,1
2024-10-20 07:13:00,NS,2
2024-10-20 07:13:00,SN,9
2024-10-20 07:13:00,SW,7
2024-10-20 07:13:00,WE,5
2024-10-20 07:13:00,WN,5
2024-10-20 07:14:00,EW,7
2024-10-20 07:14:00,NS,4
2024-10-20 07:14:00,SN,5
2024-10-20 07:14:00,SW,5
2024-10-20 07:14:00,WN,1
2024-10-20 07:15:00,ES,1
2024-10-20 07:15:00,EW,4
2024-10-20 07:15:00,NS,1
2024-10-20 07:15:00,SN,8
2024-10-20 07:15:00,SW,8
2024-10-20 07:15:00,WE,7
2024-10-20 07:15:00,WN,1
2024-10-20 07:16:00,ES,1
2024-10-20 07:16:00,EW,4
2024-10-20 07:16:00,NS,3
2024-10-20 07:16:00,SN,4
2024-10-20 07:16:00,SW,11
2024-10-20 07:16:00,WN,1
2024-10-20 07:17:00,ES,1
2024-10-20 07:17:00,EW,6
2024-10-20 07:17:00,NE,1
2024-10-20 07:17:00,NS,6
2024-10-20 07:17:00,SN,3
2024-10-20 07:17:00,SW,8
2024-10-20 07:17:00,WE,15
2024-10-20 07:17:00,WN,2
2024-10-20 07:18:00,EW,5
2024-10-20 07:18:00,NE,1
2024-10-20 07:18:00,NS,4
2024-10-20 07:18:00,SN,4
2024-10-20 07:18:00,SW,5
2024-10-20 07:18:00,WE,7
2024-10-20 07:18:00,WN,2
2024-10-20 07:19:00,EW,5
2024-10-20 07:19:00,NS,7
2024-10-20 07:19:00,SN,3
2024-10-20 07:19:00,SW,6
2024-10-20 07:19:00,WE,7
2024-10-20 07:19:00,WN,3
2024-10-20 07:20:00,EW,7
2024-10-20 07:20:00,NE,1
2024-10-20 07:20:00,NS,2
2024-10-20 07:20:00,SW,4
2024-10-20 07:20:00,WE,7
2024-10-20 07:20:00,WN,1
2024-10-20 07:21:00,ES,1
2024-10-20 07:21:00,EW,4
2024-10-20 07:21:00,NS,1
2024-10-20 07:21:00,SN,2
2024-10-20 07:21:00,SW,5
2024-10-20 07:21:00,WE,6
2024-10-20 07:22:00,ES,2
2024-10-20 07:22:00,EW,7
2024-10-20 07:22:00,NE,1
2024-10-20 07:22:00,NS,2
2024-10-20 07:22:00,SW,7
2024-10-20 07:22:00,WE,12
2024-10-20 07:22:00,WN,2
2024-10-20 07:23:00,EW,3
2024-10-20 07:23:00,NE,1
2024-10-20 07:23:00,NS,1
2024-10-20 07:23:00,SN,5
2024-10-20 07:23:00,SW,7
2024-10-20 07:23:00,WE,8
2024-10-20 07:23:00,WN,2
2024-10-20 07:24:00,EW,8
2024-10-20 07:24:00,NE,1
2024-10-20 07:24:00,NS,2
2024-10-20 07:24:00,SN,5
2024-10-20 07:24:00,SW,13
2024-10-20 07:24:00,WE,7
2024-10-20 07:24:00,WN,1
2024-10-20 07:25:00,ES,1
2024-10-20 07:25:00,EW,6
2024-10-20 07:25:00,NE,1
2024-10-20 07:25:00,NS,7
2024-10-20 07:25:00,SN,5
2024-10-20 07:25:00,SW,10
2024-10-20 07:25:00,WE,9
2024-10-20 07:25:00,WN,3
2024-10-20 07:26:00,EW,3
2024-10-20 07:26:00,NS,7
2024-10-20 07:26:00,SN,3
2024-10-20 07:26:00,SW,9
2024-10-20 07:26:00,WE,17
2024-10-20 07:26:00,WN,1
2024-10-20 07:27:00,ES,1
2024-10-20 07:27:00,EW,9
2024-10-20 07:27:00,NS,6
2024-10-20 07:27:00,SN,4
2024-10-20 07:27:00,SW,6
2024-10-20 07:27:00,WE,3
2024-10-20 07:27:00,WN,1
2024-10-20 07:28:00,ES,1
2024-10-20 07:28:00,EW,6
2024-10-20 07:28:00,NE,1
2024-10-20 07:28:00,NS,3
2024-10-20 07:28:00,SN,6
2024-10-20 07:28:00,SW,8
2024-10-20 07:28:00,WE,9
2024-10-20 07:28:00,WN,3
2024-10-20 07:29:00,EW,2
2024-10-20 07:29:00,NS,3
2024-10-20 07:29:00,SN,4
2024-10-20 07:29:00,SW,11
2024-10-20 07:29:00,WE,1
2024-10-20 07:30:00,ES,4
2024-10-20 07:30:00,EW,4
2024-10-20 07:30:00,NE,1
2024-10-20 07:30:00,NS,4
2024-10-20 07:30:00,SN,4
2024-10-20 07:30:00,SW,10
2024-10-20 07:30:00,WE,11
2024-10-20 07:30:00,WN,3
2024-10-20 07:31:00,EW,7
2024-10-20 07:31:00,NS,5
2024-10-20 07:31:00,SN,4
2024-10-20 07:31:00,SW,10
2024-10-20 07:31:00,WE,3
2024-10-20 07:32:00,ES,1
2024-10-20 07:32:00,EW,1
2024-10-20 07:32:00,NS,7
2024-10-20 07:32:00,SN,8
2024-10-20 07:32:00,SW,4
2024-10-20 07:32:00,WE,19
2024-10-20 07:32:00,WN,2
2024-10-20 07:33:00,ES,3
2024-10-20 07:33:00,EW,9
2024-10-20 07:33:00,NS,4
2024-10-20 07:33:00,SN,5
2024-10-20 07:33:00,SW,6
2024-10-20 07:33:00,WE,6
2024-10-20 07:33:00,WN,1
2024-10-20 07:34:00,ES,1
2024-10-20 07:34:00,EW,3
2024-10-20 07:34:00,NS,7
2024-10-20 07:34:00,SN,7
2024-10-20 07:34:00,SW,9
2024-10-20 07:34:00,WE,13
2024-10-20 07:34:00,WN,1
2024-10-20 07:35:00,ES,1
2024-10-20 07:35:00,EW,6
2024-10-20 07:35:00,NE,4
2024-10-20 07:35:00,NS,4
2024-10-20 07:35:00,SN,3
2024-10-20 07:35:00,SW,6
2024-10-20 07:35:00,WE,1
2024-10-20 07:35:00,WN,1
2024-10-20 07:36:00,ES,6
2024-10-20 07:36:00,EW,7
2024-10-20 07:36:00,NS,6
2024-10-20 07:36:00,SN,10
2024-10-20 07:36:00,SW,6
2024-10-20 07:36:00,WE,11
2024-10-20 07:36:00,WN,2
2024-10-20 07:37:00,ES,1
2024-10-20 07:37:00,EW,3
2024-10-20 07:37:00,NE,1
2024-10-20 07:37:00,NS,5
2024-10-20 07:37:00,SN,8
2024-10-20 07:37:00,SW,10
2024-10-20 07:37:00,WE,10
2024-10-20 07:37:00,WN,3
2024-10-20 07:38:00,ES,8
2024-10-20 07:38:00,EW,12
2024-10-20 07:38:00,NE,1
2024-10-20 07:38:00,NS,3
2024-10-20 07:38:00,SN,6
2024-10-20 07:38:00,SW,11
2024-10-20 07:38:00,WE,7
2024-10-20 07:38:00,WN,1
2024-10-20 07:39:00,ES,9
2024-10-20 07:39:00,EW,4
2024-10-20 07:39:00,NS,1
2024-10-20 07:39:00,SN,14
2024-10-20 07:39:00,SW,5
2024-10-20 07:39:00,WE,5
2024-10-20 07:39:00,WN,1
2024-10-20 07:40:00,ES,3
2024-10-20 07:40:00,EW,3
2024-10-20 07:40:00,NE,2
2024-10-20 07:40:00,NS,5
2024-10-20 07:40:00,SN,5
2024-10-20 07:40:00,SW,14
2024-10-20 07:40:00,WE,2
2024-10-20 07:40:00,WN,1
2024-10-20 07:41:00,ES,3
2024-10-20 07:41:00,EW,7
2024-10-20 07:41:00,NE,1
2024-10-20 07:41:00,NS,3
2024-10-20 07:41:00,SN,9
2024-10-20 07:41:00,SW,3
2024-10-20 07:41:00,WE,11
2024-10-20 07:41:00,WN,6
2024-10-20 07:42:00,ES,2
2024-10-20 07:42:00,EW,6
2024-10-20 07:42:00,NS,6
2024-10-20 07:42:00,SN,1
2024-10-20 07:42:00,SW,7
2024-10-20 07:42:00,WE,2
2024-10-20 07:43:00,ES,5
2024-10-20 07:43:00,EW,6
2024-10-20 07:43:00,NE,2
2024-10-20 07:43:00,NS,3
2024-10-20 07:43:00,SN,14
2024-10-20 07:43:00,SW,12
2024-10-20 07:43:00,WE,22
2024-10-20 07:43:00,WN,5
2024-10-20 07:44:00,ES,3
2024-10-20 07:44:00,EW,3
2024-10-20 07:44:00,NS,5
2024-10-20 07:44:00,SN,1
2024-10-20 07:44:00,SW,5
2024-10-20 07:44:00,WE,5
2024-10-20 07:44:00,WN,1
2024-10-20 07:45:00,EW,1
2024-10-20 07:45:00,NS,3
2024-10-20 07:45:00,SN,10
2024-10-20 07:45:00,SW,5
2024-10-20 07:45:00,WE,15
2024-10-20 07:45:00,WN,4
2024-10-20 07:46:00,ES,2
2024-10-20 07:46:00,EW,12
2024-10-20 07:46:00,NE,1
2024-10-20 07:46:00,NS,2
2024-10-20 07:46:00,SN,7
2024-10-20 07:46:00,SW,10
2024-10-20 07:46:00,WE,7
2024-10-20 07:46:00,WN,2
2024-10-20 07:47:00,ES,1
2024-10-20 07:47:00,EW,8
2024-10-20 07:47:00,NS,9
2024-10-20 07:47:00,SN,8
2024-10-20 07:47:00,SW,13
2024-10-20 07:47:00,WE,13
2024-10-20 07:47:00,WN,2
2024-10-20 07:48:00,ES,2
2024-10-20 07:48:00,EW,9
2024-10-20 07:48:00,NS,4
2024-10-20 07:48:00,SN,13
2024-10-20 07:48:00,SW,16
2024-10-20 07:48:00,WE,17
2024-10-20 07:48:00,WN,2
2024-10-20 07:49:00,ES,1
2024-10-20 07:49:00,EW,4
2024-10-20 07:49:00,NE,2
2024-10-20 07:49:00,NS,3
2024-10-20 07:49:00,SN,3
2024-10-20 07:49:00,SW,8
2024-10-20 07:49:00,WE,7
2024-10-20 07:49:00,WN,1
2024-10-20 07:50:00,ES,1
2024-10-20 07:50:00,EW,3
2024-10-20 07:50:00,NE,2
2024-10-20 07:50:00,NS,1
2024-10-20 07:50:00,SN,15
2024-10-20 07:50:00,SW,10
2024-10-20 07:50:00,WE,11
2024-10-20 07:50:00,WN,2
2024-10-20 07:51:00,ES,2
2024-10-20 07:51:00,EW,15
2024-10-20 07:51:00,NS,3
2024-10-20 07:51:00,SN,4
2024-10-20 07:51:00,SW,9
2024-10-20 07:51:00,WE,3
2024-10-20 07:51:00,WN,1
2024-10-20 07:52:00,ES,1
2024-10-20 07:52:00,EW,4
2024-10-20 07:52:00,NE,1
2024-10-20 07:52:00,NS,2
2024-10-20 07:52:00,SN,17
2024-10-20 07:52:00,SW,7
2024-10-20 07:52:00,WE,18
2024-10-20 07:52:00,WN,4
2024-10-20 07:53:00,EW,5
2024-10-20 07:53:00,NE,2
2024-10-20 07:53:00,NS,6
2024-10-20 07:53:00,SN,3
2024-10-20 07:53:00,SW,5
2024-10-20 07:53:00,WE,2
2024-10-20 07:54:00,ES,2
2024-10-20 07:54:00,EW,5
2024-10-20 07:54:00,NE,2
2024-10-20 07:54:00,NS,3
2024-10-20 07:54:00,SN,12
2024-10-20 07:54:00,SW,10
2024-10-20 07:54:00,WE,20
2024-10-20 07:54:00,WN,7
2024-10-20 07:55:00,ES,1
2024-10-20 07:55:00,EW,7
2024-10-20 07:55:00,NE,1
2024-10-20 07:55:00,NS,2
2024-10-20 07:55:00,SN,5
2024-10-20 07:55:00,SW,10
2024-10-20 07:55:00,WE,2
2024-10-20 07:56:00,EW,3
2024-10-20 07:56:00,NS,4
2024-10-20 07:56:00,SN,10
2024-10-20 07:56:00,SW,7
2024-10-20 07:56:00,WE,16
2024-10-20 07:56:00,WN,3
2024-10-20 07:57:00,ES,2
2024-10-20 07:57:00,EW,6
2024-10-20 07:57:00,NS,5
2024-10-20 07:57:00,SN,4
2024-10-20 07:57:00,SW,13
2024-10-20 07:57:00,WE,4
2024-10-20 07:58:00,EW,2
2024-10-20 07:58:00,NS,1
2024-10-20 07:58:00,SN,19
2024-10-20 07:58:00,SW,10
2024-10-20 07:58:00,WE,16
2024-10-20 07:58:00,WN,7
2024-10-20 07:59:00,ES,1
2024-10-20 07:59:00,EW,9
2024-10-20 07:59:00,NE,2
2024-10-20 07:59:00,NS,4
2024-10-20 07:59:00,SN,14
2024-10-20 07:59:00,SW,12
2024-10-20 07:59:00,WE,3
2024-10-20 07:59:00,WN,3
2024-10-20 08:00:00,EW,9
2024-10-20 08:00:00,NE,1
2024-10-20 08:00:00,NS,4
2024-10-20 08:00:00,SN,11
2024-10-20 08:00:00,SW,1
2024-10-20 08:00:00,WE,7
2024-10-20 08:00:00,WN,1
2024-10-20 08:01:00,ES,3
2024-10-20 08:01:00,EW,5
2024-10-20 08:01:00,NE,1
2024-10-20 08:01:00,NS,4
2024-10-20 08:01:00,SN,16
2024-10-20 08:01:00,SW,15
2024-10-20 08:01:00,WE,11
2024-10-20 08:01:00,WN,5
2024-10-20 08:02:00,ES,3
2024-10-20 08:02:00,EW,6
2024-10-20 08:02:00,NE,1
2024-10-20 08:02:00,NS,4
